legacy_id,created_at,overseer_legacy_id,company_contact_lagacy,subject,purpose,comment,actionrequired,activity,refno,inquiry_number,activitystatus
8158,"2018-07-16 17:53:13",25,NULL,,Closure,"Got PO for the said inquiry of hose, pressure gauge and fittings value 2988 INR","Acknowledge and execute timely.",Meeting,1531763594#253,25367,"Pending Approval"
8159,"2018-07-16 18:04:15",25,NULL,,Closure,"Got PO for the said inquiry of spider electric fly catcher with sleeved tubes value 2 qty value 21136 INR ","Acknowledge and execute timely.","Phone call",1531764255#258,21091,"Pending Approval"
8160,"2018-07-16 18:05:01",108,8121,"For BMRO Business.","Follow up","Last week I had send her our company profile which she had received it and shared with other procurement team. Today we had received another inquiry from GMR.","Need to have further interaction.","Phone call",1531764301#1086,25496,"Pending Approval"
8161,"2018-07-16 18:10:51",25,NULL,,Closure,"Got PO for the said inquiry of Fuji electric make contactor 3 qty value 24000 INR","Acknowledge and execute properly.","Phone call",1531764651#255,20902,"Pending Approval"
8162,"2018-07-17 13:06:40",52,NULL,,"Follow up","Offer awaited  from AAI","Follow up with AAI tonight",Email,1531832800#524,25506,"Pending Approval"
8163,"2018-07-17 13:08:34",52,NULL,,Closure,"Final payment","Payment of INR 3.426 Cr. recd. today.","Phone call",1531832914#526,10872,"Pending Approval"
8164,"2018-07-17 13:28:19",20,NULL,,"Follow up","As per discussed with Jainil need proper specs in Molykote spray..He will share image","Technical specs received and forwarded to supplier for quote..Also got quote of Welding Machine",Meeting,1531834099#208,25485,"Pending Approval"
8165,"2018-07-17 13:32:03",20,NULL,,"Follow up","It is regarding repeated inquiry from customer..Repeated order got from customer","Need to delivery on priority base",Meeting,1531834323#2010,25512,"Pending Approval"
8166,"2018-07-17 13:33:44",20,NULL,,"Follow up","Discussed with user for query in some goggles..PO already got..","Check with supplier for pricing.Mail given to Ketan sir for tax amendment in PO..",Meeting,1531834424#204,25468,"Pending Approval"
8167,"2018-07-17 13:38:42",20,NULL,,"Follow up","As per discussed with User he raised PR for Xerox paper as per last supply rate.Order got","Need to check with supplier for Rate.",Meeting,1531834722#204,25516,"Pending Approval"
8168,"2018-07-17 13:55:03",20,NULL,,"Follow up","As per discussed with Saurabh he need KGEN pump spare.Acquitech is dealer for same products.Inquiry given to supplier and quote rcvd from supplier as well.","Harsh will submit quote to customer.It is expected order",Meeting,1531835703#205,25531,"Pending Approval"
8169,"2018-07-17 13:56:40",20,NULL,,"Follow up","As per got call from user for Lane marking tape delivery.Material is collected from Supplier by mehul","Customer invoice is received and it will delivered by tomorrow","Phone call",1531835800#206,20799,"Pending Approval"
8170,"2018-07-17 14:09:21",172,0,"Introduction meeting ","First Meeting/Intro Meeting","He get changed his department. He will give us enquiry which comes in his scope. Gives reff. Of purchase person ","Have to meet purchase person. ",Meeting,1531836561#1725,25532,"Pending Approval"
8171,"2018-07-17 15:17:30",97,NULL,,"Follow up","Negations on previous quotes","Follow up",Meeting,1531840651#976,25498,"Pending Approval"
8172,"2018-07-17 16:39:50",123,NULL,,"Material Delivery","Delivered the Gear Box and requested customer to send enquiries for other category. Got enquiries for belts.","Need to follow up with Puja tomorrow",Meeting,1531845590#1236,25390,"Pending Approval"
8173,"2018-07-17 16:55:42",112,NULL,,"For new inquiry","Follow up for new inquiry.he told me to send quotation street led light Phillips make.","To send quotation.",Meeting,1531846542#11210,20945,"Pending Approval"
8174,"2018-07-17 17:03:08",25,NULL,,Closure,"Got PO for the said inquiry of hydraulic fittings value 28055 INR","Execute properly",Meeting,1531846988#254,21347,"Pending Approval"
8175,"2018-07-17 17:23:47",112,NULL,,"Follow up","Took follow up for another inquiry.he told me he will share today.Got it.","To send quotation.","Phone call",1531848227#1126,25528,"Pending Approval"
8176,"2018-07-17 17:31:29",25,NULL,,"Follow up","Got this requirement in today\'s meeting ","please provide quotation by tomorrow",Meeting,1531848689#2510,25526,"Pending Approval"
8177,"2018-07-17 18:06:18",108,8169,"For BMRO Business.","First Meeting/Intro Meeting","She is Sr. Manager 9MM & D). Discuss with her our activities. She told me to see Ashoka Hotel website as electrical items rate contract is there.","Need to have regular interaction.",Meeting,1531850778#1088,25533,"Pending Approval"
8178,"2018-07-17 18:12:33",25,NULL,,"Follow up","Got this requirement in today\'s meeting ","please provide quotation by tomorrow",Meeting,1531851154#254,25526,"Pending Approval"
8179,"2018-07-18 13:04:01",20,NULL,,"Follow up","As per Discussed with Customer he want to use Pcard.Mail confirmation given in mail by Viren shah","Need to Proceed PO to supplier",Meeting,1531919041#208,21229,"Pending Approval"
8180,"2018-07-18 13:10:22",20,NULL,,"Follow up","As per discussed with customer for Blister roll delivery.Partially 58 KG ready with Manilal..","Invoice request given to Logo team.Invoice received and it will be delivered by tomorrow",Meeting,1531919422#203,21508,"Pending Approval"
8181,"2018-07-18 13:11:32",52,NULL,,"Tender study","RFQ sent to various suppliers","Followup tomorrow","Tender preparation",1531919492#524,25534,"Pending Approval"
8182,"2018-07-18 13:12:35",20,NULL,,"Follow up","Material is ready with supplier end.Material will be picked up by Tomorrow.","It will be delivered on tomorrow by using Pcard","Phone call",1531919555#203,25509,"Pending Approval"
8183,"2018-07-18 13:13:15",52,NULL,,"Tender preparation","RFQ sent to HANWEI, China","Followup tomorroe","Tender preparation",1531919595#523,25572,"Pending Approval"
8184,"2018-07-18 13:46:46",97,NULL,,"Follow up","Discussed on target price",Closure,Meeting,1531921606#975,25525,"Pending Approval"
8185,"2018-07-18 14:44:55",52,NULL,,"Tender preparation","RFQ sent to HANWEI, China","Followup tomorrow","Tender preparation",1531925095#525,25573,"Pending Approval"
8186,"2018-07-18 15:07:06",25,NULL,,"Follow up","We\'ll get PO for the said inquiry of fasteners within 2 days",Done,"Phone call",1531926426#257,25526,"Pending Approval"
8187,"2018-07-18 15:11:58",25,NULL,,Closure,"Got PO for the said inquiry of siemens, L&T and Legrand make products value 113438 INR","Execute timely.",Meeting,1531926718#253,20975,"Pending Approval"
8188,"2018-07-18 15:46:20",19,NULL,,Closure,"Material sucssesfully dispatch agints inquiry no. 19412.
Follow up with Sapan Sir regarding PPE PO no. 4101661117.","done, ",Meeting,1531928780#195,19412,"Pending Approval"
8189,"2018-07-18 16:28:41",169,NULL,,"Follow up","FOLLOW UP FOR QUOTATION PROVIDED
WITH MR KULDEEP RAM","FOLLOW UP FOR QUOTATION PROVIDED
WITH MR KULDEEP RAM","Phone call",1531931321#1694,25553,"Pending Approval"
8190,"2018-07-18 16:35:14",112,NULL,,"Follow up","Took follow up for quotation he told quotation will be in process and P.O. received within 4-5 days.
","To follow for PO.
",Meeting,1531931714#1129,25170,"Pending Approval"
8191,"2018-07-18 16:36:44",112,NULL,,"Follow up","discussed given requirements and he told me to meet after 2-3 days.
","To meet after 2-3 days..
","Phone call",1531931804#1127,25565,"Pending Approval"
8192,"2018-07-18 16:39:01",112,NULL,,"Follow up","Took follow up for new inquiry.currently he requires different types of  shadow boards.
","To meet tomorrow with supplier for more discussion.
",Meeting,1531931941#1125,21031,"Pending Approval"
8193,"2018-07-18 17:05:11",52,NULL,,"First Meeting/Intro Meeting","Discussed about our products and requested more details about the enquiry.","Follow-up tomorrow",Meeting,1531933511#523,17460,"Pending Approval"
8194,"2018-07-18 17:10:03",123,NULL,,"Follow up","Discussed with customer for the quotes submitted. He said it is in quality department approval. By Friday he will try to release the P.O.","Need to follow up with customer by Friday",Meeting,1531933804#1238,21420,"Pending Approval"
8195,"2018-07-18 17:35:39",25,NULL,,"New requirement","Got requirement of following products 
1. Tescom Electro pneumatic controller model no - ER5000SI , qty - 01 nos

2. Tescom make back pressure regulator (MOC - SS316) Model no. - 26-2360-24-201 , Qty - 01 nos.

Above products are used in UL2 Functioner bench

3. Repair kit for above back pressure regulator qty - 01 nos","It's urgent requirement please provide quotation at the earliest.",Email,1531935339#257,25577,"Pending Approval"
8196,"2018-07-18 18:25:16",108,8025,"GU - 10.","Follow up","He got our email and send it for approval. Likely to get order next week.","Will contact him next week.",Meeting,1531938316#1083,25583,"Pending Approval"
8197,"2018-07-18 18:29:25",172,NULL,,"Follow up","He inquired for already given inquiry by his purchaser. Ask to try to arrange that material. ","Try to get material direct from company because he suggested that supplier is not giving responce to him also. ","Phone call",1531938565#1725,25389,"Pending Approval"
8198,"2018-07-18 18:35:45",108,NULL,,"Follow up","He had received our quote on time. Got the feedback that our price for electrical items are on higher side and share the feedback with the person concern. Will get order for few items from the list. It\'s under process and will contact him next week. He will send more inquiry very soon.","Need to have regular interaction.",Meeting,1531938945#1088,25374,"Pending Approval"
8199,"2018-07-18 18:37:59",172,NULL,,"Follow up","He inquired for already given inquiry by his purchaser. He ask to try to arrange this material .","Have to try to xontact supplier and have to arrange that material. ","Phone call",1531939079#17210,25389,"Pending Approval"
8200,"2018-07-19 09:31:29",25,NULL,,"Follow up","Client required quotation at the earliest as their Functioner bench is stop due this pressure regulator and controller","This very urgent requirement please provide quotation as soon as possible",Meeting,1531992689#253,25577,"Pending Approval"
8201,"2018-07-19 13:04:07",20,NULL,,"Follow up","Discussed with Saurabh for some route through inquiry..","Trying to call with Supplier for same but not picked up call.Will call him on tomorrow morning.",Meeting,1532005447#209,25614,"Pending Approval"
8202,"2018-07-19 13:06:32",20,NULL,,"Follow up","As per discussed with Saurabh he need spares for Stroke pump.Image shared by him.","Image forwarded to supplier as well.Still not getting reply from supplier.Need to do follow up by tomorrow",Meeting,1532005592#204,25531,"Pending Approval"
8203,"2018-07-19 13:07:49",20,NULL,,"Follow up","Material collected from Bhagwati steel..","Same delivered to customer by using P card",Meeting,1532005669#205,25509,"Pending Approval"
8204,"2018-07-19 13:10:46",20,NULL,,"Follow up","As per discussed with Suppliers material is ready with him.Customer invoice received from Mumbai office.","Material will be dispatched by tomorrow","Phone call",1532005846#204,25491,"Pending Approval"
8205,"2018-07-19 13:15:51",20,NULL,,"Follow up","Discussed with Rajesh Panchal for Inquiry update.He want best discounted rate in given price.","As per discussed with supplier not possible in abrigo Belt as margin is very low.",Meeting,1532006151#2010,25464,"Pending Approval"
8206,"2018-07-19 13:18:23",20,NULL,,"Follow up","Material and customer invoice handover to Rakesh at Naroda.","Closed-Won (delivered)",Meeting,1532006303#204,20799,"Pending Approval"
8207,"2018-07-19 13:21:17",20,NULL,,"Follow up","Got call from user regarding Offer update with power rating details.He need quote in 3.3 KV rating but not available in this cable size","Quote given by Harsh.","Phone call",1532006477#207,25199,"Pending Approval"
8208,"2018-07-19 17:15:07",52,NULL,,"First Meeting/Intro Meeting","Our offer","Follow-up next week",Meeting,1532020507#5210,11165,"Pending Approval"
8209,"2018-07-19 17:19:05",52,NULL,,"Follow up","Techno commercial offer","Follow-up tomorrow",Email,1532020745#528,25573,"Pending Approval"
8210,"2018-07-19 17:20:05",108,NULL,,"First Meeting/Intro Meeting","He had sent us one inquiry. The purpose of meeting was to have personal discussion about our activities. He looks after sourcing of Control and Instrumentation. He told me that a new inquiry will be send today.","
Need to have regular interaction.
",Meeting,1532020805#1086,25482,"Pending Approval"
8211,"2018-07-19 17:21:10",112,NULL,,"Follow up","Took follow up for quotation he told quotation will be in process so call after 3-4 days.
","To follow up again.
",Meeting,1532020870#1127,25090,"Pending Approval"
8212,"2018-07-19 17:22:26",52,NULL,,"Follow up","Techno commercial discussion with HW and sent rfq to other suppliers.","Follow-up tomorrow",Email,1532020946#529,25572,"Pending Approval"
8213,"2018-07-19 17:26:13",112,NULL,,"Follow up","Customer required material on urgent basis.
","To send material early.
","Phone call",1532021173#1125,25031,"Pending Approval"
8214,"2018-07-19 17:28:42",108,8188,"For BMRO Business.","First Meeting/Intro Meeting","She looks after sourcing of electrical items. Will send her our company\'s profile.","Need to have further interaction.",Meeting,1532021322#1083,25615,"Pending Approval"
8215,"2018-07-19 17:29:12",172,0,"Introduction meeting ","First Meeting/Intro Meeting","We had todays appointment. But get cancelled.","Have to visit tomorrow. ","Phone call",1532021352#1727,25616,"Pending Approval"
8216,"2018-07-20 07:56:15",137,NULL,,"Follow up","cleared  some doubt  in already received po,also got one RFQ of Electrical items","Need to work on  shared sample image and execute stationery po on priority",Meeting,1532073375#1379,25328,Approved
8217,"2018-07-20 13:22:07",25,NULL,,"Follow up","Client required quotation on priority","Please provide quotation at the earliest as it's very urgent requirement",Meeting,1532092927#2510,25577,"Pending Approval"
8218,"2018-07-20 13:24:30",25,NULL,,Closure,"Got PO for the said inquiry of fasteners value 6256 INR","Please provide customer invoice by tomorrow material is ready with supplier.",Meeting,1532093070#253,25526,"Pending Approval"
8219,"2018-07-20 14:13:56",25,NULL,,"Follow up","Met with End user Vijay Magar he said please provide quotation of videobore scope for both make KARL STORZ and EXTECH ","Please provide quotation at the earliest",Meeting,1532096036#255,25126,"Pending Approval"
8220,"2018-07-20 15:05:27",9,NULL,,Closure,"Discussed about pending deliveries and for more arc ,Resolve all issues ","quotation to be send for crockery , loctite, it items..",Meeting,1532099127#99,25171,"Pending Approval"
8221,"2018-07-20 15:25:28",52,NULL,,"First Meeting/Intro Meeting","Offer under evaluation.","Follow-up next week",Meeting,1532100328#529,18705,"Pending Approval"
8222,"2018-07-20 16:05:41",52,NULL,,"First Meeting/Intro Meeting","Selma offer ","Follow-up next week",Meeting,1532102741#524,11461,"Pending Approval"
8223,"2018-07-20 16:23:54",19,NULL,,Closure,"19412- Meeting with Gautam Alatom account regarding Grn revised for material agints PO no. 4101661117
#Meeting with Ganpat regarding Material supply confirmation of PO no. 4101661576
#meeting with Pramod sir regarding PO no. 4101660547.
 ","Done ",Meeting,1532103834#194,19412,"Pending Approval"
8224,"2018-07-20 16:29:13",52,NULL,,"Tender study","Reviewing tender","To send rfq to suppliers tomorrow","Tender preparation",1532104153#526,25635,"Pending Approval"
8225,"2018-07-20 16:54:33",172,8194,"Introduction meeting ","First Meeting/Intro Meeting","Mr.  Hitesh moiya(production) also joins meeting. Thay conclide that they will send us all inquiry related to us. ","I will send our company profile. ",Meeting,1532105673#1727,25655,"Pending Approval"
8226,"2018-07-20 17:47:47",123,NULL,,"Follow up","Follow up with customer for the quotes submitted for Safety can, air conditioner. He said he was waiting for P.R. from enduser once received he will release the P.O.","Need to follow up with customer by Monday",Meeting,1532108867#1238,25598,"Pending Approval"
8227,"2018-07-20 17:59:49",108,3540,"Bearing order sample report.","Follow up","Gone there to check the outcome of bearing sample report. It will come next week.","Need to have regular interaction.",Meeting,1532109589#10810,25656,"Pending Approval"
8228,"2018-07-21 10:43:16",97,NULL,,"Follow up","Meet and disscused with new enquiries","Follow up",Meeting,1532169796#975,25529,"Pending Approval"
8229,"2018-07-21 10:44:06",52,NULL,,"First Meeting/Intro Meeting","Discussed about our products and technical details of the enquiry.","Follow-up next week",Meeting,1532169846#529,17890,"Pending Approval"
8230,"2018-07-21 10:46:07",52,NULL,,"Tender preparation","Sent rfq to various mfrs./suppliers","Follow-up on Monday","Tender preparation",1532169967#529,25635,"Pending Approval"
8231,"2018-07-21 11:41:05",20,NULL,,"Follow up","Supplier quote taken from supplier as he has given rate verbally","SO generated","Phone call",1532173265#207,21229,"Pending Approval"
8232,"2018-07-21 16:03:41",19,NULL,,Closure,"Going to Relief Road market for pressure gauge material sourcing. ","Done ","Tender preparation",1532189021#1910,20907,"Pending Approval"
8233,"2018-07-21 17:35:22",112,NULL,,"Follow up","Got PO today.
","Execute properly.
","Phone call",1532194522#1128,25090,"Pending Approval"
8234,"2018-07-21 17:36:42",112,NULL,,"Follow up","I gave samples of knife to Mr. Anand Bhadke.he will give feedback within 2-3 days.And he will send gas detector to our mumbai office today for calibration.
","To follow up again.
",Meeting,1532194602#1124,25236,"Pending Approval"
8235,"2018-07-23 06:04:58",25,NULL,,"Follow up","Client waiting for our quotation ","Please send quotation at the earliest ","Phone call",1532325898#256,25577,"Pending Approval"
8236,"2018-07-23 10:26:21",25,NULL,,"Material follow up","Client required material on urgent basis","Material is ready with vishal please make customer invoice at the earliest.",Meeting,1532341581#2510,25526,"Pending Approval"
8237,"2018-07-23 13:06:06",20,NULL,,Negotiation,"As per got call from Kushal for more discount required.","2% Discount given.I will check on tomorrow","Phone call",1532351166#204,25082,"Pending Approval"
8238,"2018-07-23 13:15:22",20,NULL,,"Follow up","As per get inquiry from customer regarding gasket  sheet required.Some query in length of gasket sheet and grade of material","Catelouge sent to customer.","Phone call",1532351722#205,25688,"Pending Approval"
8239,"2018-07-23 13:36:44",20,NULL,,"Follow up","As per discussed with Yogesh patel he raised PR for atlas gloves.","got PO and order confirmation given to supplier",Meeting,1532353004#203,25240,"Pending Approval"
8240,"2018-07-23 13:38:48",20,NULL,,"First Meeting/Intro Meeting","As per discussed with Bharat sir he need Cello bottles in good quality.He shared image","Quote will submitted by tomorrow",Meeting,1532353128#207,25677,"Pending Approval"
8241,"2018-07-23 13:43:30",20,NULL,,Negotiation,"Got call from Kushal Dwiedi for more discount.","2% Discount given..Awaiting for PO.Will do follow up by tomorrow","Phone call",1532353410#205,20920,"Pending Approval"
8242,"2018-07-23 13:48:27",20,NULL,,"Follow up","As per discussed with saurabh he has some query in pump model and spare for same.","Query cleared.Same was given in mail to clarify",Meeting,1532353707#2010,25531,"Pending Approval"
8243,"2018-07-23 13:56:46",20,NULL,,"Follow up","Got call from customer regarding Emergency LED light quote.","Inquiry sent to supplier for quote.But not getting reply from same","Phone call",1532354206#206,25683,"Pending Approval"
8244,"2018-07-23 14:43:58",97,NULL,,"Follow up",Negotiations,Closure,Meeting,1532357038#974,25529,"Pending Approval"
8246,"2018-07-23 16:54:33",25,NULL,,"Follow up","Talked with Mrs Sheetal Apte C.I.P. regarding this requirement she said you can send quotation any of one Extech or Karl storz but send it on priority","Please provide quotation by tomorrow positively","Phone call",1532364873#254,25126,"Pending Approval"
8247,"2018-07-23 17:02:03",25,NULL,,"Follow up","Got this requirement by today itself we can provide Other makes also with same technical specification in place of norco","Please provide quotation as soon as possible",Meeting,1532365323#256,25699,"Pending Approval"
8248,"2018-07-23 17:21:23",112,NULL,,"Follow up","Customer required material on urgent basis.
","To send material early.
","Phone call",1532366483#1126,19968,"Pending Approval"
8249,"2018-07-23 17:21:45",52,NULL,,"First Meeting/Intro Meeting","Discussed about the new project enquiry and sought technical details","Follow up next week",Meeting,1532366505#526,17460,"Pending Approval"
8250,"2018-07-23 17:25:14",123,NULL,,Closure,"Follow up with customer for P.O. He said by today evening or tomorrow he will get the P.R. from end user once received he will release the P.O.","Need to follow up with customer for P.O. by tomorrow",Meeting,1532366714#12310,20997,"Pending Approval"
8251,"2018-07-23 17:27:24",112,NULL,,"Follow up","discussed another requirements.he told he will send requirements within 2-3 day.
","To follow up again for new inquiry.
",Meeting,1532366844#1125,25090,"Pending Approval"
8252,"2018-07-23 17:29:29",52,NULL,,"Follow up","With various suppliers after sending rfq","Follow up tomorrow",Email,1532366969#526,25635,"Pending Approval"
8253,"2018-07-23 17:32:55",52,NULL,,"Tender study","RFQ to be sent to various suppliers through Shaily.
It is a big ONGC tools tender. EMD is INR 9.5lacs","Follow up tomorrow ","Tender preparation",1532367175#525,25714,"Pending Approval"
8254,"2018-07-23 18:20:47",52,NULL,,"Follow up","Balance payment will released in this week","Follow up tomorrow","Phone call",1532370047#528,7093,"Pending Approval"
8255,"2018-07-23 18:26:47",52,NULL,,"Tender preparation","Sent RFQ to various vendors.some responded.","Follow up tomorrow","Tender preparation",1532370407#529,25695,"Pending Approval"
8256,"2018-07-24 03:48:45",137,NULL,,Closure,"Cromwell discount percentage","Need to follow up for existing order and need to share discount on cromwell LP for more orders",Meeting,1532404125#1376,25258,"Pending Approval"
8257,"2018-07-24 03:50:40",137,NULL,,Closure,"Payment follow up ,also met Mr Anant Dy Manager  procurement,got 5 RFQs","Need to work on new RFQs",Meeting,1532404240#1379,20934,"Pending Approval"
8258,"2018-07-24 03:53:13",137,NULL,,"Follow up","Had Discussion on Polycab orders and other electrical RFQs,They need more discount to close polycab order","Need to talk to supplier of Polycab and get more discount to close future requirement of polycab wires",Meeting,1532404393#1376,21429,"Pending Approval"
8259,"2018-07-24 03:55:37",137,NULL,,"Follow up","Discussed on recently lost order of LT cable polycab brand.

Met Mr Mukesh And Avinash for More RFQs
","Need to get better discounts to close Ajnara orders.",Meeting,1532404537#1379,25413,"Pending Approval"
8260,"2018-07-24 09:00:27",172,8206,"Introduction meeting ","First Meeting/Intro Meeting","he is looking for Maintanance near control section. Will send us his requirement. Also give other references to meet in same plant. "," i will meet all reference given by him. ",Meeting,1532422827#1724,25737,"Pending Approval"
8261,"2018-07-24 13:28:07",20,NULL,,"Follow up","As per discussed with Saurabh he need O ring in Krampe make","Quote submitted to IR",Meeting,1532438887#2010,25732,"Pending Approval"
8262,"2018-07-24 13:30:13",20,NULL,,"Follow up","As per discussed with user he need quote urgently.","Partial quote submitted to IR",Meeting,1532439013#206,25337,"Pending Approval"
8263,"2018-07-24 13:31:35",20,NULL,,"Follow up","As per discussed with Customer he need material as it is very critical ","Material rcvd at bopal office and it will be delivered to Baroda by tomorrow","Phone call",1532439095#206,21419,"Pending Approval"
8264,"2018-07-24 13:40:21",20,NULL,,"Follow up","As per discussed with Yogesh sir we will got PO by today","Got PO..Need to give PO to supplier as it is critical item for customer",Meeting,1532439621#206,25172,"Pending Approval"
8265,"2018-07-24 13:44:05",97,7518,Meet,"First Meeting/Intro Meeting","Bulk Mro Intro ","Follow up",Meeting,1532439845#979,25756,"Pending Approval"
8266,"2018-07-24 15:37:30",20,NULL,,"Follow up","Supplier payment done by today.Material collected from Aslali office","Material will be delivered on day after tomorrow as holiday at IR tomorrow","Phone call",1532446650#206,21512,"Pending Approval"
8267,"2018-07-24 16:35:19",108,NULL,,"Follow up","It\'s under process. Likely to get 2 - 3 items. It will take 2 - 3 days for outcome.","Need to have further interaction.",Meeting,1532450119#1086,25374,"Pending Approval"
8268,"2018-07-24 16:39:36",19,NULL,,Closure,"19412- meeting with Sachin Patel Alstom account team regarding revised invoce submission. 
# follow up with Sapan Sir regarding dustbin PO 
#25369- meeting with Kishan Lal regarding description of wire rope. 
25378- Meeting with Ami Parekh regarding order confirmation of  keroplain. 
# meeting with Pramod Gupta SIr regarding material supply confirmation agints PO no. 4101*58995.","Done ",Meeting,1532450376#193,19412,"Pending Approval"
8269,"2018-07-24 17:07:08",52,NULL,,Closure,"Material received in office.
Partly damaged. Report ed to Cameron and ups.
","Despatch material tomorrow",Email,1532452028#5210,12303,"Pending Approval"
8270,"2018-07-24 17:10:52",52,NULL,,"Follow up","Applied for EMD. Will bid odd groups.","Follow up for offer",Email,1532452252#528,25714,"Pending Approval"
8271,"2018-07-24 17:13:14",169,8207,"INTRODUCTION OF BULK MRO","First Meeting/Intro Meeting","INTRODUCTION OF BULK MRO","ROUTINE FOLLOW UP FOR NEW INQUIRIES","Phone call",1532452394#1696,25758,"Pending Approval"
8272,"2018-07-24 17:13:32",52,NULL,,"Follow up","Offer follow up and sent RFQ to suppliers","Follow up tomorrow",Email,1532452412#528,25573,"Pending Approval"
8273,"2018-07-24 17:16:19",123,NULL,,Negotiation,"Discussed with customer for the quotes submitted for A/C, Wet Grinder and fridge. He was waiting for end user feedback and told to come tomorrow.","Need to visit customer tomorrow for closing order",Meeting,1532452579#1234,25684,"Pending Approval"
8274,"2018-07-24 17:16:33",52,NULL,,"Follow up","Sent RFQ to suppliers","Follow up tomorrow","Tender preparation",1532452593#525,25572,"Pending Approval"
8275,"2018-07-24 17:22:20",52,NULL,,"Follow up","Follow up with suppliers for offer","Follow up tomorrow","Tender preparation",1532452940#526,25635,"Pending Approval"
8276,"2018-07-24 17:27:27",52,NULL,,"Follow up","Offer follow up","Follow up tomorrow","Tender preparation",1532453247#5210,25535,"Pending Approval"
8277,"2018-07-24 17:30:09",25,NULL,,"Follow up","We\'ll get PO within 10-15 days quotation in approval process with finance.",Done,Meeting,1532453409#254,21043,"Pending Approval"
8278,"2018-07-24 17:44:34",169,8130,"REVAT GUN 8 MM TO 10 MM","To Take Picture of Revat Gun Hand Tool","Customer Require Revat Gun 8 mm to 10 mm
Manually , pneumatic, electrical 

","we have to give best quote with less delivery time",Meeting,1532454274#1699,25759,"Pending Approval"
8279,"2018-07-24 17:49:41",169,8130,"REVAT GUN 8 MM TO 10 MM","To Take Picture of Revat Gun Hand Tool","Customer Require Revat Gun 8 mm to 10 mm
Manually , pneumatic, electrical 

","we have to give best quote with less delivery time",Meeting,1532454581#1694,25760,"Pending Approval"
8280,"2018-07-24 17:57:47",25,NULL,,"Follow up","We\'ll get PO for the said in the next week",Done,Meeting,1532455067#256,21124,"Pending Approval"
8281,"2018-07-25 06:42:40",25,NULL,,"Follow up","This requirement is open now it\'s in comparison process ","Follow up",Meeting,1532500960#257,25284,"Pending Approval"
8282,"2018-07-25 06:45:01",25,NULL,,"Follow up","This requirement is lost as kiran told me that they have polycab make items in their catalogue.",Closed,Meeting,1532501101#253,25433,"Pending Approval"
8283,"2018-07-25 06:47:39",25,NULL,,"Follow up","This requirement is open will get partial PO within one to two weeks.","Follow up",Meeting,1532501259#254,25418,"Pending Approval"
8284,"2018-07-25 06:49:13",25,NULL,,"Follow up","This requirement is open will get PO for achievers make hydraulic cylinders ","Follow up",Meeting,1532501353#258,25415,"Pending Approval"
8285,"2018-07-25 13:10:22",20,NULL,,"Follow up","As per discussed with Supplier Emergency light in orpat brand was stopped mfg.","Same will be discussed with Customer he said tht suggest alternate brand","Phone call",1532524222#204,25683,"Pending Approval"
8286,"2018-07-25 13:12:06",20,NULL,,"Follow up","Discussed with Supplier for Cello bottle rate as per IR requirements.Sample approved by user","Quote will be submitted to IR on tomorrow","Phone call",1532524326#203,25677,"Pending Approval"
8287,"2018-07-25 13:19:16",20,NULL,,"Follow up","Discussed with Anil sir inquiry update.He need material in 1 day but not possible to delivery as per his  requirements.",Closed-Lost,"Phone call",1532524756#209,25593,"Pending Approval"
8288,"2018-07-25 13:37:32",144,NULL,,"Meeting on 17th April 2018","Samples Submitted for  Desktop Locks
","quotation need to be submitted",Meeting,1532525852#14410,19532,"Pending Approval"
8289,"2018-07-25 15:16:36",59,NULL,,"Follow up","i Met Mr.-Ritesh Joshi Regarding of Inquiry Status and he said this Quotation Will be In Process And P.O. Received End of the Month.  ","Inquiry Follow Up.",Meeting,1532531796#599,21405,"Pending Approval"
8290,"2018-07-25 15:16:53",59,NULL,,"Follow up","i Met Mr.-Ritesh Joshi Regarding of Inquiry Status and he said this Quotation Will be In Process And P.O. Received End of the Month.  ","Inquiry Follow Up.",Meeting,1532531813#5910,21405,"Pending Approval"
8291,"2018-07-25 15:21:08",59,NULL,,"Follow up","I Talk to Mr.-Vineet Dhole Regarding of Inquiry Status and he said this Quotation will be in Process and P.O. Received as soon as Possible.  ","Inquiry Follow Up.","Phone call",1532532068#594,20840,"Pending Approval"
8292,"2018-07-25 15:27:47",59,NULL,,"Follow up","I talk to Mr.-Vineet Dhole Regarding of Inquiry Status and he Said this Quotation Will be In Process and P.O. Received as soon as Possible.   ","Inquiry Follow Up.","Phone call",1532532467#593,25383,"Pending Approval"
8293,"2018-07-25 16:02:02",108,NULL,,"Follow up","Neha wanted to have clarification in regard to sample / picture of mesh they need. Got the picture and send it to Neha. She had send the quote to GMR.","Need to have regular interaction.",Meeting,1532534522#1084,25685,"Pending Approval"
8294,"2018-07-25 16:18:32",19,NULL,,"Follow up","19412- meeting with Reddy Sir regarding transport documents submissions. 
25755- meeting with Ganpat regarding order confirmation of 50mm  paint brush - 300 qty. 
# meeting with Kishan Lal  m80 eye bolt order confirmation. 
25779- meeting with Sajay Sir regarding description details of Inquiry No. 257999
#meeting with Ami Madam regarding Nana cable quotation query. ","Done ",Meeting,1532535512#198,19412,"Pending Approval"
8295,"2018-07-25 16:39:22",108,NULL,,"Follow up","It will take another 3 - 4 days for it\'s finalization.","Need to have regular interaction.",Meeting,1532536762#10810,25138,"Pending Approval"
