idbmro_sap_hsn_mapping,internal_key,chapter,tariff_heading,tariff_subheading,description,hsn,is_service,tax_code
960,1113,1208,81,0,"Flour and meals of oil seeds or oleagi- nous fruits, other than those of mustard",1208.81.00,NULL,"GST 5%"
961,1114,1208,89,0,"Flour and meals of oil seeds or oleagi- nous fruits, other than those of mustard",1208.89.00,NULL,"GST 5%"
980,1133,1210,1,0,"Hop cones, fresh.",1210.01.00,NULL,"GST 5%"
981,1134,1210,2,0,"Hop cones, fresh.",1210.02.00,NULL,"GST 5%"
982,1135,1211,12,0,"Plants and parts of plants (including seeds and fruits), of a kind used primarily in perfumery, in pharmacy or for inse",1211.12.00,NULL,"GST 5%"
983,1136,1211,13,0,"Plants and parts of plants (including seeds and fruits), of a kind used primarily in perfumery, in pharmacy or for inse",1211.13.00,NULL,"GST 5%"
984,1137,1211,14,0,"Plants and parts of plants (including seeds and fruits), of a kind used primarily in perfumery, in pharmacy or for inse",1211.14.00,NULL,"GST 5%"
985,1138,1211,19,1,"Plants and parts of plants (including seeds and fruits), of a kind used primarily in perfumery, in pharmacy or for inse",1211.19.01,NULL,"GST 5%"
986,1139,1211,19,2,"Plants and parts of plants (including seeds and fruits), of a kind used primarily in perfumery, in pharmacy or for inse",1211.19.02,NULL,"GST 5%"
987,1140,1211,19,3,"Plants and parts of plants (including seeds and fruits), of a kind used primarily in perfumery, in pharmacy or for inse",1211.19.03,NULL,"GST 5%"
988,1141,1211,19,4,"Plants and parts of plants (including seeds and fruits), of a kind used primarily in perfumery, in pharmacy or for inse",1211.19.04,NULL,"GST 5%"
989,1142,1211,19,5,"Plants and parts of plants (including seeds and fruits), of a kind used primarily in perfumery, in pharmacy or for inse",1211.19.05,NULL,"GST 5%"
990,1143,1211,19,6,"Plants and parts of plants (including seeds and fruits), of a kind used primarily in perfumery, in pharmacy or for inse",1211.19.06,NULL,"GST 5%"
991,1144,1211,19,7,"Plants and parts of plants (including seeds and fruits), of a kind used primarily in perfumery, in pharmacy or for inse",1211.19.07,NULL,"GST 5%"
992,1145,1211,19,8,"Plants and parts of plants (including seeds and fruits), of a kind used primarily in perfumery, in pharmacy or for inse",1211.19.08,NULL,"GST 5%"
993,1146,1211,19,9,"Plants and parts of plants (including seeds and fruits), of a kind used primarily in perfumery, in pharmacy or for inse",1211.19.09,NULL,"GST 5%"
994,1147,1212,22,11,"Locust beans, seaweeds and other algae, sugar beet and sugar cane, fresh or chilled.",1212.22.11,NULL,"GST 5%"
995,1148,1212,22,19,"Locust beans, seaweeds and other algae, sugar beet and sugar cane, fresh or chilled.",1212.22.19,NULL,"GST 5%"
996,1149,1212,22,91,"Locust beans, seaweeds and other algae, sugar beet and sugar cane, fresh or chilled.",1212.22.91,NULL,"GST 5%"
997,1150,1212,22,99,"Locust beans, seaweeds and other algae, sugar beet and sugar cane, fresh or chilled.",1212.22.99,NULL,"GST 5%"
998,1151,1212,29,10,"Locust beans, seaweeds and other algae, sugar beet and sugar cane, fresh or chilled.",1212.29.10,NULL,"GST 5%"
999,1152,1212,29,20,"Locust beans, seaweeds and other algae, sugar beet and sugar cane, fresh or chilled.",1212.29.20,NULL,"GST 5%"
1000,1153,1212,29,30,"Locust beans, seaweeds and other algae, sugar beet and sugar cane, fresh or chilled.",1212.29.30,NULL,"GST 5%"
1001,1154,1212,29,40,"Locust beans, seaweeds and other algae, sugar beet and sugar cane, fresh or chilled.",1212.29.40,NULL,"GST 5%"
1002,1155,1212,29,91,"Locust beans, seaweeds and other algae, sugar beet and sugar cane, fresh or chilled.",1212.29.91,NULL,"GST 5%"
1003,1156,1212,29,92,"Locust beans, seaweeds and other algae, sugar beet and sugar cane, fresh or chilled.",1212.29.92,NULL,"GST 5%"
1004,1157,1212,29,99,"Locust beans, seaweeds and other algae, sugar beet and sugar cane, fresh or chilled.",1212.29.99,NULL,"GST 5%"
1007,1160,1301,12,0,"Lac and Shellac",1301.12.00,NULL,"GST 5%"
1008,1161,1301,19,1,"Lac and Shellac",1301.19.01,NULL,"GST 5%"
1009,1162,1301,19,2,"Lac and Shellac",1301.19.02,NULL,"GST 5%"
1010,1163,1301,19,3,"Lac and Shellac",1301.19.03,NULL,"GST 5%"
1011,1164,1301,19,4,"Lac and Shellac",1301.19.04,NULL,"GST 5%"
1012,1165,1301,19,9,"Lac and Shellac",1301.19.09,NULL,"GST 5%"
1028,1181,1401,11,0,"Vegetable materials of a kind used primarily for plaiting (for example, bamboos, rattans, reeds, rushes, osier, raffia,",1401.11.00,NULL,"GST 5%"
1029,1182,1401,12,0,"Vegetable materials of a kind used primarily for plaiting (for example, bamboos, rattans, reeds, rushes, osier, raffia,",1401.12.00,NULL,"GST 5%"
1030,1183,1401,19,1,"Vegetable materials of a kind used primarily for plaiting (for example, bamboos, rattans, reeds, rushes, osier, raffia,",1401.19.01,NULL,"GST 5%"
1031,1184,1401,19,9,"Vegetable materials of a kind used primarily for plaiting (for example, bamboos, rattans, reeds, rushes, osier, raffia,",1401.19.09,NULL,"GST 5%"
1059,1212,1507,71,0,"Soya-bean oil and its fractions, whether or not refined, but not chemically modified",1507.71.00,NULL,"GST 5%"
1060,1213,1507,79,1,"Soya-bean oil and its fractions, whether or not refined, but not chemically modified",1507.79.01,NULL,"GST 5%"
1061,1214,1507,79,9,"Soya-bean oil and its fractions, whether or not refined, but not chemically modified",1507.79.09,NULL,"GST 5%"
1062,1215,1508,81,0,"Ground-nut oil and its fractions, whether or not refined, but not chemically modified.",1508.81.00,NULL,"GST 5%"
1063,1216,1508,89,1,"Ground-nut oil and its fractions, whether or not refined, but not chemically modified.",1508.89.01,NULL,"GST 5%"
1064,1217,1508,89,9,"Ground-nut oil and its fractions, whether or not refined, but not chemically modified.",1508.89.09,NULL,"GST 5%"
1065,1218,1509,91,0,"Olive oil and its fractions, whether or not refined, but not chemically modified.",1509.91.00,NULL,"GST 5%"
1066,1219,1509,99,1,"Olive oil and its fractions, whether or not refined, but not chemically modified.",1509.99.01,NULL,"GST 5%"
1067,1220,1509,99,9,"Olive oil and its fractions, whether or not refined, but not chemically modified.",1509.99.09,NULL,"GST 5%"
1068,1221,1510,0,1,"Other oils and their fractions, obtained solely from olives, whether or not refined, but not chemically modified, inclu",1510.00.01,NULL,"GST 5%"
1069,1222,1510,0,9,"Other oils and their fractions, obtained solely from olives, whether or not refined, but not chemically modified, inclu",1510.00.09,NULL,"GST 5%"
1070,1223,1511,11,0,"Palm oil and its fractions, whether or not refined, but not chemically modified.",1511.11.00,NULL,"GST 5%"
1071,1224,1511,19,1,"Palm oil and its fractions, whether or not refined, but not chemically modified.",1511.19.01,NULL,"GST 5%"
1072,1225,1511,19,2,"Palm oil and its fractions, whether or not refined, but not chemically modified.",1511.19.02,NULL,"GST 5%"
1073,1226,1511,19,9,"Palm oil and its fractions, whether or not refined, but not chemically modified.",1511.19.09,NULL,"GST 5%"
1074,1227,1512,21,11,"Sunflower-seed, safflower or cotton-seed oil and fractions thereof, whether or not refined, but not chemi- cally modifi",1512.21.11,NULL,"GST 5%"
1075,1228,1512,21,12,"Sunflower-seed, safflower or cotton-seed oil and fractions thereof, whether or not refined, but not chemi- cally modifi",1512.21.12,NULL,"GST 5%"
1076,1229,1512,21,91,"Sunflower-seed, safflower or cotton-seed oil and fractions thereof, whether or not refined, but not chemi- cally modifi",1512.21.91,NULL,"GST 5%"
1077,1230,1512,21,92,"Sunflower-seed, safflower or cotton-seed oil and fractions thereof, whether or not refined, but not chemi- cally modifi",1512.21.92,NULL,"GST 5%"
1078,1231,1512,21,93,"Sunflower-seed, safflower or cotton-seed oil and fractions thereof, whether or not refined, but not chemi- cally modifi",1512.21.93,NULL,"GST 5%"
1079,1232,1512,21,94,"Sunflower-seed, safflower or cotton-seed oil and fractions thereof, whether or not refined, but not chemi- cally modifi",1512.21.94,NULL,"GST 5%"
1080,1233,1512,21,99,"Sunflower-seed, safflower or cotton-seed oil and fractions thereof, whether or not refined, but not chemi- cally modifi",1512.21.99,NULL,"GST 5%"
1081,1234,1512,22,10,"Sunflower-seed, safflower or cotton-seed oil and fractions thereof, whether or not refined, but not chemi- cally modifi",1512.22.10,NULL,"GST 5%"
1082,1235,1512,22,91,"Sunflower-seed, safflower or cotton-seed oil and fractions thereof, whether or not refined, but not chemi- cally modifi",1512.22.91,NULL,"GST 5%"
1083,1236,1512,22,99,"Sunflower-seed, safflower or cotton-seed oil and fractions thereof, whether or not refined, but not chemi- cally modifi",1512.22.99,NULL,"GST 5%"
1084,1237,1513,31,10,"Coconut (copra), palm kernel or babassu oil and fractions thereof, whether or not refined, but not chemically modified.",1513.31.10,NULL,"GST 5%"
1085,1238,1513,31,90,"Coconut (copra), palm kernel or babassu oil and fractions thereof, whether or not refined, but not chemically modified.",1513.31.90,NULL,"GST 5%"
1086,1239,1513,32,11,"Coconut (copra), palm kernel or babassu oil and fractions thereof, whether or not refined, but not chemically modified.",1513.32.11,NULL,"GST 5%"
1087,1240,1513,32,12,"Coconut (copra), palm kernel or babassu oil and fractions thereof, whether or not refined, but not chemically modified.",1513.32.12,NULL,"GST 5%"
1088,1241,1513,32,91,"Coconut (copra), palm kernel or babassu oil and fractions thereof, whether or not refined, but not chemically modified.",1513.32.91,NULL,"GST 5%"
1089,1242,1513,32,92,"Coconut (copra), palm kernel or babassu oil and fractions thereof, whether or not refined, but not chemically modified.",1513.32.92,NULL,"GST 5%"
1090,1243,1513,32,93,"Coconut (copra), palm kernel or babassu oil and fractions thereof, whether or not refined, but not chemically modified.",1513.32.93,NULL,"GST 5%"
1091,1244,1513,32,99,"Coconut (copra), palm kernel or babassu oil and fractions thereof, whether or not refined, but not chemically modified.",1513.32.99,NULL,"GST 5%"
1092,1245,1514,41,11,"Rape, colza or mustard oil and fractions thereof, whether or not refined, but not chemically modified.",1514.41.11,NULL,"GST 5%"
1093,1246,1514,41,12,"Rape, colza or mustard oil and fractions thereof, whether or not refined, but not chemically modified.",1514.41.12,NULL,"GST 5%"
1094,1247,1514,41,19,"Rape, colza or mustard oil and fractions thereof, whether or not refined, but not chemically modified.",1514.41.19,NULL,"GST 5%"
1095,1248,1514,41,91,"Rape, colza or mustard oil and fractions thereof, whether or not refined, but not chemically modified.",1514.41.91,NULL,"GST 5%"
1096,1249,1514,41,92,"Rape, colza or mustard oil and fractions thereof, whether or not refined, but not chemically modified.",1514.41.92,NULL,"GST 5%"
1097,1250,1514,41,99,"Rape, colza or mustard oil and fractions thereof, whether or not refined, but not chemically modified.",1514.41.99,NULL,"GST 5%"
1098,1251,1514,49,11,"Rape, colza or mustard oil and fractions thereof, whether or not refined, but not chemically modified.",1514.49.11,NULL,"GST 5%"
1099,1252,1514,49,12,"Rape, colza or mustard oil and fractions thereof, whether or not refined, but not chemically modified.",1514.49.12,NULL,"GST 5%"
1100,1253,1514,49,19,"Rape, colza or mustard oil and fractions thereof, whether or not refined, but not chemically modified.",1514.49.19,NULL,"GST 5%"
1101,1254,1514,49,91,"Rape, colza or mustard oil and fractions thereof, whether or not refined, but not chemically modified.",1514.49.91,NULL,"GST 5%"
1102,1255,1514,49,92,"Rape, colza or mustard oil and fractions thereof, whether or not refined, but not chemically modified.",1514.49.92,NULL,"GST 5%"
1103,1256,1514,49,99,"Rape, colza or mustard oil and fractions thereof, whether or not refined, but not chemically modified.",1514.49.99,NULL,"GST 5%"
1104,1257,1515,51,10,"Other fixed vegetable fats and oils (including jojoba oil) and their fractions, whether or not refined, but not chemica",1515.51.10,NULL,"GST 5%"
1105,1258,1515,51,91,"Other fixed vegetable fats and oils (including jojoba oil) and their fractions, whether or not refined, but not chemica",1515.51.91,NULL,"GST 5%"
1106,1259,1515,51,99,"Other fixed vegetable fats and oils (including jojoba oil) and their fractions, whether or not refined, but not chemica",1515.51.99,NULL,"GST 5%"
1107,1260,1515,52,10,"Other fixed vegetable fats and oils (including jojoba oil) and their fractions, whether or not refined, but not chemica",1515.52.10,NULL,"GST 5%"
1108,1261,1515,52,91,"Other fixed vegetable fats and oils (including jojoba oil) and their fractions, whether or not refined, but not chemica",1515.52.91,NULL,"GST 5%"
1109,1262,1515,52,99,"Other fixed vegetable fats and oils (including jojoba oil) and their fractions, whether or not refined, but not chemica",1515.52.99,NULL,"GST 5%"
1110,1263,1515,53,1,"Other fixed vegetable fats and oils (including jojoba oil) and their fractions, whether or not refined, but not chemica",1515.53.01,NULL,"GST 5%"
1111,1264,1515,53,9,"Other fixed vegetable fats and oils (including jojoba oil) and their fractions, whether or not refined, but not chemica",1515.53.09,NULL,"GST 5%"
1112,1265,1515,55,1,"Other fixed vegetable fats and oils (including jojoba oil) and their fractions, whether or not refined, but not chemica",1515.55.01,NULL,"GST 5%"
1113,1266,1515,55,9,"Other fixed vegetable fats and oils (including jojoba oil) and their fractions, whether or not refined, but not chemica",1515.55.09,NULL,"GST 5%"
1114,1267,1515,59,1,"Other fixed vegetable fats and oils (including jojoba oil) and their fractions, whether or not refined, but not chemica",1515.59.01,NULL,"GST 5%"
1115,1268,1515,59,2,"Other fixed vegetable fats and oils (including jojoba oil) and their fractions, whether or not refined, but not chemica",1515.59.02,NULL,"GST 5%"
1116,1269,1515,59,3,"Other fixed vegetable fats and oils (including jojoba oil) and their fractions, whether or not refined, but not chemica",1515.59.03,NULL,"GST 5%"
1117,1270,1515,59,4,"Other fixed vegetable fats and oils (including jojoba oil) and their fractions, whether or not refined, but not chemica",1515.59.04,NULL,"GST 5%"
1118,1271,1515,59,9,"Other fixed vegetable fats and oils (including jojoba oil) and their fractions, whether or not refined, but not chemica",1515.59.09,NULL,"GST 5%"
1228,1381,1801,10,0,"Cocoa beans whole or broken, raw or roasted",1801.10.00,NULL,"GST 5%"
1229,1382,1802,20,0,"Cocoa shells, husks, skins and other cocoa waste",1802.20.00,NULL,"GST 5%"
1232,1385,1803,31,0,"Cocoa paste whether or not de-fatted",1803.31.00,NULL,"GST 5%"
1233,1386,1803,32,0,"Cocoa paste whether or not de-fatted",1803.32.00,NULL,"GST 5%"
1243,1396,1903,30,0,"Tapioca and substitutes therefor prepared from starch, in the form of flakes, grains, pearls, siftings or in similar fo",1903.30.00,NULL,"GST 5%"
1376,1529,2307,70,0,"Wine lees; argol",2307.70.00,NULL,"GST 5%"
1378,1531,2301,11,1,"Flours, meals and pellets, of meat or meat offal, of fish or of crustaceans, molluscs or other aquatic invertebrates, u",2301.11.01,NULL,"GST 5%"
1379,1532,2301,11,9,"Flours, meals and pellets, of meat or meat offal, of fish or of crustaceans, molluscs or other aquatic invertebrates, u",2301.11.09,NULL,"GST 5%"
1380,1533,2301,12,1,"Flours, meals and pellets, of meat or meat offal, of fish or of crustaceans, molluscs or other aquatic invertebrates, u",2301.12.01,NULL,"GST 5%"
1381,1534,2301,12,9,"Flours, meals and pellets, of meat or meat offal, of fish or of crustaceans, molluscs or other aquatic invertebrates, u",2301.12.09,NULL,"GST 5%"
1387,1540,2303,31,0,"Residues of starch manufacture and similar residues, beet-pulp, bagasse and other waste of sugar manufacture, brewing o",2303.31.00,NULL,"GST 5%"
1388,1541,2303,32,0,"Residues of starch manufacture and similar residues, beet-pulp, bagasse and other waste of sugar manufacture, brewing o",2303.32.00,NULL,"GST 5%"
1389,1542,2303,33,0,"Residues of starch manufacture and similar residues, beet-pulp, bagasse and other waste of sugar manufacture, brewing o",2303.33.00,NULL,"GST 5%"
1444,1597,2502,20,0,"Unroasted iron pyrites.",2502.20.00,NULL,"GST 5%"
1446,1599,2509,90,0,Chalk.,2509.90.00,NULL,"GST 5%"
1447,1600,2514,40,0,"Slate, whether or not roughly trimmed or merely cut, by sawing or otherwise, into blocks or slabs of a rectangular (inc",2514.40.00,NULL,"GST 5%"
1448,1601,2501,10,1,"Salt, all types",2501.10.01,NULL,"GST 5%"
1449,1602,2501,10,2,"Salt, all types",2501.10.02,NULL,"GST 5%"
1450,1603,2501,10,9,"Salt, all types",2501.10.09,NULL,"GST 5%"
1451,1604,2504,41,1,"Natural graphite.",2504.41.01,NULL,"GST 5%"
1452,1605,2504,41,2,"Natural graphite.",2504.41.02,NULL,"GST 5%"
1453,1606,2504,41,9,"Natural graphite.",2504.41.09,NULL,"GST 5%"
1454,1607,2504,49,1,"Natural graphite.",2504.49.01,NULL,"GST 5%"
1455,1608,2504,49,9,"Natural graphite.",2504.49.09,NULL,"GST 5%"
1456,1609,2505,51,1,"Natural sands of all kinds, whether or not coloured, other than metal bearing sands of Chapter 26.",2505.51.01,NULL,"GST 5%"
1457,1610,2505,51,2,"Natural sands of all kinds, whether or not coloured, other than metal bearing sands of Chapter 26.",2505.51.02,NULL,"GST 5%"
1458,1611,2505,59,0,"Natural sands of all kinds, whether or not coloured, other than metal bearing sands of Chapter 26.",2505.59.00,NULL,"GST 5%"
1459,1612,2506,61,1,"Quartz (other than natural sands); quartzite, whether or not roughly trimmed or merely cut, by sawing or otherwise, int",2506.61.01,NULL,"GST 5%"
1460,1613,2506,61,2,"Quartz (other than natural sands); quartzite, whether or not roughly trimmed or merely cut, by sawing or otherwise, int",2506.61.02,NULL,"GST 5%"
1461,1614,2506,62,0,"Quartz (other than natural sands); quartzite, whether or not roughly trimmed or merely cut, by sawing or otherwise, int",2506.62.0,NULL,"GST 5%"
1462,1615,2507,70,1,"Kaolin and other kaolinic clays, whether or not calcined.",2507.70.01,NULL,"GST 5%"
1463,1616,2507,70,2,"Kaolin and other kaolinic clays, whether or not calcined.",2507.70.02,NULL,"GST 5%"
1464,1617,2508,81,1,"Other clays (not including expanded clays of heading 6806), andalusite, kyanite and sillimanite, whether or not calcine",2508.81.01,NULL,"GST 5%"
1465,1618,2508,81,9,"Other clays (not including expanded clays of heading 6806), andalusite, kyanite and sillimanite, whether or not calcine",2508.81.09,NULL,"GST 5%"
1466,1619,2508,83,1,"Other clays (not including expanded clays of heading 6806), andalusite, kyanite and sillimanite, whether or not calcine",2508.83.01,NULL,"GST 5%"
1467,1620,2508,83,2,"Other clays (not including expanded clays of heading 6806), andalusite, kyanite and sillimanite, whether or not calcine",2508.83.02,NULL,"GST 5%"
1468,1621,2508,83,3,"Other clays (not including expanded clays of heading 6806), andalusite, kyanite and sillimanite, whether or not calcine",2508.83.03,NULL,"GST 5%"
1469,1622,2508,83,9,"Other clays (not including expanded clays of heading 6806), andalusite, kyanite and sillimanite, whether or not calcine",2508.83.09,NULL,"GST 5%"
1470,1623,2508,84,1,"Other clays (not including expanded clays of heading 6806), andalusite, kyanite and sillimanite, whether or not calcine",2508.84.01,NULL,"GST 5%"
1471,1624,2508,84,2,"Other clays (not including expanded clays of heading 6806), andalusite, kyanite and sillimanite, whether or not calcine",2508.84.02,NULL,"GST 5%"
1472,1625,2508,84,9,"Other clays (not including expanded clays of heading 6806), andalusite, kyanite and sillimanite, whether or not calcine",2508.84.09,NULL,"GST 5%"
1473,1626,2508,85,1,"Other clays (not including expanded clays of heading 6806), andalusite, kyanite and sillimanite, whether or not calcine",2508.85.01,NULL,"GST 5%"
1474,1627,2508,85,2,"Other clays (not including expanded clays of heading 6806), andalusite, kyanite and sillimanite, whether or not calcine",2508.85.02,NULL,"GST 5%"
1475,1628,2508,85,3,"Other clays (not including expanded clays of heading 6806), andalusite, kyanite and sillimanite, whether or not calcine",2508.85.03,NULL,"GST 5%"
1476,1629,2508,86,0,"Other clays (not including expanded clays of heading 6806), andalusite, kyanite and sillimanite, whether or not calcine",2508.86.00,NULL,"GST 5%"
1477,1630,2508,87,0,"Other clays (not including expanded clays of heading 6806), andalusite, kyanite and sillimanite, whether or not calcine",2508.87.00,NULL,"GST 5%"
1478,1631,2510,1,1,"Natural calcium phosphates, natural aluminium calcium phosphates and phosphatic chalk.",2510.01.01,NULL,"GST 5%"
1479,1632,2510,1,2,"Natural calcium phosphates, natural aluminium calcium phosphates and phosphatic chalk.",2510.01.02,NULL,"GST 5%"
1480,1633,2510,1,3,"Natural calcium phosphates, natural aluminium calcium phosphates and phosphatic chalk.",2510.01.03,NULL,"GST 5%"
1481,1634,2510,1,9,"Natural calcium phosphates, natural aluminium calcium phosphates and phosphatic chalk.",2510.01.09,NULL,"GST 5%"
1482,1635,2510,2,1,"Natural calcium phosphates, natural aluminium calcium phosphates and phosphatic chalk.",2510.02.01,NULL,"GST 5%"
1483,1636,2510,2,2,"Natural calcium phosphates, natural aluminium calcium phosphates and phosphatic chalk.",2510.02.02,NULL,"GST 5%"
1484,1637,2510,2,3,"Natural calcium phosphates, natural aluminium calcium phosphates and phosphatic chalk.",2510.02.03,NULL,"GST 5%"
1485,1638,2510,2,9,"Natural calcium phosphates, natural aluminium calcium phosphates and phosphatic chalk.",2510.02.09,NULL,"GST 5%"
1486,1639,2511,11,1,"Natural barium sulphate (barytes); natural barium carbonate (witherite), whether or not calcined, other than barium oxi",2511.11.01,NULL,"GST 5%"
1487,1640,2511,11,2,"Natural barium sulphate (barytes); natural barium carbonate (witherite), whether or not calcined, other than barium oxi",2511.11.02,NULL,"GST 5%"
1488,1641,2511,11,9,"Natural barium sulphate (barytes); natural barium carbonate (witherite), whether or not calcined, other than barium oxi",2511.11.09,NULL,"GST 5%"
1489,1642,2511,12,0,"Natural barium sulphate (barytes); natural barium carbonate (witherite), whether or not calcined, other than barium oxi",2511.12.00,NULL,"GST 5%"
1490,1643,2512,20,1,"Siliceous fossil meals (for example, kieselguhr, tripolite and diatomite) and similar siliceous earths, whether or not",2512.20.01,NULL,"GST 5%"
1491,1644,2512,20,2,"Siliceous fossil meals (for example, kieselguhr, tripolite and diatomite) and similar siliceous earths, whether or not",2512.20.02,NULL,"GST 5%"
1492,1645,2512,20,3,"Siliceous fossil meals (for example, kieselguhr, tripolite and diatomite) and similar siliceous earths, whether or not",2512.20.03,NULL,"GST 5%"
1493,1646,2512,20,9,"Siliceous fossil meals (for example, kieselguhr, tripolite and diatomite) and similar siliceous earths, whether or not",2512.20.09,NULL,"GST 5%"
1494,1647,2513,31,0,"Pumice stone; emery; natural corundum, natural garnet and other natural abrasives, whether or not heat-treated.",2513.31.00,NULL,"GST 5%"
1495,1648,2513,32,1,"Pumice stone; emery; natural corundum, natural garnet and other natural abrasives, whether or not heat-treated.",2513.32.01,NULL,"GST 5%"
1496,1649,2513,32,2,"Pumice stone; emery; natural corundum, natural garnet and other natural abrasives, whether or not heat-treated.",2513.32.02,NULL,"GST 5%"
1497,1650,2513,32,3,"Pumice stone; emery; natural corundum, natural garnet and other natural abrasives, whether or not heat-treated.",2513.32.03,NULL,"GST 5%"
1498,1651,2513,32,9,"Pumice stone; emery; natural corundum, natural garnet and other natural abrasives, whether or not heat-treated.",2513.32.09,NULL,"GST 5%"
1506,1659,2517,71,1,"Pebbles, gravel, broken or crushed stone, of a kind commonly used for concrete aggregates, for road metalling or for ra",2517.71.01,NULL,"GST 5%"
1507,1660,2517,71,2,"Pebbles, gravel, broken or crushed stone, of a kind commonly used for concrete aggregates, for road metalling or for ra",2517.71.02,NULL,"GST 5%"
1508,1661,2517,71,9,"Pebbles, gravel, broken or crushed stone, of a kind commonly used for concrete aggregates, for road metalling or for ra",2517.71.09,NULL,"GST 5%"
1509,1662,2517,72,0,"Pebbles, gravel, broken or crushed stone, of a kind commonly used for concrete aggregates, for road metalling or for ra",2517.72.00,NULL,"GST 5%"
1510,1663,2517,73,0,"Pebbles, gravel, broken or crushed stone, of a kind commonly used for concrete aggregates, for road metalling or for ra",2517.73.00,NULL,"GST 5%"
1511,1664,2517,74,10,"Pebbles, gravel, broken or crushed stone, of a kind commonly used for concrete aggregates, for road metalling or for ra",2517.74.10,NULL,"GST 5%"
1512,1665,2517,74,90,"Pebbles, gravel, broken or crushed stone, of a kind commonly used for concrete aggregates, for road metalling or for ra",2517.74.90,NULL,"GST 5%"
1513,1666,2518,81,0,"Dolomite, whether or not calcined or sintered, including dolomite roughly trimmed or merely cut, by sawing or otherwise",2518.81.00,NULL,"GST 5%"
1514,1667,2518,82,0,"Dolomite, whether or not calcined or sintered, including dolomite roughly trimmed or merely cut, by sawing or otherwise",2518.82.00,NULL,"GST 5%"
1515,1668,2518,83,0,"Dolomite, whether or not calcined or sintered, including dolomite roughly trimmed or merely cut, by sawing or otherwise",2518.83.00,NULL,"GST 5%"
1516,1669,2519,91,0,"Natural magnesium carbonate (magnesite); fused magnesia; deadburned (sintered) magnesia, whether or not containing smal",2519.91.00,NULL,"GST 5%"
1517,1670,2519,99,1,"Natural magnesium carbonate (magnesite); fused magnesia; deadburned (sintered) magnesia, whether or not containing smal",2519.99.01,NULL,"GST 5%"
1518,1671,2519,99,2,"Natural magnesium carbonate (magnesite); fused magnesia; deadburned (sintered) magnesia, whether or not containing smal",2519.99.02,NULL,"GST 5%"
1519,1672,2519,99,3,"Natural magnesium carbonate (magnesite); fused magnesia; deadburned (sintered) magnesia, whether or not containing smal",2519.99.03,NULL,"GST 5%"
1520,1673,2519,99,4,"Natural magnesium carbonate (magnesite); fused magnesia; deadburned (sintered) magnesia, whether or not containing smal",2519.99.04,NULL,"GST 5%"
1521,1674,2519,99,9,"Natural magnesium carbonate (magnesite); fused magnesia; deadburned (sintered) magnesia, whether or not containing smal",2519.99.09,NULL,"GST 5%"
1522,1675,2520,1,1,"Gypsum; anhydrite; plasters (consisting of calcined gypsum or calcium sulphate) whether or not coloured, with or withou",2520.01.01,NULL,"GST 5%"
1523,1676,2520,1,2,"Gypsum; anhydrite; plasters (consisting of calcined gypsum or calcium sulphate) whether or not coloured, with or withou",2520.01.02,NULL,"GST 5%"
1524,1677,2520,1,9,"Gypsum; anhydrite; plasters (consisting of calcined gypsum or calcium sulphate) whether or not coloured, with or withou",2520.01.09,NULL,"GST 5%"
1525,1678,2520,2,1,"Gypsum; anhydrite; plasters (consisting of calcined gypsum or calcium sulphate) whether or not coloured, with or withou",2520.02.01,NULL,"GST 5%"
1526,1679,2520,2,9,"Gypsum; anhydrite; plasters (consisting of calcined gypsum or calcium sulphate) whether or not coloured, with or withou",2520.02.09,NULL,"GST 5%"
1527,1680,2521,10,1,"Limestone flux; limestone and other calcareous stone, of a kind used for the manufacture of lime or cement.",2521.10.01,NULL,"GST 5%"
1528,1681,2521,10,9,"Limestone flux; limestone and other calcareous stone, of a kind used for the manufacture of lime or cement.",2521.10.09,NULL,"GST 5%"
1529,1682,2522,21,0,"Quicklime, slaked lime and hydraulic lime, other than calcium oxide and hydroxide of heading 2825.",2522.21.00,NULL,"GST 5%"
1530,1683,2522,22,0,"Quicklime, slaked lime and hydraulic lime, other than calcium oxide and hydroxide of heading 2825.",2522.22.00,NULL,"GST 5%"
1531,1684,2522,23,0,"Quicklime, slaked lime and hydraulic lime, other than calcium oxide and hydroxide of heading 2825.",2522.23.00,NULL,"GST 5%"
1543,1696,2524,41,1,Asbestos,2524.41.01,NULL,"GST 5%"
1544,1697,2524,49,1,Asbestos,2524.49.01,NULL,"GST 5%"
1545,1698,2524,49,2,Asbestos,2524.49.02,NULL,"GST 5%"
1546,1699,2524,49,3,Asbestos,2524.49.03,NULL,"GST 5%"
1547,1700,2524,49,9,Asbestos,2524.49.09,NULL,"GST 5%"
1548,1701,2525,51,1,"Mica, including splitting; mica waste.",2525.51.01,NULL,"GST 5%"
1549,1702,2525,51,2,"Mica, including splitting; mica waste.",2525.51.02,NULL,"GST 5%"
1550,1703,2525,51,3,"Mica, including splitting; mica waste.",2525.51.03,NULL,"GST 5%"
1551,1704,2525,51,4,"Mica, including splitting; mica waste.",2525.51.04,NULL,"GST 5%"
1552,1705,2525,51,9,"Mica, including splitting; mica waste.",2525.51.09,NULL,"GST 5%"
1553,1706,2525,52,1,"Mica, including splitting; mica waste.",2525.52.01,NULL,"GST 5%"
1554,1707,2525,52,2,"Mica, including splitting; mica waste.",2525.52.02,NULL,"GST 5%"
1555,1708,2525,52,3,"Mica, including splitting; mica waste.",2525.52.03,NULL,"GST 5%"
