Document Number,Canceled,Payment Date,BP Code,BP Name,Reference Number,Remarks,Document Currency,AR Invoice No,Invoice Date,Invoice Due Date,Amount To be Receive,Paid Amt
70200245,N,20/04/18,85,Cummins Generator Technologies India Pvt. Ltd.,,NEFT N110180523700611 CUMMINS GENERATOR TECHN IND,INR,,,,0,0
70200003,N,03/04/18,85,Cummins Generator Technologies India Pvt. Ltd.,,CUMMINS GENERATOR TECHN INDIA LTD Through UTR NO N093180510730334 INV NO 3000765 RS.46779.34/- INV NO 3000827 RS.3199.88/-,INR,,,,0,0
70200031,N,18/05/18,85,Cummins Generator Technologies India Pvt. Ltd.,,being amount received from CUMMINS Through UTR NO N139180544429736,INR,,,,0,0
70200921,N,12/07/18,85,Cummins Generator Technologies India Pvt. Ltd.,,NEFT N193180585009233 CUMMINS GENERATOR TECHN IND,INR,,,,0,0
70200070,N,06/04/18,4,Applied Materials India Pvt. Ltd.,,"Being amount received from Applied through UTR NO CITIN18844048508 INV NO 3000881, 3000897, 3000886, 3000863",INR,,,,0,0
70200067,N,04/04/18,4,Applied Materials India Pvt. Ltd.,,"Applied Materials India Pvt Ltd, through UTR NO CITIN18842813387 INV NO 3000691",INR,,,,0,0
70201219,N,24/09/18,184,"INS Garuda, Indian Navy",,NEFT SBIC600074882703 PCDA N MUMBAI AAO N KOCHI,INR,,,,0,0
70200427,N,29/06/18,184,"INS Garuda, Indian Navy",,PCDA N MUMBAI AAO N KOCHI UTR Reference no : SBIC600068683246,INR,,,,0,0
70200905,N,07/07/18,77,Comviva Technologies Ltd.,,being amount received from COMVIVA Through UTR NO 807062813693,INR,,,,0,0
70200289,N,30/05/18,166,Hyosung T and D India Pvt. Ltd.,,NEFT 20180530964540 HYOSUNG T AND D INDIA PVT LTD,INR,,,,0,0
70200288,N,30/05/18,166,Hyosung T and D India Pvt. Ltd.,,NEFT 20180530964539 HYOSUNG T AND D INDIA PVT LTD,INR,,,,0,0
70200023,N,14/05/18,166,Hyosung T and D India Pvt. Ltd.,,Being amount received from HYOSUNG through UTR NO 20180514845060 ,INR,,,,0,0
70200287,N,19/04/18,166,Hyosung T and D India Pvt. Ltd.,,NEFT 20180419646232 HYOSUNG T AND D INDIA PVT LTD,INR,,,,0,0
70200011,N,19/04/18,166,Hyosung T and D India Pvt. Ltd.,,Being amount received from Hyosung through UTR NO 20180419646231 ,INR,,,,0,0
70200286,N,19/04/18,166,Hyosung T and D India Pvt. Ltd.,,NEFT 20180419646234 HYOSUNG T AND D INDIA PVT LTD,INR,,,,0,0
70200285,N,19/04/18,166,Hyosung T and D India Pvt. Ltd.,,NEFT 20180419646233 HYOSUNG T AND D INDIA PVT LTD,INR,,,,0,0
70200284,N,03/04/18,166,Hyosung T and D India Pvt. Ltd.,,NEFT 20180403517795 HYOSUNG T AND D INDIA PVT LTD inv no 3000764,INR,,,,0,0
70200283,N,03/04/18,166,Hyosung T and D India Pvt. Ltd.,,Being Amount received from Hyosung through  20180403517794,INR,,,,0,0
70200320,N,14/06/18,1530,Stanley Engineered Fastening India Pvt. Ltd.,,NEFT HSBCN18165744593 STANLEY ENGINEERED FASTENIN,INR,,,,0,0
70200030,N,18/05/18,998,Godrej and Boyce Manufacturing Co. Ltd.,,Being amount received from GODREJ through UTR NO  CITIN18862251689,INR,,,,0,0
70200024,N,14/05/18,102,DHL Supply Chain India Pvt. Ltd.,,Being amount received from DHL through UTR NO 180514964GN00001 ,INR,,,,0,0
70200551,N,23/05/18,397,Indian Navy,,Being amount received from PCDA N Mumbai000009  -TRANSFER FROM 33200685786 INVESTMENT INTERMEDIAR,INR,,,,0,0
70200969,N,27/07/18,265,Oil and Natural Gas Corporation Ltd.,,NEFT SBIN118208982273 OIL AND NATURAL GAS CORPORA,INR,,,,0,0
70200094,N,22/06/18,265,Oil and Natural Gas Corporation Ltd.,,Being Amount paid received from ONGC Through UTR NO SBIN318173553055,INR,,,,0,0
70200069,N,05/04/18,265,Oil and Natural Gas Corporation Ltd.,,80% Amount received from OIL AND NATURAL GAS CORPORATION Through UTR NO SBIN118095103812 INV NO 20200145,INR,,,,0,0
70200534,N,03/04/18,1434,Thermotech Systems Ltd.,,ch no 000652 dt :31/03/2018,INR,,,,0,0
70200299,N,16/04/18,1435,Mahindra and Mahindra Ltd.,,N106180520319718,INR,,,,0,0
70200419,N,21/05/18,127,GAIL India Ltd.,,Being amount received from GAIL INDIA towards utr no HDFCR52018052179032130,INR,,,,0,0
70200418,N,21/05/18,127,GAIL India Ltd.,,being amount received from GAIL INDIA 1-BULK MRO/AMC-PCV/SDV TDS ON LIAB. 2017-2018 Rs.13785/- 2- BULK MRO/AMC PCV/SSV RA-01(3000582) TDS Rs.9304 utr no HDFCR52018052179033338,INR,,,,0,0
70200037,N,24/05/18,127,GAIL India Ltd.,,Being amount received from GAIL Through UTR NO N144180547684891,INR,,,,0,0
70200041,N,28/05/18,318,GE Power Conversion India Pvt. Ltd.,,Being amount received from GE POWER Through UTR NO HSBCN18148906472,INR,,,,0,0
70200312,N,12/04/18,773,Piramal Enterprises Ltd.,,N102180518775570,INR,,,,0,0
70200005,N,05/04/18,773,Piramal Enterprises Ltd.,,"PIRAMAL ENTERPRISES LIMITED Through UTR NO :N095180513207999 INV NO 3000860,3000859,3000847,3000824,3000823,3000822",INR,,,,0,0
70201618,N,05/11/18,245,Metal Home Engineering,,NEFT SDC12719379 METAL HOME ENGINEERING LLP,INR,,,,0,0
70200822,N,12/09/18,245,Metal Home Engineering,,NEFT SDC11802828 METAL HOME ENGINEERING LLP,INR,,,,0,0
70200306,N,28/05/18,245,Metal Home Engineering,,RTGS DCBLR52018052800001411 METAL HOME ENGINEER,INR,,,,0,0
70200568,N,01/08/18,14,Survival Systems India,,ch no 975282,INR,,,,0,0
70200017,N,03/05/18,3,Cummins India Ltd.,,Being amount received form CUMMINS Through UTR NO N123180532941741,INR,,,,0,0
70200056,N,21/06/18,3,Cummins India Ltd.,,Being amount received from CUMMINS Through UTR NO N172180568060982,INR,,,,0,0
70200928,N,17/07/18,3,Cummins India Ltd.,,NEFT N198180588188731 CUMMINS INDIA LTD_20200214,INR,,,,0,0
70200054,N,20/06/18,3,Cummins India Ltd.,,Being amount received from CUMMINS Through UTR NO N171180566931136,INR,,,,0,0
70200046,N,08/06/18,3,Cummins India Ltd.,,Being amount received from cummins through UTR NO N159180560111023 ,INR,,,,0,0
70200249,N,07/06/18,3,Cummins India Ltd.,,NEFT N159180559240364 CUMMINS INDIA LTD,INR,,,,0,0
70200021,N,11/05/18,3,Cummins India Ltd.,,Being amount received from CUMMINS Through UTR NO N131180539861759,INR,,,,0,0
70200417,N,18/05/18,3,Cummins India Ltd.,,Being amount received from CUMMINS Through UTR NO SIN05451Q0161615,INR,,,,0,0
70200248,N,17/04/18,3,Cummins India Ltd.,,N107180521521239,INR,,,,0,0
70200004,N,05/04/18,3,Cummins India Ltd.,,CUMMINS INDIA LTD Through UTR NO N095180512941327 INV NO 3000868,INR,,,,0,0
70200896,N,02/07/18,488,GE India Industrial Pvt. Ltd. (Division: Wind Energy) (Wind India BID code 285005),,NEFT HSBCN18183321442 GE INDIA INDUSTRIAL PRIVATE,INR,,,,0,0
70201298,N,28/05/18,488,GE India Industrial Pvt. Ltd. (Division: Wind Energy) (Wind India BID code 285005),,,INR,,,,0,0
70200273,N,18/06/18,488,GE India Industrial Pvt. Ltd. (Division: Wind Energy) (Wind India BID code 285005),,Being    Amount received from GE INDIA Through UTR NO NEFT HSBCN18169946866,INR,,,,0,0
70200429,N,28/06/18,488,GE India Industrial Pvt. Ltd. (Division: Wind Energy) (Wind India BID code 285005),,RTGS HSBCR22018062805065497 GE INDIA INDUSTRIAL,INR,,,,0,0
70200421,N,24/05/18,488,GE India Industrial Pvt. Ltd. (Division: Wind Energy) (Wind India BID code 285005),,Being amount received form GE Through UTR NO HSBCN18144728581,INR,,,,0,0
70200272,N,18/05/18,488,GE India Industrial Pvt. Ltd. (Division: Wind Energy) (Wind India BID code 285005),,Being amount received form GE through UTR NO NEFT HSBCN18138387547,INR,,,,0,0
70200271,N,13/04/18,488,GE India Industrial Pvt. Ltd. (Division: Wind Energy) (Wind India BID code 285005),,NEFT HSBCN18103692900 GE INDIA INDUSTRIAL PRIVATE,INR,,,,0,0
70200402,N,11/04/18,488,GE India Industrial Pvt. Ltd. (Division: Wind Energy) (Wind India BID code 285005),,"GE INDIA INDUSTRIAL PRIVATE LIMITED through UTR NO HSBCR22018041104810160, Inv - 200739, 201037,3000451",INR,,,,0,0
70200270,N,09/04/18,488,GE India Industrial Pvt. Ltd. (Division: Wind Energy) (Wind India BID code 285005),,NEFT HSBCN18099352122 GE INDIA INDUSTRIAL PRIVATE inv no 3000261- Rs.95359.02/- inv no 3000361 Rs.95359.02,INR,,,,0,0
70200269,N,03/04/18,488,GE India Industrial Pvt. Ltd. (Division: Wind Energy) (Wind India BID code 285005),,NEFT HSBCN18093768969 GE INDIA INDUSTRIAL PRIVATE inv no 3000852,INR,,,,0,0
70200055,N,21/06/18,85,Cummins Generator Technologies India Pvt. Ltd.,,Being amount received from CUMMINS Through UTR NO N172180568067427,INR,,,,0,0
70200047,N,12/06/18,85,Cummins Generator Technologies India Pvt. Ltd.,,being amount received from cummins through UTR NO N163180562647429,INR,,,,0,0
70200246,N,07/06/18,85,Cummins Generator Technologies India Pvt. Ltd.,,NEFT N158180558589841 CUMMINS GENERATOR TECHN IND,INR,,,,0,0
70200247,N,20/06/18,85,Cummins Generator Technologies India Pvt. Ltd.,,NEFT N171180566944100 CUMMINS GENERATOR TECHN IND,INR,,,,0,0
70200029,N,18/05/18,85,Cummins Generator Technologies India Pvt. Ltd.,,Being amount received from CUMMINS Through UTR NO N138180543641441,INR,,,,0,0
70200020,N,11/05/18,85,Cummins Generator Technologies India Pvt. Ltd.,,Being amount received from CUMMINS Through UTR NO N131180539857129,INR,,,,0,0
70202415,N,27/12/18,_SYS00000004656,ICICI BANK - 032305003478,,Being Fund transfer from ICICI BANK TO Kotak Bank,INR,,,,0,0
70202135,N,31/12/18,34,Amazon Seller Services Pvt. Ltd.,,NEFT 181231621GN00618 AMAZON PAY IND PVT LTD INT,INR,,,,0,0
70202145,N,11/06/18,102,DHL Supply Chain India Pvt. Ltd.,,NEFT 180611552GN00004 DHL SUPPLY CHAIN INDIA,INR,,,,0,0
70201944,N,04/12/18,14,Survival Systems India,,ch no 639321,INR,,,,0,0
70202195,N,26/10/18,_SYS00000004770,TD 3022013548,,,INR,,,,0,0
70202046,N,03/12/18,SC-7405,Deepak Corporation,,IMPS from 03122018 16 Ref 833716409632,INR,,,,0,0
70202136,N,31/12/18,1959,Dr. Lal PathLabs Ltd.,,NEFT N365180714295604 DR LAL PATHLABS LTD,INR,,,,0,0
70202061,N,21/12/18,1932,Bituflex Shipping And Trading LLP,,NEFT 000165269954,INR,,,,0,0
70202146,N,12/06/18,530,Bharti Airtel Ltd.,,,INR,,,,0,0
70202068,N,11/12/18,128,Galiakotwala Engineering Co. Pvt. Ltd.,,BY CLG INST 920338:COB AT MUMBAI,INR,,,,0,0
70202049,N,01/12/18,SC-01325,S.R. Enterprises,,Twice payment refund RTGS Material delivered towards Po NO 40610423 inq no 26409 this is for GE T& D S.P.RS.41648/- B.P.RS.37275/- MARGIN RS.4373/- (10.49%) S.R.ENTERPRISE- REV-S R ENTERPRISES PO NO 40610423☺,INR,,,,0,0
70202054,N,05/12/18,207759,Al Shirawi Equipment Company LLC,,Being Advance received towards Pi No 20211058 USD 1745.00@70.54,USD,,,,0,0
70202069,N,13/12/18,1706,IEC-TSL Ingenious Energy LLP,,BY CLG INST 16:HDFC AT CH NO 000011 BEING AMOUNT RECEIVED FROM IEC TSL,INR,,,,0,0
70201912,N,04/12/18,1932,Bituflex Shipping And Trading LLP,,NEFT 000162511733 BITUFLEX SHIPPING AND TRADING L,INR,,,,0,0
70201983,N,17/05/18,SC-6408,Shraddha Tooling Systems,,RTGS RETURN Material delivered on 26/04/18 towards Po No 40710023 inq no 14815 this is for ALSTOM S.P.RS.196560/- B.P.RS.187920/- MARGIN RS.8640/- (4.39%)- SHRADDHA TOOLING,INR,,,,0,0
70202053,N,06/12/18,SC-9105,S. R. Enterprises - Mumbai,,NEFT BKIDN18340679804 S R ENTERPRISES - amount wrongly amount debited reverse,INR,,,,0,0
70202010,N,17/12/18,125,Flipkart Internet Pvt. Ltd.,,NEFT 181217192GN00284 FLIPKART INTERNET PVTLTD,INR,,,,0,0
70201950,N,10/12/18,580,GE T and D India Ltd.,,NEFT CITIN18961490190 GE T D INDIA LIMITED FSSC,INR,,,,0,0
70201952,N,10/12/18,34,Amazon Seller Services Pvt. Ltd.,,NEFT 181210345GN00615 AMAZON PAY IND PVT LTD INT,INR,,,,0,0
70202148,N,08/06/18,SC-208175,Surender Kumar,,NEFT CMS838355056 URBANCLAP TECHNOLOGIES INDIA PV (sanjukta done again card payment so refund received ),INR,,,,0,0
70202072,N,24/12/18,1123,Samsung India Electronics Pvt. Ltd.,,NEFT 20181224721461 SAMSUNG C AND T INDIA PRIVATE,INR,,,,0,0
70201919,N,05/12/18,198,J S Equipments,,RTGS UBINR52018120500184384 J S EQUIPMENTS,INR,,,,0,0
70201959,N,01/08/18,198,J S Equipments,,RTGS UBINR52018080100208798 J S EQUIPMENTS◘,INR,,,,0,0
70201995,N,14/12/18,1932,Bituflex Shipping And Trading LLP,,RTGS INDBR22018121400575629 BITUFLEX SHIPPING A,INR,,,,0,0
70201992,N,13/12/18,128,Galiakotwala Engineering Co. Pvt. Ltd.,,BY CLG INST 920338:COB AT MUMBAI,INR,,,,0,0
70202056,N,18/12/18,SC-8889,Aramex India Pvt. Ltd.,,NEFT HSBCN18352981192 ARAMEX INDIA PRIVATE LIMITE☻,INR,,,,0,0
70202050,N,01/12/18,SC-00688,Maini Materials Movement Pvt. Ltd.,,Twice payment refund-RTGS Material delivered towards PO NO 40910041 inq no 27514 this is for HENKEL S.P.RS.515789/- B.P.RS.490000/- MARGIN RS.25789/- (4.99%) MAINI MATERIAL MOV- REV-MAINI MATERIAL PO NO 40910041,INR,,,,0,0
70202147,N,18/06/18,_SYS00000004250,IOB - CA - 038802000002914,,Ch NO 811155 Being funds trasfer from BMIS(IOB) to BMPL (kotak),INR,,,,0,0
70201684,N,19/10/18,1931,Knexir Consultants Pvt. Ltd.,,NEFT K123182920077294 M S KNEXIR CONSULTANTS PRIV,INR,,,,0,0
70201736,N,14/09/18,1925,Value Beverages,,82780,INR,,,,0,0
70200749,N,05/07/18,_SYS00000004710,TD 3020413356,,,INR,,,,0,0
70200750,N,05/07/18,_SYS00000004711,TD 3020427659,,,INR,,,,0,0
70202177,N,06/04/18,207680,Amazon Online Sales,,NEFT AXTB180966122696 RAZORPAY SOFTWARE PRIVATE L towards Inq no 19214,INR,,,,0,0
70202303,N,07/12/18,_SYS00000004793,TD 3022653557,,,INR,,,,0,0
70202167,N,23/08/18,_SYS00000004332,Staff Advance - Material Purchase,,Reverse - Being paid as referral Bonus for Mehul  joined on 08/08/2017,INR,,,,0,0
70202159,N,24/08/18,180,Ingersoll Rand (India) Ltd.,,☻EFT 000047774302 MSWIPETECHNOLOGIES-IR,INR,,,,0,0
70202160,N,31/08/18,_SYS00000004253,Kotak - EFC Euro - 9412666682,,EEFC AUGUST 2018 EUR 17251.67 AT 81.7447♥,EUR,,,,0,0
70202158,N,11/09/18,1105,Adino Telecom Ltd.,,CHEQUE 254103 BOI 000000000000000000 0000000000ByClearing25410,INR,,,,0,0
70202154,N,06/08/18,269,Parveen Industries Pvt. Ltd.,,CH NO 401899,INR,,,,0,0
70202153,N,01/08/18,180,Ingersoll Rand (India) Ltd.,,NEFT 000045486046 MSWIPETECHNOLOGIES (IR),INR,,,,0,0
70202150,N,17/07/18,85,Cummins Generator Technologies India Pvt. Ltd.,,NEFT CITIN18890031086 CUMMINS INDIA LIMITED PGB INV NO 20210129,INR,,,,0,0
70202083,N,26/12/18,1932,Bituflex Shipping And Trading LLP,,RTGS INDBR22018122600640212 BITUFLEX SHIPPING A,INR,,,,0,0
70202081,N,26/12/18,1537,Truevalue Marketing Services Pvt. Ltd.,,ch no 465698,INR,,,,0,0
70202048,N,03/12/18,SC-7316,Shri Instruments,,NEFT N337180693342359 SHRI INSTRUMENTS•,INR,,,,0,0
70202140,N,05/12/18,659,Demosha Chemicals Pvt. Ltd.,,BY CLG INST 956256:HDfc AT MUMBAI,INR,,,,0,0
70202062,N,21/12/18,125,Flipkart Internet Pvt. Ltd.,,Flipkart,INR,,,,0,0
70201945,N,07/12/18,504,Magicbricks Realty Services Ltd.,,NEFT N341180697133924 MAGICBRICKS REALTY SERVICES - Advance Payment,INR,,,,0,0
70202011,N,17/12/18,34,Amazon Seller Services Pvt. Ltd.,,NEFT 181217263GN00179 AMAZON PAY IND PVT LTD INT,INR,,,,0,0
70202058,N,20/12/18,1932,Bituflex Shipping And Trading LLP,,RTGS INDBR22018122000620388 BITUFLEX SHIPPING A,INR,,,,0,0
70202097,N,28/12/18,207976,Crystal Impex Ltd.,,RTGS ORBCR52018122800099090 CRYSTAL IMPEX LTD,INR,,,,0,0
70202134,N,31/12/18,207976,Crystal Impex Ltd.,,RTGS ORBCR52018123100097801 CRYSTAL IMPEX LTD,INR,,,,0,0
70202047,N,07/12/18,SC-7405,Deepak Corporation,,IMPS from 07122018 16 Ref 834116125680 IMPS from 07122018 16 Ref 834116125680 IMPS from 07122018 16 Ref 834116125680,INR,,,,0,0
70202008,N,17/12/18,128,Galiakotwala Engineering Co. Pvt. Ltd.,,MB PO 40610703 VIVEK Ref 835118698853,INR,,,,0,0
70202139,N,05/12/18,155,Henkel Adhesive Technologies India Pvt. Ltd.,,NEFT 181204AQ6GN00013 HENKEL ADHESIVES TECHNO LOG☻,INR,,,,0,0
70202052,N,05/12/18,SC-9062,Arihant Electronics,,NEFT AXIR183392382779 ARIHANT ELECTRONICS☻,INR,,,,0,0
70202041,N,19/12/18,125,Flipkart Internet Pvt. Ltd.,,NEFT 181219176GN00216 FLIPKART INTERNET PVTLTD196.70,INR,,,,0,0
70202075,N,24/12/18,34,Amazon Seller Services Pvt. Ltd.,,NEFT 181224357GN01933 AMAZON PAY IND PVT LTD INT,INR,,,,0,0
70201922,N,06/12/18,34,Amazon Seller Services Pvt. Ltd.,,IMPS from Amazon Sell Ref 834014299021,INR,,,,0,0
70202055,N,13/12/18,207759,Al Shirawi Equipment Company LLC,,Being Advance received towards Pi No 20211058 USD 2993.00@70.54,USD,,,,0,0
70202144,N,06/06/18,155,Henkel Adhesive Technologies India Pvt. Ltd.,,NEFT 180606989GN00082 HENKEL ADHESIVES TECHNO,INR,,,,0,0
70201960,N,30/04/18,194,John Energy Ltd.,,UTR no : YESBR52018043055743180 Being 25% Advance received 95 lac +18% GST,INR,,,,0,0
70202063,N,21/12/18,SC-01141,Ruchit Enterprise,,INST 629722,INR,,,,0,0
70201914,N,04/12/18,244,MetaStar,,NEFT AXIR183382075836 META STAR☺,INR,,,,0,0
70201905,N,27/11/18,53,BEL Optronic Devices Ltd.,,NEFT-SBIN-SBIN618331880595-BEL OPTRON-/ATTN/,INR,,,,0,0
70201779,N,16/11/18,1932,Bituflex Shipping And Trading LLP,,NEFT 000159732270 BITUFLEX SHIPPING AND TRADING L,INR,,,,0,0
70201778,N,15/11/18,1932,Bituflex Shipping And Trading LLP,,NEFT 000159576127 BITUFLEX SHIPPING AND TRADING L,INR,,,,0,0
70201777,N,15/11/18,1932,Bituflex Shipping And Trading LLP,,NEFT 000159576648 BITUFLEX SHIPPING AND TRADING L○,INR,,,,0,0
70201635,N,14/11/18,1932,Bituflex Shipping And Trading LLP,,NEFT 000159394627 BITUFLEX SHIPPING AND TRADING L,INR,,,,0,0
70201619,N,05/11/18,1932,Bituflex Shipping And Trading LLP,,NEFT 000158160615 BITUFLEX SHIPPING AND TRADING L,INR,,,,0,0
70201609,N,05/11/18,1932,Bituflex Shipping And Trading LLP,,RTGS INDBR22018110500342606 BITUFLEX SHIPPING A,INR,,,,0,0
70201521,N,29/10/18,1932,Bituflex Shipping And Trading LLP,,RTGS INDBR22018102900282072 BITUFLEX SHIPPING A,INR,,,,0,0
70201520,N,29/10/18,1932,Bituflex Shipping And Trading LLP,,RTGS INDBR22018102900285642 BITUFLEX SHIPPING A☻,INR,,,,0,0
70201454,N,20/10/18,1932,Bituflex Shipping And Trading LLP,,NEFT 000155292413 BITUFLEX SHIPPING AND TRADING L,INR,,,,0,0
70201438,N,16/10/18,1932,Bituflex Shipping And Trading LLP,,Blank,INR,,,,0,0
70201418,N,12/10/18,1932,Bituflex Shipping And Trading LLP,,Blank,INR,,,,0,0
70201419,N,11/10/18,1932,Bituflex Shipping And Trading LLP,,RTGS INDBR22018101200193421 BITUFLEX SHIPPING A,INR,,,,0,0
70201296,N,09/10/18,1932,Bituflex Shipping And Trading LLP,,RTGS INDBR22018100900170815 BITUFLEX SHIPPING A,INR,,,,0,0
70201225,N,25/09/18,1932,Bituflex Shipping And Trading LLP,,NEFT 000151017702 BITUFLEX SHIPPING AND TRADING L,INR,,,,0,0
70201224,N,25/09/18,1932,Bituflex Shipping And Trading LLP,,NEFT 000151041530 BITUFLEX SHIPPING AND TRADING L,INR,,,,0,0
70201221,N,25/09/18,1932,Bituflex Shipping And Trading LLP,,NEFT 000151036454 BITUFLEX SHIPPING AND TRADING L,INR,,,,0,0
70201217,N,24/09/18,1932,Bituflex Shipping And Trading LLP,,NEFT 000150827454 BITUFLEX SHIPPING AND TRADING L,INR,,,,0,0
70201216,N,24/09/18,1932,Bituflex Shipping And Trading LLP,,NEFT 000150822482 BITUFLEX SHIPPING AND TRADING L,INR,,,,0,0
70201205,N,18/09/18,1932,Bituflex Shipping And Trading LLP,,NEFT 000150145438 BITUFLEX SHIPPING AND TRADING L,INR,,,,0,0
70201190,N,17/09/18,1932,Bituflex Shipping And Trading LLP,,RTGS INDBR22018091700882034 BITUFLEX SHIPPING A,INR,,,,0,0
70201184,N,12/09/18,1932,Bituflex Shipping And Trading LLP,,RTGS INDBR22018091200854798 BITUFLEX SHIPPING A,INR,,,,0,0
70200071,N,10/04/18,87,Cummins Technologies India Pvt. Ltd.,,Being Amount received from cummins through UTR NO SIN05451Q0157175 INV NO 3000810,INR,,,,0,0
70200086,N,22/05/18,87,Cummins Technologies India Pvt. Ltd.,,Being amount received from CUMMINS Through UTR NO SIN05451Q0161851,INR,,,,0,0
70201211,N,21/09/18,87,Cummins Technologies India Pvt. Ltd.,,NEFT SIN05451Q0175530 M S CUMMINS TECHNOLO◘,INR,,,,0,0
70201303,N,23/08/18,87,Cummins Technologies India Pvt. Ltd.,,,INR,,,,0,0
70200097,N,28/06/18,87,Cummins Technologies India Pvt. Ltd.,,Being amount received from  Cummins through UTR NO SIN05451Q0165995,INR,,,,0,0
70200065,N,28/06/18,87,Cummins Technologies India Pvt. Ltd.,,being amount received from CUMMINS Through UTR NO SIN05451Q0166100,INR,,,,0,0
70200063,N,27/06/18,87,Cummins Technologies India Pvt. Ltd.,,Being amount received from CUMMINS Through UTR NO SIN05451Q0165786,INR,,,,0,0
70200059,N,25/06/18,87,Cummins Technologies India Pvt. Ltd.,,being amount received from CUMMINS Through UTR NO SIN05451Q0165601 ,INR,,,,0,0
70200058,N,22/06/18,87,Cummins Technologies India Pvt. Ltd.,,Being amount received from CUMMINS Through UTR NO N173180568929704,INR,,,,0,0
70200057,N,21/06/18,87,Cummins Technologies India Pvt. Ltd.,,Being amount received from cummins through UTR NO SIN05451Q0165437,INR,,,,0,0
70200257,N,20/06/18,87,Cummins Technologies India Pvt. Ltd.,,NEFT SIN05451Q0165040 M S CUMMINS TECHNOLO,INR,,,,0,0
70200753,N,11/07/18,_SYS00000004713,TD 3020512672,,,INR,,,,0,0
70200752,N,11/07/18,_SYS00000004712,TD 3020495285,,,INR,,,,0,0
70200748,N,05/07/18,_SYS00000004709,TD 3020393080,,,INR,,,,0,0
70201366,N,16/08/18,2010103600,ESIC Payable,,,INR,,,,0,0
70201316,N,12/06/18,1861,GE India Industrial Pvt. Ltd. (Division: Renewable Energy),,being amount received from GE POWER Through UTR NO HSBCN18163488414 towards Inv no 200852,INR,,,,0,0
70202302,N,26/12/18,_SYS00000004792,TD 3022598541,,,INR,,,,0,0
70202301,N,26/12/18,_SYS00000004797,TD 3022751309,,,INR,,,,0,0
70200151,N,25/06/18,1689,Dhiren Traders,,CH NO 003276 Being amount received from DHIREN TRADERS,INR,,,,0,0
70201292,N,28/09/18,53,BEL Optronic Devices Ltd.,,Being amount received from bel optronic  Through UTR  NO SBIN318271130102,INR,,,,0,0
70201273,N,28/09/18,1957,ARB Buildcon Pvt. Ltd.,,NEFT 000151607686 ARB BUILDCON PRIVATE LIMITED,INR,,,,0,0
70201272,N,26/09/18,1957,ARB Buildcon Pvt. Ltd.,,NEFT 000151207441 ARB BUILDCON PRIVATE LIMITED,INR,,,,0,0
70201135,N,05/09/18,1957,ARB Buildcon Pvt. Ltd.,,NEFT 000148097768 ARB BUILDCON PRIVATE LIMITED,INR,,,,0,0
70201134,N,21/08/18,1957,ARB Buildcon Pvt. Ltd.,,NEFT 000145891124 ARB BUILDCON PRIVATE LIMITED,INR,,,,0,0
70200039,N,24/05/18,773,Piramal Enterprises Ltd.,,Being amount received from PIRAMAL Through UTR NO :N144180547868570,INR,,,,0,0
70200028,N,17/05/18,773,Piramal Enterprises Ltd.,,Being amount receivecd from PIRAMAL Through UTR NO:N137180543411928,INR,,,,0,0
70201869,N,03/12/18,1932,Bituflex Shipping And Trading LLP,,RTGS INDBR22018120300502853 BITUFLEX SHIPPING A,INR,,,,0,0
70201859,N,29/11/18,1932,Bituflex Shipping And Trading LLP,,IMPS from BITUFLEX SH Ref 833322034161,INR,,,,0,0
70201858,N,29/11/18,1932,Bituflex Shipping And Trading LLP,,IMPS from BITUFLEX SH Ref 833322034075,INR,,,,0,0
70201857,N,29/11/18,1932,Bituflex Shipping And Trading LLP,,IMPS from BITUFLEX SH Ref 833322034010,INR,,,,0,0
70201856,N,29/11/18,1932,Bituflex Shipping And Trading LLP,,IMPS from BITUFLEX SH Ref 833322033878,INR,,,,0,0
70201855,N,29/11/18,1932,Bituflex Shipping And Trading LLP,,IMPS from BITUFLEX SH Ref 833322033878,INR,,,,0,0
70201854,N,29/11/18,1932,Bituflex Shipping And Trading LLP,,IMPS from BITUFLEX SH Ref 833322033730,INR,,,,0,0
70201853,N,29/11/18,1932,Bituflex Shipping And Trading LLP,,IMPS from BITUFLEX SH Ref 833322033583,INR,,,,0,0
70201852,N,29/11/18,1932,Bituflex Shipping And Trading LLP,,IMPS from BITUFLEX SH Ref 833322033370,INR,,,,0,0
70201851,N,29/11/18,1932,Bituflex Shipping And Trading LLP,,IMPS from BITUFLEX SH Ref 833322033271,INR,,,,0,0
70201850,N,29/11/18,1932,Bituflex Shipping And Trading LLP,,IMPS from BITUFLEX SH Ref 833322033198,INR,,,,0,0
70201849,N,29/11/18,1932,Bituflex Shipping And Trading LLP,,IMPS from BITUFLEX SH Ref 833322033126,INR,,,,0,0
70201882,N,28/11/18,1932,Bituflex Shipping And Trading LLP,,RTGS INDBR22018112800472931 BITUFLEX SHIPPING A◘,INR,,,,0,0
70201783,N,23/11/18,1932,Bituflex Shipping And Trading LLP,,NEFT 000160618927 BITUFLEX SHIPPING AND TRADING L,INR,,,,0,0
70201782,N,22/11/18,1932,Bituflex Shipping And Trading LLP,,NEFT 000160515164 BITUFLEX SHIPPING AND TRADING L,INR,,,,0,0
70201781,N,19/11/18,1932,Bituflex Shipping And Trading LLP,,NEFT 000160070148 BITUFLEX SHIPPING AND TRADING L,INR,,,,0,0
