SKU,Old Discription,New Discription,Brand,Mfr,IS Duplicate
BM9X8V2,Black Polythene bag for dust bin - 360 ltr - 19x21,"BULK MRO APPROVED Polythene Bag for Dustbin, Capacity 360 Ltr, Colour Black, Size 19 X 21""",BULK MRO APPROVED,,
BM9W2V7,Black Polythene bag for dust bin - 80ltr,"BULK MRO APPROVED Polythene Bag for Dustbin, Capacity 80 Ltr, Colour Black",BULK MRO APPROVED,,
BM9B1R9,BULK MRO APPROVED Portable Oven for Electrode - BM9B1R9,BULK MRO APPROVED Portable Oven for Electrode,BULK MRO APPROVED,,
BM9T3U9,Poster,BULK MRO APPROVED Poster,BULK MRO APPROVED,,
BM9A9U1,"BULK MRO APPROVED Pouche, Size A4, 450 Piece","BULK MRO APPROVED Pouch, Size A4, 450 Piece",BULK MRO APPROVED,,
BM9Q1F7,"Steel Pallets , Single deck pallet , Size - 1140 mm W X 1140 mm D X 150 mm H , Ground Clearance - 100.00 mm, specifications - 2 way entry, Load capacity - 1000 kg, Finishing - Powder Coated - Colour (DA grey)","BULK MRO APPROVED Powder Coated 2 Way Entry Steel Single Deck Pallet, Size 1140 X 1140 X 150 mm, Ground Clearance - 100.00 mm, Load Capacity - 1000 Kg, Colour Da Grey",BULK MRO APPROVED,,
BM9A2C6,"BULK MRO APPROVED Nitrile Examination Gloves, Powder Free, Length 9"", Size L","BULK MRO APPROVED Powder Free Nitrile Examination Gloves, Length 9"", Size Large",BULK MRO APPROVED,,
BM9H5J8,"PP Bag Filter, Size 4 x 17"" - BM9H5J8","BULK MRO APPROVED PP Bag Filter, Size 4 x 17""",BULK MRO APPROVED,,
BM9H5J9,"PP Bag Filter, Size 4 x 17"" - BM9H5J9","BULK MRO APPROVED PP Bag Filter, Size 4 x 17""",BULK MRO APPROVED,,TRUE
BM9H5K1,"PP Pleated Filter Cartridge, Size 20 long","BULK MRO APPROVED PP Pleated Filter Cartridge, Size 20 long",BULK MRO APPROVED,,
BM9W3U7,Pre - Ink Stamp - 22*43,"BULK MRO APPROVED Pre Ink Stamp, Size 22 X 43 mm",BULK MRO APPROVED,,
BM9A3H7,BULK MRO APPROVED Prefabricated Cable Encoder,BULK MRO APPROVED Prefabricated Cable Encoder,BULK MRO APPROVED,,
BM9U2L7,PREMIER 5KVA STABLIZER,"BULK MRO APPROVED Premier Stabilizer, Capacity 5 KVA",BULK MRO APPROVED,,
BM9X1Q8,"PRESSURE GAUGE , RANGE : 0-100 kg/CM2/PSI","BULK MRO APPROVED Pressure Gauge, Density Range 0-100 Kg/Cm2",BULK MRO APPROVED,,
BM9W3Y2,"PRESSURE GAUGE , RANGE : 0-150 kg/CM2/PSI","BULK MRO APPROVED Pressure Gauge, Density Range 0-150 Kg/Cm2",BULK MRO APPROVED,,
BM9Q1Y4,"PRESSURE GAUGE , RANGE : 0-20 kg/CM2/PSI","BULK MRO APPROVED Pressure Gauge, Density Range 0-20 Kg/Cm2",BULK MRO APPROVED,,
BM9U9Q1,"PRESSURE GAUGE , RANGE : 0-200 kg/CM2/PSI","BULK MRO APPROVED Pressure Gauge, Density Range 0-200 Kg/Cm2",BULK MRO APPROVED,,
BM9U1S7,"PRESSURE GAUGE , RANGE : 0-40 kg/CM2/PSI","BULK MRO APPROVED Pressure Gauge, Density Range 0-40 Kg/Cm2",BULK MRO APPROVED,,
BM9T4C8,"PRESSURE GAUGE , RANGE : 0-60 kg/CM2/PSI","BULK MRO APPROVED Pressure Gauge, Density Range 0-60 Kg/Cm2",BULK MRO APPROVED,,
BM9Q8F4,"PRESSURE GAUGE , RANGE : 0-7 kg/CM2/PSI","BULK MRO APPROVED Pressure Gauge, Density Range 0-7 Kg/Cm2",BULK MRO APPROVED,,
BM9W4E4,"PRESSURE GAUGE , RANGE : 0-80 kg/CM2/PSI","BULK MRO APPROVED Pressure Gauge, Density Range 0-80 Kg/Cm2",BULK MRO APPROVED,,
BM9N9B7,4 mm probe,"BULK MRO APPROVED Probe, Size 4 mm",BULK MRO APPROVED,,
BM9B2E9,BULK MRO APPROVED Propeller Mixer,BULK MRO APPROVED Propeller Mixer,BULK MRO APPROVED,,
BM0O4O2,BULK MRO APPROVED Protector sheet A4,"BULK MRO APPROVED Protector Sheet, Size A4",BULK MRO APPROVED,,
BM9X1R9,LEATHER SAFETY SHOES PU INJECTION MOULDED DOUBLE DENSITY SOLE (Brown and Black),"BULK MRO APPROVED Pu Injection Moulded Double Density Sole Leather Safety Shoes, Colour Brown And Black",BULK MRO APPROVED,,
BM9V1H5,LEATHER SAFETY SHOES PU SOLE INJECTION MOULDED ( Black),"BULK MRO APPROVED Pu Sole Injection Moulded Leather Safety Shoes, Colour Black",BULK MRO APPROVED,,
BM0O4S0,Chemical Apron - PVC,BULK MRO APPROVED PVC Chemical Apron,BULK MRO APPROVED,,
BM9R2F8,"PVC ELBOW 3""","BULK MRO APPROVED PVC Elbow, Size 3""",BULK MRO APPROVED,,
BM9Q9Y2,"PVC FLANGES 3""","BULK MRO APPROVED PVC Flange, Size 3""",BULK MRO APPROVED,,
BM0K9I7,"BULK MRO APPROVED PVC Pipe 1""","BULK MRO APPROVED PVC Pipe, Size 1""",BULK MRO APPROVED,,
BM9T8Y7,"PVC PIPE, 3"", 4KG PRESSURE","BULK MRO APPROVED PVC Pipe, Size 3""",BULK MRO APPROVED,,
BM9B8N4,"BULK MRO APPROVED PVC Safety Shoes, Upper Material Leather, Light Weight","BULK MRO APPROVED PVC Safety Shoes, Upper Material Leather, Light Weight",BULK MRO APPROVED,,
BM1E3I0,DISPOSABLE SHOE COVER PVC BLUE,"BULK MRO APPROVED PVC Shoe Cover, 2 Pair",BULK MRO APPROVED,,
BM9A2W5,"BULK MRO APPROVED PVC Steel Pipe, 15 mm - BM9A2W5","BULK MRO APPROVED PVC Steel Pipe, 15 mm",BULK MRO APPROVED,,
BM9A2W6,"BULK MRO APPROVED PVC Steel Pipe, 20 mm - BM9A2W6","BULK MRO APPROVED PVC Steel Pipe, 20 mm",BULK MRO APPROVED,,
BM0Y9Z9,"BULK MRO APPROVED PVC Steel Pipe, 15 mm - BM0Y9Z9","BULK MRO APPROVED PVC Steel Pipe, Size 15 mm",BULK MRO APPROVED,,
BM0K8H8,"BULK MRO APPROVED PVC Teflon Tape 1/2 ""","BULK MRO APPROVED PVC Teflon Tape, Width 1/2""",BULK MRO APPROVED,,
BM0Y9O1,BULK MRO APPROVED Quarter Pin,BULK MRO APPROVED Quarter Pin,BULK MRO APPROVED,,
BM9B6U7,BULK MRO APPROVED Rain Coat with Cap,BULK MRO APPROVED Rain Coat with Cap,BULK MRO APPROVED,,
BM9X6Z7,BULK MRO APPROVED Safety Rainy Shoes with Out Steel Toe,BULK MRO APPROVED Rainy Shoes with Out Steel Toe,BULK MRO APPROVED,,
BM9S7K5,BULK MRO APPROVED Safety Rainy Shoes with Steel Toe,BULK MRO APPROVED Rainy Shoes with Steel Toe,BULK MRO APPROVED,,
BM9A5P7,BULK MRO APPROVED Red LED,BULK MRO APPROVED Red LED,BULK MRO APPROVED,,
BM9W9M9,REGISTER 360 PAGES,"BULK MRO APPROVED Register, No of Pages 360",BULK MRO APPROVED,,
BM9S2M2,REGISTER 480 PAGES,"BULK MRO APPROVED Register, No of Pages 480",BULK MRO APPROVED,,
BM9B7E5,BULK MRO APPROVED Rehostat PVC Insulator,BULK MRO APPROVED Rehostat PVC Insulator,BULK MRO APPROVED,,
BM9A1K6,BULK MRO APPROVED Rejection Tag with Thread,BULK MRO APPROVED Rejection Tag with Thread,BULK MRO APPROVED,,
BM9G3W3,Replacement of Back Connector,BULK MRO APPROVED Replacement of Back Connector,BULK MRO APPROVED,,
BM9G3W4,"Replacement of Fan, Voltage 230V AC","BULK MRO APPROVED Replacement of Fan, Voltage 230V AC",BULK MRO APPROVED,,
BM9G3W5,Replacment of Reset Switch,BULK MRO APPROVED Replacment of Reset Switch,BULK MRO APPROVED,,
BM9V5Y9,"Research plus pipette, adjustable 20- 200Âµl.","BULK MRO APPROVED Research Plus Pipette, Adjustable 20- 200 µl",BULK MRO APPROVED,,
BM9U8U2,"Research plus Pipette, adjustable 0.5-10Âµl","BULK MRO APPROVED Research Plus Pipette, Adjustable Volume 0.5-10 µl",BULK MRO APPROVED,,
BM9S8A2,"Research plus Pipette, adjustable 2-20Âµl, yellow","BULK MRO APPROVED Research Plus Pipette, Adjustable Volume 2-20 µl, Color Yellow",BULK MRO APPROVED,,
BM9R8Z1,"Research plus, adjustable 10- 100Âµl","BULK MRO APPROVED Research Plus, Adjustable Volume 10- 100 µl",BULK MRO APPROVED,,
BM9A3P2,BULK MRO APPROVED Resistor,BULK MRO APPROVED Resistor,BULK MRO APPROVED,,
BM9P1K1,"#2-56 Machine Screw Nut, Plain Finish, 18-8 Stainless Steel, Right Hand, ASME B18.2.2, PK100","BULK MRO APPROVED Right Hand Machine Screw Nut, Finish Plain Finish, Material 18-8 Stainless Steel, Dia/Thread Size #2-56, PK100",BULK MRO APPROVED,,
BM9P1S9,"#10-24 Machine Screw Nut, Plain Finish, 18-8 Stainless Steel, Right Hand, ASME B18.2.2, PK100","BULK MRO APPROVED Right Hand Machine Screw Nut, Finish Plain, Material 18-8 Stainless Steel, Dia/Thread Size #10-24, Standard ASME B18.2.2, PK100",BULK MRO APPROVED,,
BM9P1Y5,"#8-32 Machine Screw Nut, Plain Finish, 18-8 Stainless Steel, Right Hand, ASME B18.2.2, PK100","BULK MRO APPROVED Right Hand Machine Screw Nut, Finish Plain, Material 18-8 Stainless Steel, Dia/Thread Size #8-32, PK100",BULK MRO APPROVED,,
BM9T5S4,BULK MRO APPROVED Roller,BULK MRO APPROVED Roller,BULK MRO APPROVED,,
BM9X4N6,BULK MRO APPROVED Room Spray,BULK MRO APPROVED Room Spray,BULK MRO APPROVED,,
BM9W1R3,Rotary cutter 24inch,"BULK MRO APPROVED Rotary Cutter, Size 24""",BULK MRO APPROVED,,
BM1A6Y1,20mm Rotary Hammer,"BULK MRO APPROVED Rotary Hammer, Max. Drilling Capacity 20 mm",BULK MRO APPROVED,,
BM9B2G4,"BULK MRO APPROVED Rough Half Round File, Length 12""","BULK MRO APPROVED Rough Half Round File, Length 12""",BULK MRO APPROVED,,
BM9B2G3,"BULK MRO APPROVED Rough Half Round File, Length 6 ""","BULK MRO APPROVED Rough Half Round File, Length 6 """,BULK MRO APPROVED,,
BM9B2G6,"BULK MRO APPROVED Rough Triangular File, Length 6""","BULK MRO APPROVED Rough Triangular File, Length 6""",BULK MRO APPROVED,,
BM9P9M8,Round Capsule Machine for your 4 Litre Capsule Sealing.,"BULK MRO APPROVED Round Capsule Sealing Machine, Capacity 4 Ltr",BULK MRO APPROVED,,
BM0Y9O2,BULK MRO APPROVED Round Head Nut Bolt,BULK MRO APPROVED Round Head Nut Bolt,BULK MRO APPROVED,,
BM0K9D9,BULK MRO APPROVED Paint Brush Round,BULK MRO APPROVED Round Paint Brush,BULK MRO APPROVED,,
BM9T1B8,Royal Paint (White) (Each 4L bucket),"BULK MRO APPROVED Royal Paint, Capacity 4 Ltr, Colour White",BULK MRO APPROVED,,
BM9Y2P6,RUBBER BAND PURE NYLON 100 GMS,"BULK MRO APPROVED Rubber Band, Material Pure Nylon, Thikness 100 gsm",BULK MRO APPROVED,,
BM9U8C2,BULK MRO APPROVED Rubber Base,BULK MRO APPROVED Rubber Base,BULK MRO APPROVED,,
BM9Z7Q4,Gloves rubberÂ,BULK MRO APPROVED Rubber Gloves,BULK MRO APPROVED,,
BM9G8N5,BULK MRO APPROVED Rubber Gloves,BULK MRO APPROVED Rubber Gloves,BULK MRO APPROVED,,TRUE
BM0K8M0,BULK MRO APPROVED Hand Gloves Orange Rubber - BM0K8M0,"BULK MRO APPROVED Rubber Hand Gloves, Colour Orange",BULK MRO APPROVED,,
BM0K8N1,BULK MRO APPROVED Hand Gloves Orange Rubber - BM0K8N1,"BULK MRO APPROVED Rubber Hand Gloves, Colour Orange",BULK MRO APPROVED,,TRUE
BM0O4Q9,BULK MRO APPROVED Hand Gloves Rubber Orange colour (Set of 2 nos),"BULK MRO APPROVED Rubber Hand Gloves, Colour Orange",BULK MRO APPROVED,,TRUE
BM9A5U8,BULK MRO APPROVED Rubber Trolley Wheel,BULK MRO APPROVED Rubber Trolley Wheel,BULK MRO APPROVED,,
BM9S7M8,"RULED SPIRAL PAD NO.8, 40 SHEETS","BULK MRO APPROVED Ruled Spiral Pad, No 8, No of Sheet 40",BULK MRO APPROVED,,
BM9U9X2,"Ruled Spiral Pad NO.8, 80 Sheet","BULK MRO APPROVED Ruled Spiral Pad, No 8, No of Sheet 80",BULK MRO APPROVED,,
BM9A7V1,"BULK MRO APPROVED S.S 202 Plain Dust Bin, Dia 7"", Height 10"", Capacity 5 Ltr","BULK MRO APPROVED S.S 202 Plain Dust Bin, Dia 7"", Height 10"", Capacity 5 Ltr",BULK MRO APPROVED,,
BM9A7V2,"BULK MRO APPROVED S.S 202 Plain Dust Bin, Dia 8"", Height 12"", Capacity 7 Ltr","BULK MRO APPROVED S.S 202 Plain Dust Bin, Dia 8"", Height 12"", Capacity 7 Ltr",BULK MRO APPROVED,,
BM9A7V3,"BULK MRO APPROVED S.S 202 Plain Dust Bin, Dia 9"", Height 14"", Capacity 11 Ltr","BULK MRO APPROVED S.S 202 Plain Dust Bin, Dia 9"", Height 14"", Capacity 11 Ltr",BULK MRO APPROVED,,
BM9A5K7,BULK MRO APPROVED Saddle Carbon,BULK MRO APPROVED Saddle Carbon,BULK MRO APPROVED,,
BM9A5K8,"BULK MRO APPROVED Saddle Pro, Black-Nylon","BULK MRO APPROVED Saddle Pro, Black-Nylon",BULK MRO APPROVED,,
BM9Z6Z3,Safety boots,BULK MRO APPROVED Safety Boot,BULK MRO APPROVED,,
BM9Q1B4,Safety Gloves,BULK MRO APPROVED Safety Gloves,BULK MRO APPROVED,,
BM9B4Y9,"BULK MRO APPROVED Safety Goggle, Weight 23 gms","BULK MRO APPROVED Safety Goggle, Weight 23 gms",BULK MRO APPROVED,,
BM9Y9X6,Safety Helmet,BULK MRO APPROVED Safety Helmet,BULK MRO APPROVED,,
BM9A1Y6,"BULK MRO APPROVED Safety Helmet, PVC, ISI Mark, Color Yellow, White, Red and Blue","BULK MRO APPROVED Safety Helmet, Material PVC, ISI Mark, Color Yellow, White, Red and Blue",BULK MRO APPROVED,,
BM0K8W1,BULK MRO APPROVED Safety Shoe,BULK MRO APPROVED Safety Shoe,BULK MRO APPROVED,,
BM1A8F6,"Safety Shoes,",BULK MRO APPROVED Safety Shoes,BULK MRO APPROVED,,
BM9B5U1,BULK MRO APPROVED Safety Shoes - BM9B5U1,BULK MRO APPROVED Safety Shoes,BULK MRO APPROVED,,TRUE
BM9J5X4,BULK MRO APPROVED Safety Shoes - BM9J5X4,BULK MRO APPROVED Safety Shoes,BULK MRO APPROVED,,TRUE
BM1A4T9,"Safety Shoes White Color, Size 6","BULK MRO APPROVED Safety Shoes, Colour White, Size 6",BULK MRO APPROVED,,
BM1A4U0,"Safety Shoes White Color, Size 8","BULK MRO APPROVED Safety Shoes, Colour White, Size 8",BULK MRO APPROVED,,
BM1A4U1,"Safety Shoes White Color, Size 9","BULK MRO APPROVED Safety Shoes, Colour White, Size 9",BULK MRO APPROVED,,
BM9V4Z2,Safety shoes - 10,"BULK MRO APPROVED Safety Shoes, Size 10",BULK MRO APPROVED,,
BM9U5J7,Safety shoes - 6,"BULK MRO APPROVED Safety Shoes, Size 6",BULK MRO APPROVED,,
BM9L5L3,Safety Shoes Size 6,"BULK MRO APPROVED Safety Shoes, Size 6",BULK MRO APPROVED,,TRUE
BM9U4S9,Safety shoes - 7,"BULK MRO APPROVED Safety Shoes, Size 7",BULK MRO APPROVED,,
BM9Q7Y5,Safety Shoes,"BULK MRO APPROVED Safety Shoes, Size 8",BULK MRO APPROVED,,
BM9W5B8,Safety shoes - 8,"BULK MRO APPROVED Safety Shoes, Size 8",BULK MRO APPROVED,,TRUE
BM0Z0N1,Safety Shoes Size 8 - BM0Z0N1,"BULK MRO APPROVED Safety Shoes, Size 8",BULK MRO APPROVED,,TRUE
BM9L5L1,Safety Shoes Size-8,"BULK MRO APPROVED Safety Shoes, Size 8",BULK MRO APPROVED,,TRUE
BM9U2C2,Safety shoes - 9,"BULK MRO APPROVED Safety Shoes, Size 9",BULK MRO APPROVED,,
BM9L5L2,Safety Shoes Size-9,"BULK MRO APPROVED Safety Shoes, Size 9",BULK MRO APPROVED,,TRUE
BM9X1T1,Saitan Paint (White) (Each 4L bucket),"BULK MRO APPROVED Saitan Paint, Capacity 4 Ltr, Colour White",BULK MRO APPROVED,,
BM9T7U7,200 PAGE SCHOOL NOTE BOOKS,"BULK MRO APPROVED School Note Book, No of Pages 200",BULK MRO APPROVED,,
BM9Q8V5,"SCISSOR MANUAL HAND PALLET TRUCK, CAPACITY- 1000 KG, LIFT HEIGHT -800 MM, MAX FORK HEIGHT â€“ 800 MM, MIN FORK HEIGHT â€“ 85MM,","BULK MRO APPROVED Scissor Manual Hand Pallet Truck, Capacity 100 kg, Lift Height 800 mm",BULK MRO APPROVED,,
BM9B8J4,"BULK MRO APPROVED Scissor, Size Big","BULK MRO APPROVED Scissor, Size Big",BULK MRO APPROVED,,
BM9S2F2,"SCISSORS, 132 MM (5 1/5 "")M55 (Small)","BULK MRO APPROVED Scissors, Size 132 mm",BULK MRO APPROVED,,
BM9Y5C2,"SCISSORS, 165 MM,6 1/2"" M65","BULK MRO APPROVED Scissors, Size 165 mm",BULK MRO APPROVED,,
BM9S8X5,"SCISSOR 175MM(7"")75MM","BULK MRO APPROVED Scissors, Size 175 mm",BULK MRO APPROVED,,
BM9A5N5,"BULK MRO APPROVED Screw Jack, Capacity 10 Ton, Height 267.5 mm","BULK MRO APPROVED Screw Jack, Capacity 10 Ton, Height 267.5 mm",BULK MRO APPROVED,,
BM9B8J3,"BULK MRO APPROVED Scribbling Pad, Size Small","BULK MRO APPROVED Scribbling Pad, Size Small",BULK MRO APPROVED,,
BM9Y6W1,Sealing Bush,BULK MRO APPROVED Sealing Bush,BULK MRO APPROVED,,
BM9V1Y4,BULK MRO APPROVED Sealing Roller,BULK MRO APPROVED Sealing Roller,BULK MRO APPROVED,,
BM9V3V7,BULK MRO APPROVED Sealing Roller Bush,BULK MRO APPROVED Sealing Roller Bush,BULK MRO APPROVED,,
BM9A4Q8,BULK MRO APPROVED Separator,BULK MRO APPROVED Separator,BULK MRO APPROVED,,
BM9B2P9,BULK MRO APPROVED Service Kit,BULK MRO APPROVED Service Kit,Service,,
BM9B2Q7,BULK MRO APPROVED Service Kit Handle,BULK MRO APPROVED Service Kit Handle,Service,,
BM9A5K9,"BULK MRO APPROVED Shock Pro, Black-Nylon","BULK MRO APPROVED Shock Pro, Black-Nylon",BULK MRO APPROVED,,
BM1A9E0,Shock Resistant Safety Shoes Size 07,"BULK MRO APPROVED Shock Resistant Safety Shoes, Size 07",BULK MRO APPROVED,,
BM1A9E1,Shock Resistant Safety Shoes Size 09,"BULK MRO APPROVED Shock Resistant Safety Shoes, Size 09",BULK MRO APPROVED,,
BM1A9E2,Shock Resistant Safety Shoes Size 10,"BULK MRO APPROVED Shock Resistant Safety Shoes, Size 10",BULK MRO APPROVED,,
BM9Y2M6,BULK MRO APPROVED Side Cam Roller,BULK MRO APPROVED Side Cam Roller,BULK MRO APPROVED,,
BM9Z3E3,BULK MRO APPROVED Side Cam Roller Pin,BULK MRO APPROVED Side Cam Roller Pin,BULK MRO APPROVED,,
BM9A1K8,"BULK MRO APPROVED Silver Brazing Rods, 1.60 X 500 mm","BULK MRO APPROVED Silver Brazing Rod, Size 1.60 X 500 mm",BULK MRO APPROVED,,
BM9A1Y2,BULK MRO APPROVED Single Cylinder Trolley,BULK MRO APPROVED Single Cylinder Trolley,BULK MRO APPROVED,,
BM9F5X5,"BULK MRO APPROVED Single Ended Spanner, Size 75 mm","BULK MRO APPROVED Single Ended Spanner, Size 75 mm",BULK MRO APPROVED,,
BM9F5X6,"BULK MRO APPROVED Single Ended Spanner, Size 80 mm","BULK MRO APPROVED Single Ended Spanner, Size 80 mm",BULK MRO APPROVED,,
BM9B7E6,BULK MRO APPROVED Single Phase Heater,BULK MRO APPROVED Single Phase Heater,BULK MRO APPROVED,,
BM9Q3U2,1 PCS POLE MTD GARBAGE BKT 110 W/ DOME LID,"BULK MRO APPROVED Single Pole Mounted Garbage Bucket with Dome Lid, Capacity 110 Ltr",BULK MRO APPROVED,,
BM9A5V1,"BULK MRO APPROVED Sliding T Handle, Material Aluminium","BULK MRO APPROVED Sliding T Handle, Material Aluminium",BULK MRO APPROVED,,
BM9Z4B9,FLANGE MS SORF CL150 40NB,"BULK MRO APPROVED Slip-on Raised Face Flange, Class 150, Size 40 Nb",BULK MRO APPROVED,,
BM9B2Q6,BULK MRO APPROVED Small Parts Kit,BULK MRO APPROVED Small Parts Kit,BULK MRO APPROVED,,
BM9S2N3,"SNAP OFF CUTTER, SMALL, 80 MM X 9 MM","BULK MRO APPROVED Small Snap off Cutter, Size 80 X 9 mm",BULK MRO APPROVED,,
BM9T5T7,"Tap wrench Small-3/8""-","BULK MRO APPROVED Small Tap Wrench, Size 3/8""",BULK MRO APPROVED,,
BM9Q1H6,SMALL TOOLS BAG (Material Code:- 450410002000),BULK MRO APPROVED Small Tool Bag,BULK MRO APPROVED,,
BM9W1K2,WALL MOUNTED STAND-20AWall Mounted Stand small with powdercoated with anchor fastener and boltnuts,BULK MRO APPROVED Small Wall Mounted Stand with Powder Coated Anchor Fastner and Bolt Nuts,BULK MRO APPROVED,,
BM9Y7J4,"SWLR â€“ Smart Weighing SCALE, 6 Digit LED Digital Display, Weighing Capacity 5kg x 500mg.OperatingTemperature 15Â°C ~ +40Â°C, Platter Size 230(W)x190(D)(mm)","BULK MRO APPROVED Smart Weighing Scale, Weighing Capacity 5 Kg, Operating Temperature 15 - 40 Deg. C",BULK MRO APPROVED,,
BM9B2G2,"BULK MRO APPROVED Smooth Half Round File, Length 12""","BULK MRO APPROVED Smooth Half Round File, Length 12""",BULK MRO APPROVED,,
BM9B2G1,"BULK MRO APPROVED Smooth Half Round File, Length 6""","BULK MRO APPROVED Smooth Half Round File, Length 6""",BULK MRO APPROVED,,
BM9B2G5,"BULK MRO APPROVED Smooth Triangular File, Length 6""","BULK MRO APPROVED Smooth Triangular File, Length 6""",BULK MRO APPROVED,,
BM9Y9Q9,Soap Liquid Perfumed,BULK MRO APPROVED Soap Liquid Perfumed,BULK MRO APPROVED,,
BM9S2C6,BULK MRO APPROVED Soap Oil,BULK MRO APPROVED Soap Oil,BULK MRO APPROVED,,
BM9X4W5,Soap Oil,BULK MRO APPROVED Soap Oil,BULK MRO APPROVED,,TRUE
BM9C4P6,BULK MRO APPROVED Socket Allen Key Set - BM9C4P6,BULK MRO APPROVED Socket Allen Key Set,BULK MRO APPROVED,,
BM9C4Q1,BULK MRO APPROVED Socket Allen Key Set - BM9C4Q1,BULK MRO APPROVED Socket Allen Key Set,BULK MRO APPROVED,,TRUE
BM9B1C8,Sodium Carbonate,BULK MRO APPROVED Sodium Carbonate,BULK MRO APPROVED,,
BM9A5F3,BULK MRO APPROVED Soft Broom,BULK MRO APPROVED Soft Broom,BULK MRO APPROVED,,
BM9Z6V8,"2 ""Solar Panel Stand","BULK MRO APPROVED Solar Panel Stand, Size 2""",BULK MRO APPROVED,,
BM9V4Z9,Spare kit After-Filter Element,BULK MRO APPROVED Spare Kit After-Filter Element,BULK MRO APPROVED,,
BM9A5D1,"BULK MRO APPROVED Spherical Washer Set, ID 17mm, OD 30mm","BULK MRO APPROVED Spherical Washer Set, Inner Dia 17mm, outer Dia 30mm",BULK MRO APPROVED,,
BM9B8G7,"BULK MRO APPROVED Spiral Book, Size Small","BULK MRO APPROVED Spiral Book, Size Small",BULK MRO APPROVED,,
BM9A9X5,"BULK MRO APPROVED Spiral Pad, 40 Pages","BULK MRO APPROVED Spiral Pad, 40 Pages",BULK MRO APPROVED,,
BM9A9X4,"BULK MRO APPROVED Spiral Pad, 80 Pages","BULK MRO APPROVED Spiral Pad, 80 Pages",BULK MRO APPROVED,,
BM9Q7U7,BULK MRO APPROVED Spring,BULK MRO APPROVED Spring,BULK MRO APPROVED,,
BM9U7H7,BULK MRO APPROVED Spring,BULK MRO APPROVED Spring,BULK MRO APPROVED,,TRUE
BM9Y8U1,BULK MRO APPROVED Spring Arm,BULK MRO APPROVED Spring Arm,BULK MRO APPROVED,,
BM9P5X7,"BULK MRO APPROVED Spring Balancer, Capacity 4.5-9.00 Kg","BULK MRO APPROVED Spring Balancer, Capacity 4.5-9.00 Kg",BULK MRO APPROVED,,
BM9S3H6,BULK MRO APPROVED Spring for Sealing Roller,BULK MRO APPROVED Spring for Sealing Roller,BULK MRO APPROVED,,
BM9V6D2,BULK MRO APPROVED Spring for Threading Roller,BULK MRO APPROVED Spring for Threading Roller,BULK MRO APPROVED,,
BM9X8N4,2kg square jar,"BULK MRO APPROVED Square Jar, Capacity 2 Kg",BULK MRO APPROVED,,
BM9Q1R5,5kg square jar,"BULK MRO APPROVED Square Jar, Capacity 5 Kg",BULK MRO APPROVED,,
BM9W8E6,6kg square jar,"BULK MRO APPROVED Square Jar, Capacity 6 Kg",BULK MRO APPROVED,,
BM9Q1A4,"Square Stackable Jar, Capacity 20 Ltr, Colour Milkywhite","BULK MRO APPROVED Square Stackable Jar, Capacity 20 Ltr, Colour Milky white",BULK MRO APPROVED,,
BM9U5G9,"BULK MRO APPROVED 304 Grade SS Nut Bolt, Full Threaded, Size 1/2 X 1-1/2""","BULK MRO APPROVED SS 304 Full Threaded Nut Bolt, Size 1/2 X 1-1/2""",BULK MRO APPROVED,,
BM9T1E1,"BULK MRO APPROVED 304 Grade SS Nut Bolt, Full Threaded, Size 1/2 X 2-1/2""","BULK MRO APPROVED SS 304 Full Threaded Nut Bolt, Size 1/2 X 2-1/2""",BULK MRO APPROVED,,
BM9Y8Y6,"BULK MRO APPROVED 304 Grade SS Nut Bolt, Full Threaded, Size 5/8 X 2""","BULK MRO APPROVED SS 304 Full Threaded Nut Bolt, Size 5/8 X 2""",BULK MRO APPROVED,,
BM9T6A8,"BULK MRO APPROVED 304 Grade SS Nut Bolt, Full Threaded, Size 5/8 X 2-1/2""","BULK MRO APPROVED SS 304 Full Threaded Nut Bolt, Size 5/8 X 2-1/2""",BULK MRO APPROVED,,
BM9X5E9,"BULK MRO APPROVED 304 Grade SS Nut Bolt, Full Threaded, Size 5/8 X 3""","BULK MRO APPROVED SS 304 Full Threaded Nut Bolt, Size 5/8 X 3""",BULK MRO APPROVED,,
BM9R1C2,"BULK MRO APPROVED 304 Grade SS Nut Bolt, Full Threaded, Size 5/8 X 6""","BULK MRO APPROVED SS 304 Full Threaded Nut Bolt, Size 5/8 X 6""",BULK MRO APPROVED,,
BM9F1Y2,"BULK MRO APPROVED SS 310S Coil, Size 2000 X 6000 mm, Thickness 10 mm - BM9F1Y2","BULK MRO APPROVED SS 310S Coil, Size 2000 X 6000 mm, Thickness 10 mm",BULK MRO APPROVED,,
BM9F1Y1,"BULK MRO APPROVED SS 310S Coil, Size 2000 X 6000 mm, Thickness 8 mm - BM9F1Y1","BULK MRO APPROVED SS 310S Coil, Size 2000 X 6000 mm, Thickness 8 mm",BULK MRO APPROVED,,
BM9F1X6,"BULK MRO APPROVED SS 310S Sheet, Size 1500 X 2200 mm, Thickness 55 mm - BM9F1X6","BULK MRO APPROVED SS 310S Sheet, Size 1500 X 2200 mm, Thickness 55 mm",BULK MRO APPROVED,,
