Document Number,Canceled,Payment Date,BP Code,BP Name,Reference Number,Remarks,Document Currency,Non-Calculated Payment,Non-Calculated Amount
70200065,N,28/06/18,87,Cummins Technologies India Pvt. Ltd.,,being amount received from CUMMINS Through UTR NO SIN05451Q0166100,INR,Y,32608.7
70200097,N,28/06/18,87,Cummins Technologies India Pvt. Ltd.,,Being amount received from  Cummins through UTR NO SIN05451Q0165995,INR,Y,90501.28
70200913,N,10/07/18,87,Cummins Technologies India Pvt. Ltd.,,NEFT SIN05451Q0167232 M S CUMMINS TECHNOLO,INR,Y,18059.41
70201303,N,23/08/18,87,Cummins Technologies India Pvt. Ltd.,,,INR,Y,290091.22
70201211,N,21/09/18,87,Cummins Technologies India Pvt. Ltd.,,NEFT SIN05451Q0175530 M S CUMMINS TECHNOLO◘,INR,Y,30722.26
70200086,N,22/05/18,87,Cummins Technologies India Pvt. Ltd.,,Being amount received from CUMMINS Through UTR NO SIN05451Q0161851,INR,Y,722.99
70201770,N,26/11/18,87,Cummins Technologies India Pvt. Ltd.,,NEFT SIN05451Q0182234 M S CUMMINS TECHNOLO,INR,Y,0.21
70200071,N,10/04/18,87,Cummins Technologies India Pvt. Ltd.,,Being Amount received from cummins through UTR NO SIN05451Q0157175 INV NO 3000810,INR,Y,5648.88
70201184,N,12/09/18,1932,Bituflex Shipping And Trading LLP,,RTGS INDBR22018091200854798 BITUFLEX SHIPPING A,INR,Y,1999999
70201190,N,17/09/18,1932,Bituflex Shipping And Trading LLP,,RTGS INDBR22018091700882034 BITUFLEX SHIPPING A,INR,Y,1200000
70201205,N,18/09/18,1932,Bituflex Shipping And Trading LLP,,NEFT 000150145438 BITUFLEX SHIPPING AND TRADING L,INR,Y,1500000
70201216,N,24/09/18,1932,Bituflex Shipping And Trading LLP,,NEFT 000150822482 BITUFLEX SHIPPING AND TRADING L,INR,Y,1500000
70201217,N,24/09/18,1932,Bituflex Shipping And Trading LLP,,NEFT 000150827454 BITUFLEX SHIPPING AND TRADING L,INR,Y,1000000
70201221,N,25/09/18,1932,Bituflex Shipping And Trading LLP,,NEFT 000151036454 BITUFLEX SHIPPING AND TRADING L,INR,Y,500000
70201224,N,25/09/18,1932,Bituflex Shipping And Trading LLP,,NEFT 000151041530 BITUFLEX SHIPPING AND TRADING L,INR,Y,300000
70201225,N,25/09/18,1932,Bituflex Shipping And Trading LLP,,NEFT 000151017702 BITUFLEX SHIPPING AND TRADING L,INR,Y,500000
70201250,N,05/10/18,1932,Bituflex Shipping And Trading LLP,,,INR,Y,2555609
70201296,N,09/10/18,1932,Bituflex Shipping And Trading LLP,,RTGS INDBR22018100900170815 BITUFLEX SHIPPING A,INR,Y,1500000
70201419,N,11/10/18,1932,Bituflex Shipping And Trading LLP,,RTGS INDBR22018101200193421 BITUFLEX SHIPPING A,INR,Y,1000000
70201418,N,12/10/18,1932,Bituflex Shipping And Trading LLP,,Blank,INR,Y,900000
70201438,N,16/10/18,1932,Bituflex Shipping And Trading LLP,,Blank,INR,Y,2000000
70201454,N,20/10/18,1932,Bituflex Shipping And Trading LLP,,NEFT 000155292413 BITUFLEX SHIPPING AND TRADING L,INR,Y,1000000
70201520,N,29/10/18,1932,Bituflex Shipping And Trading LLP,,RTGS INDBR22018102900285642 BITUFLEX SHIPPING A☻,INR,Y,1100000
70201521,N,29/10/18,1932,Bituflex Shipping And Trading LLP,,RTGS INDBR22018102900282072 BITUFLEX SHIPPING A,INR,Y,1000000
70201609,N,05/11/18,1932,Bituflex Shipping And Trading LLP,,RTGS INDBR22018110500342606 BITUFLEX SHIPPING A,INR,Y,500000
70201619,N,05/11/18,1932,Bituflex Shipping And Trading LLP,,NEFT 000158160615 BITUFLEX SHIPPING AND TRADING L,INR,Y,500000
70201635,N,14/11/18,1932,Bituflex Shipping And Trading LLP,,NEFT 000159394627 BITUFLEX SHIPPING AND TRADING L,INR,Y,1400000
70201777,N,15/11/18,1932,Bituflex Shipping And Trading LLP,,NEFT 000159576648 BITUFLEX SHIPPING AND TRADING L○,INR,Y,900000
70201778,N,15/11/18,1932,Bituflex Shipping And Trading LLP,,NEFT 000159576127 BITUFLEX SHIPPING AND TRADING L,INR,Y,200000
70201779,N,16/11/18,1932,Bituflex Shipping And Trading LLP,,NEFT 000159732270 BITUFLEX SHIPPING AND TRADING L,INR,Y,2500000
70201780,N,17/11/18,1932,Bituflex Shipping And Trading LLP,,RTGS INDBR22018111700408375 BITUFLEX SHIPPING A☺,INR,Y,1500000
70201781,N,19/11/18,1932,Bituflex Shipping And Trading LLP,,NEFT 000160070148 BITUFLEX SHIPPING AND TRADING L,INR,Y,1400000
70201782,N,22/11/18,1932,Bituflex Shipping And Trading LLP,,NEFT 000160515164 BITUFLEX SHIPPING AND TRADING L,INR,Y,800000
70201783,N,23/11/18,1932,Bituflex Shipping And Trading LLP,,NEFT 000160618927 BITUFLEX SHIPPING AND TRADING L,INR,Y,1300000
70201882,N,28/11/18,1932,Bituflex Shipping And Trading LLP,,RTGS INDBR22018112800472931 BITUFLEX SHIPPING A◘,INR,Y,800000
70201849,N,29/11/18,1932,Bituflex Shipping And Trading LLP,,IMPS from BITUFLEX SH Ref 833322033126,INR,Y,200000
70201850,N,29/11/18,1932,Bituflex Shipping And Trading LLP,,IMPS from BITUFLEX SH Ref 833322033198,INR,Y,200000
70201851,N,29/11/18,1932,Bituflex Shipping And Trading LLP,,IMPS from BITUFLEX SH Ref 833322033271,INR,Y,200000
70201852,N,29/11/18,1932,Bituflex Shipping And Trading LLP,,IMPS from BITUFLEX SH Ref 833322033370,INR,Y,200000
70201853,N,29/11/18,1932,Bituflex Shipping And Trading LLP,,IMPS from BITUFLEX SH Ref 833322033583,INR,Y,200000
70201854,N,29/11/18,1932,Bituflex Shipping And Trading LLP,,IMPS from BITUFLEX SH Ref 833322033730,INR,Y,200000
70201855,N,29/11/18,1932,Bituflex Shipping And Trading LLP,,IMPS from BITUFLEX SH Ref 833322033878,INR,Y,200000
70201856,N,29/11/18,1932,Bituflex Shipping And Trading LLP,,IMPS from BITUFLEX SH Ref 833322033878,INR,Y,200000
70201857,N,29/11/18,1932,Bituflex Shipping And Trading LLP,,IMPS from BITUFLEX SH Ref 833322034010,INR,Y,200000
70201858,N,29/11/18,1932,Bituflex Shipping And Trading LLP,,IMPS from BITUFLEX SH Ref 833322034075,INR,Y,200000
70201859,N,29/11/18,1932,Bituflex Shipping And Trading LLP,,IMPS from BITUFLEX SH Ref 833322034161,INR,Y,200000
70201869,N,03/12/18,1932,Bituflex Shipping And Trading LLP,,RTGS INDBR22018120300502853 BITUFLEX SHIPPING A,INR,Y,1000000
70200028,N,17/05/18,773,Piramal Enterprises Ltd.,,Being amount receivecd from PIRAMAL Through UTR NO:N137180543411928,INR,Y,744386
70200039,N,24/05/18,773,Piramal Enterprises Ltd.,,Being amount received from PIRAMAL Through UTR NO :N144180547868570,INR,Y,9230.96
70200953,N,26/07/18,773,Piramal Enterprises Ltd.,,NEFT N207180593923016 PIRAMAL ENTERPRISES LIMITED,INR,Y,0.2
70200962,N,26/07/18,773,Piramal Enterprises Ltd.,,NEFT N207180593922892 PIRAMAL ENTERPRISES LIMITED,INR,Y,27576.36
70200864,N,09/08/18,773,Piramal Enterprises Ltd.,,NEFT N221180606156006 PIRAMAL ENTERPRISES LIMITED,INR,Y,0.47
70200881,N,16/08/18,773,Piramal Enterprises Ltd.,,NEFT N228180610702160 PIRAMAL ENTERPRISES LIMITED,INR,Y,0.13
70201044,N,23/08/18,773,Piramal Enterprises Ltd.,,NEFT N235180615143083 PIRAMAL ENTERPRISES LIMITED,INR,Y,0.14
70201166,N,30/08/18,773,Piramal Enterprises Ltd.,,NEFT N242180619819485 PIRAMAL ENTERPRISES LIMITED☻,INR,Y,0.97
70200807,N,20/09/18,773,Piramal Enterprises Ltd.,,NEFT N263180636262428 PIRAMAL ENTERPRISES LIMITED,INR,Y,0.4
70200785,N,27/09/18,773,Piramal Enterprises Ltd.,,NEFT N270180641108394 PIRAMAL ENTERPRISES LIMITED,INR,Y,1.09
70201441,N,17/10/18,773,Piramal Enterprises Ltd.,,NEFT N290180658526800 PIRAMAL ENTERPRISES LIMITED,INR,Y,0.47
70201657,N,06/11/18,773,Piramal Enterprises Ltd.,,NEFT N310180674782903 PIRAMAL ENTERPRISES LIMITED,INR,Y,0.19
70201925,N,06/12/18,773,Piramal Enterprises Ltd.,,NEFT N340180697071631 PIRAMAL ENTERPRISES LIMITED☺,INR,Y,0.36
70201926,N,06/12/18,773,Piramal Enterprises Ltd.,,NEFT N340180697067665 PIRAMAL ENTERPRISES LIMITED☻,INR,Y,0.45
70201649,N,15/11/18,773,Piramal Enterprises Ltd.,15,NEFT N319180680770649 PIRAMAL ENTERPRISES LIMITED,INR,Y,0.28
70201194,N,06/09/18,773,Piramal Enterprises Ltd.,,NEFT N249180626751024 PIRAMAL ENTERPRISES LIMITED◘,INR,Y,0.72
70201725,N,04/10/18,773,Piramal Enterprises Ltd.,,NEFT N277180647697985 PIRAMAL ENTERPRISES LIMITED NEFT N277180647697985 PIRAMAL ENTERPRISES LIMITED NEFT N277180647697985 PIRAMAL ENTERPRISES LIMITED,INR,Y,0.49
70201674,N,06/11/18,773,Piramal Enterprises Ltd.,,NEFT N310180674796348 PIRAMAL ENTERPRISES LIMITED,INR,Y,0.48
70201588,N,25/10/18,773,Piramal Enterprises Ltd.,,NEFT N298180663246983 PIRAMAL ENTERPRISES LIMITEDNEFT N298180663246983 PIRAMAL ENTERPRISES LIMITED NEFT N298180663246983 PIRAMAL ENTERPRISES LIMITED,INR,Y,0.37
70200845,N,12/09/18,773,Piramal Enterprises Ltd.,,NEFT N249180626751024 PIRAMAL ENTERPRISES LIMITED◘,INR,Y,0.34
70201187,N,16/08/18,773,Piramal Enterprises Ltd.,,16-08-2018,INR,Y,0.17
70201192,N,30/08/18,773,Piramal Enterprises Ltd.,,NEFT N242180619809248 PIRAMAL ENTERPRISES LIMITED,INR,Y,0.1
70201134,N,21/08/18,1957,ARB Buildcon Pvt. Ltd.,,NEFT 000145891124 ARB BUILDCON PRIVATE LIMITED,INR,Y,1000000
70201135,N,05/09/18,1957,ARB Buildcon Pvt. Ltd.,,NEFT 000148097768 ARB BUILDCON PRIVATE LIMITED,INR,Y,300000
70201272,N,26/09/18,1957,ARB Buildcon Pvt. Ltd.,,NEFT 000151207441 ARB BUILDCON PRIVATE LIMITED,INR,Y,1000000
70201273,N,28/09/18,1957,ARB Buildcon Pvt. Ltd.,,NEFT 000151607686 ARB BUILDCON PRIVATE LIMITED,INR,Y,500000
70201292,N,28/09/18,53,BEL Optronic Devices Ltd.,,Being amount received from bel optronic  Through UTR  NO SBIN318271130102,INR,Y,4259.05
70202009,N,17/12/18,568,Huntsman International India Pvt Ltd,,NEFT CITIN18965354413 HUNTSMAN INTNL IPL TE DIV,INR,Y,0.36
70202013,N,13/12/18,773,Piramal Enterprises Ltd.,,NEFT N347180702713959 PIRAMAL ENTERPRISES LIMITED,INR,Y,1.16
70202036,N,13/12/18,773,Piramal Enterprises Ltd.,,NEFT N347180702713669 PIRAMAL ENTERPRISES LIMITED,INR,Y,0.11
70202037,N,06/12/18,773,Piramal Enterprises Ltd.,,NEFT N340180697063728 PIRAMAL ENTERPRISES LIMITED,INR,Y,0.04
70200151,N,25/06/18,1689,Dhiren Traders,,CH NO 003276 Being amount received from DHIREN TRADERS,INR,Y,52392
70202042,N,19/12/18,4,Applied Materials India Pvt. Ltd.,,NEFT CITIN18966124652 APPLIED MATERIALS INDIA PVT NEFT CITIN18966124652 APPLIED MATERIALS INDIA PVT NEFT CITIN18966124652 APPLIED MATERIALS INDIA PVT,INR,Y,0.01
70202087,N,27/12/18,85,Cummins Generator Technologies India Pvt. Ltd.,,NEFT N361180710950575 CUMMINS GENERATOR TECHN,INR,N,0
70202088,N,27/12/18,87,Cummins Technologies India Pvt. Ltd.,,NEFT SIN05451Q0185293 M S CUMMINS TECHNOLO,INR,N,0
70202089,N,27/12/18,87,Cummins Technologies India Pvt. Ltd.,,NEFT SIN05451Q0185357 M S CUMMINS TECHNOLO◘,INR,N,0
70202090,N,28/12/18,4,Applied Materials India Pvt. Ltd.,,Blank,INR,N,0
70202091,N,28/12/18,14,Survival Systems India,,"CH NO 115738 Being Amount paid towards INV NO 20211599,20211611,20211590,20211566",INR,Y,0.34
70202093,N,28/12/18,844,GIA India Laboratory Pvt. Ltd.,,NEFT HSBCN18361765573 GIA INDIA LABORATORY PRIVAT,INR,N,0
70202094,N,28/12/18,128,Galiakotwala Engineering Co. Pvt. Ltd.,,TRF FROM GALIAKOTWALA ENGINEERING CO PVT LTD,INR,N,0
70202095,N,28/12/18,87,Cummins Technologies India Pvt. Ltd.,,NEFT SIN05451Q0185762 M S CUMMINS TECHNOLO,INR,N,0
70202096,N,28/12/18,87,Cummins Technologies India Pvt. Ltd.,,NEFT SIN05451Q0185750 M S CUMMINS TECHNOLO,INR,N,0
70202301,N,26/12/18,_SYS00000004797,TD 3022751309,,,INR,Y,2920000
70202099,N,28/12/18,463,Cargill India Pvt. Ltd.,,NEFT 181228388GN00082 CARGILL INDIA PRIVATELIMITE,INR,N,0
70202100,N,28/12/18,1512,Covestro India Pvt. Ltd.,,NEFT 181228342GN00001 COVESTRO INDIA PRIVATELIM,INR,N,0
70202101,N,27/12/18,773,Piramal Enterprises Ltd.,,NEFT N361180711105449 PIRAMAL ENTERPRISES LIMITED,INR,Y,0.23
70202102,N,27/12/18,87,Cummins Technologies India Pvt. Ltd.,,,INR,N,0
70202302,N,26/12/18,_SYS00000004792,TD 3022598541,,,INR,Y,2200000
70202105,N,29/12/18,1591,Hindustan Zinc Ltd.,,NEFT N363180712979791 HINDUSTAN ZINC LTD,INR,N,0
70202106,N,27/12/18,155,Henkel Adhesive Technologies India Pvt. Ltd.,,being amount received from HENKEL THROUGH FRN NO  796GFC1831843,INR,N,0
70202107,N,27/12/18,155,Henkel Adhesive Technologies India Pvt. Ltd.,,being amount received from HENKEL THROUGH FRN NO  796GFC1831829,INR,N,0
70202108,N,27/12/18,155,Henkel Adhesive Technologies India Pvt. Ltd.,,being amount received from HENKEL THROUGH FRN NO  796GFC1831829,INR,N,0
70202109,N,27/12/18,155,Henkel Adhesive Technologies India Pvt. Ltd.,,being amount received from HENKEL THROUGH FRN NO   796GFC1831879☺ 20211580 being amount received from HENKEL THROUGH FRN NO   796GFC1831879☺ 20211580,INR,N,0
70202112,N,27/12/18,155,Henkel Adhesive Technologies India Pvt. Ltd.,,Being amount received from HENKEL THROUGH FRN NO 796GFC1831893 20211584,INR,N,0
70202113,N,27/12/18,155,Henkel Adhesive Technologies India Pvt. Ltd.,,Being amount received from HENKEL THROUGH FRN NO  796GFC1831891,INR,N,0
70202114,N,27/12/18,155,Henkel Adhesive Technologies India Pvt. Ltd.,,Being amount received from HENKEL THROUGH FRN NO 796GFC1831893,INR,N,0
70202115,N,27/12/18,155,Henkel Adhesive Technologies India Pvt. Ltd.,,27512,INR,N,0
70202116,N,27/12/18,155,Henkel Adhesive Technologies India Pvt. Ltd.,,Being amount received from HENKEL THROUGH FRN NO 796GFC1831910,INR,N,0
70202117,N,27/12/18,155,Henkel Adhesive Technologies India Pvt. Ltd.,,Being amount received from HENKEL THROUGH FRN NO 796GFC1831848,INR,N,0
70202118,N,27/12/18,155,Henkel Adhesive Technologies India Pvt. Ltd.,,Being amount received from HENKEL THROUGH FRN NO 796GFC1831868,INR,N,0
70202119,N,27/12/18,155,Henkel Adhesive Technologies India Pvt. Ltd.,,Being amount received from HENKEL THROUGH FRN NO 796GFC1831868 20211588 (705),INR,N,0
70202122,N,27/12/18,155,Henkel Adhesive Technologies India Pvt. Ltd.,,Being amount received from HENKEL THROUGH FRN NO 796GFC1831896,INR,N,0
70202123,N,27/12/18,155,Henkel Adhesive Technologies India Pvt. Ltd.,,Being amount received from HENKEL THROUGH FRN NO  796GFC1831857,INR,N,0
70202124,N,27/12/18,155,Henkel Adhesive Technologies India Pvt. Ltd.,,Being amount received from HENKEL THROUGH FRN NO  796GFC1831894,INR,N,0
70202125,N,27/12/18,155,Henkel Adhesive Technologies India Pvt. Ltd.,,Being amount received from HENKEL THROUGH FRN NO  796GFC1831869,INR,N,0
70201316,N,12/06/18,1861,GE India Industrial Pvt. Ltd. (Division: Renewable Energy),,being amount received from GE POWER Through UTR NO HSBCN18163488414 towards Inv no 200852,INR,Y,17174.89
70201366,N,16/08/18,2010103600,ESIC Payable,,,INR,Y,46042
70200748,N,05/07/18,_SYS00000004709,TD 3020393080,,,INR,Y,2550000
70200752,N,11/07/18,_SYS00000004712,TD 3020495285,,,INR,Y,20000
70200753,N,11/07/18,_SYS00000004713,TD 3020512672,,,INR,Y,280000
70200750,N,05/07/18,_SYS00000004711,TD 3020427659,,,INR,Y,310000
70200749,N,05/07/18,_SYS00000004710,TD 3020413356,,,INR,Y,100000
70201736,N,14/09/18,1925,Value Beverages,,82780,INR,Y,7014.52
70201684,N,19/10/18,1931,Knexir Consultants Pvt. Ltd.,,NEFT K123182920077294 M S KNEXIR CONSULTANTS PRIV,INR,Y,15486
70202039,N,18/12/18,1940,Landmark Cars Pvt. Ltd.,,NEFT N352180705660434 LANDMARK CARS PVT LTD,INR,Y,0.1
70202127,N,27/12/18,155,Henkel Adhesive Technologies India Pvt. Ltd.,,Being amount received from HENKEL THROUGH FRN NO 796GFC1831877 20211585 (Pune),INR,N,0
70202128,N,27/12/18,155,Henkel Adhesive Technologies India Pvt. Ltd.,,Being amount received from HENKEL THROUGH FRN NO 796GFC1831924,INR,N,0
70202129,N,28/12/18,155,Henkel Adhesive Technologies India Pvt. Ltd.,,being amount received from HENKEL THROUGH FRN NO 796GFC183200 20211145,INR,N,0
70202132,N,31/12/18,129,GE Diesel Locomotive Pvt. Ltd.,,NEFT HSBCN18365063842 GE DIESEL LOCOMOTIVE PRIVAT,INR,Y,0.48
70202137,N,31/12/18,463,Cargill India Pvt. Ltd.,,NEFT 181231500GN00042 CARGILL INDIA PRIVATELIMITE♥,INR,N,0
70202133,N,31/12/18,1530,Stanley Engineered Fastening India Pvt. Ltd.,,NEFT HSBCN18365172167 STANLEY ENGINEERED FASTENIN,INR,N,0
70202138,N,27/12/18,155,Henkel Adhesive Technologies India Pvt. Ltd.,,being amount received from HENKEL THROUGH FRN NO  796GFC1831834,INR,N,0
70202142,N,20/12/18,198,J S Equipments,,RTGS UBINR52018122000340903 J S EQUIPMENTS,INR,N,0
70202143,N,20/12/18,87,Cummins Technologies India Pvt. Ltd.,,NEFT SIN05451Q0184974 M Cummins Technolo RTGS,INR,Y,25653.27
70202147,N,18/06/18,_SYS00000004250,IOB - CA - 038802000002914,,Ch NO 811155 Being funds trasfer from BMIS(IOB) to BMPL (kotak),INR,Y,4071755.1
70202050,N,01/12/18,SC-00688,Maini Materials Movement Pvt. Ltd.,,Twice payment refund-RTGS Material delivered towards PO NO 40910041 inq no 27514 this is for HENKEL S.P.RS.515789/- B.P.RS.490000/- MARGIN RS.25789/- (4.99%) MAINI MATERIAL MOV- REV-MAINI MATERIAL PO NO 40910041,INR,Y,578200
70202056,N,18/12/18,SC-8889,Aramex India Pvt. Ltd.,,NEFT HSBCN18352981192 ARAMEX INDIA PRIVATE LIMITE☻,INR,Y,213867
70201975,N,05/06/18,488,GE India Industrial Pvt. Ltd. (Division: Wind Energy) (Wind India BID code 285005),,NEFT HSBCN18156947600 GE INDIA INDUSTRIAL PRIVATE,INR,N,0
70201992,N,13/12/18,128,Galiakotwala Engineering Co. Pvt. Ltd.,,BY CLG INST 920338:COB AT MUMBAI,INR,Y,4745600
70201971,N,17/05/18,1,GE India Industrial Pvt. Ltd.,,Being amount received from GE Through UTR NO  HSBCN18137289761,INR,Y,0
70201995,N,14/12/18,1932,Bituflex Shipping And Trading LLP,,RTGS INDBR22018121400575629 BITUFLEX SHIPPING A,INR,Y,1000000
70201959,N,01/08/18,198,J S Equipments,,RTGS UBINR52018080100208798 J S EQUIPMENTS◘,INR,Y,500000
70201979,N,16/11/18,1,GE India Industrial Pvt. Ltd.,,NEFT HSBCN18320198870 GE INDIA INDUSTRIAL PRIVATE,INR,N,0
70201919,N,05/12/18,198,J S Equipments,,RTGS UBINR52018120500184384 J S EQUIPMENTS,INR,Y,800000
70202072,N,24/12/18,1123,Samsung India Electronics Pvt. Ltd.,,NEFT 20181224721461 SAMSUNG C AND T INDIA PRIVATE,INR,Y,8732
70202148,N,08/06/18,SC-208175,Surender Kumar,,NEFT CMS838355056 URBANCLAP TECHNOLOGIES INDIA PV (sanjukta done again card payment so refund received ),INR,Y,2600
70201952,N,10/12/18,34,Amazon Seller Services Pvt. Ltd.,,NEFT 181210345GN00615 AMAZON PAY IND PVT LTD INT,INR,Y,10486.62
70201950,N,10/12/18,580,GE T and D India Ltd.,,NEFT CITIN18961490190 GE T D INDIA LIMITED FSSC,INR,Y,157710.6
70202010,N,17/12/18,125,Flipkart Internet Pvt. Ltd.,,NEFT 181217192GN00284 FLIPKART INTERNET PVTLTD,INR,Y,34.92
70201969,N,18/04/18,488,GE India Industrial Pvt. Ltd. (Division: Wind Energy) (Wind India BID code 285005),,GE INDIA INDUSTRIAL PRIVATE LIMITED UTR no : HSBCR22018041904838111,INR,N,0
70202053,N,06/12/18,SC-9105,S. R. Enterprises - Mumbai,,NEFT BKIDN18340679804 S R ENTERPRISES - amount wrongly amount debited reverse,INR,Y,25007
70201983,N,17/05/18,SC-6408,Shraddha Tooling Systems,,RTGS RETURN Material delivered on 26/04/18 towards Po No 40710023 inq no 14815 this is for ALSTOM S.P.RS.196560/- B.P.RS.187920/- MARGIN RS.8640/- (4.39%)- SHRADDHA TOOLING,INR,Y,221746
70201912,N,04/12/18,1932,Bituflex Shipping And Trading LLP,,NEFT 000162511733 BITUFLEX SHIPPING AND TRADING L,INR,Y,800000
70202069,N,13/12/18,1706,IEC-TSL Ingenious Energy LLP,,BY CLG INST 16:HDFC AT CH NO 000011 BEING AMOUNT RECEIVED FROM IEC TSL,INR,Y,3658568
70202054,N,05/12/18,207759,Al Shirawi Equipment Company LLC,,Being Advance received towards Pi No 20211058 USD 1745.00@70.54,USD,Y,123092.3
70202049,N,01/12/18,SC-01325,S.R. Enterprises,,Twice payment refund RTGS Material delivered towards Po NO 40610423 inq no 26409 this is for GE T& D S.P.RS.41648/- B.P.RS.37275/- MARGIN RS.4373/- (10.49%) S.R.ENTERPRISE- REV-S R ENTERPRISES PO NO 40610423☺,INR,Y,43984
70202068,N,11/12/18,128,Galiakotwala Engineering Co. Pvt. Ltd.,,BY CLG INST 920338:COB AT MUMBAI,INR,Y,4745600
70202146,N,12/06/18,530,Bharti Airtel Ltd.,,,INR,Y,2449.68
70202061,N,21/12/18,1932,Bituflex Shipping And Trading LLP,,NEFT 000165269954,INR,Y,600000
70201974,N,01/06/18,488,GE India Industrial Pvt. Ltd. (Division: Wind Energy) (Wind India BID code 285005),,Being amount received from GE Through UTR NO  HSBCN18153732831,INR,Y,0.17
70202136,N,31/12/18,1959,Dr. Lal PathLabs Ltd.,,NEFT N365180714295604 DR LAL PATHLABS LTD,INR,Y,67590
70201978,N,09/08/18,1,GE India Industrial Pvt. Ltd.,,92530.4,INR,N,0
70202046,N,03/12/18,SC-7405,Deepak Corporation,,IMPS from 03122018 16 Ref 833716409632,INR,Y,19942
70202195,N,26/10/18,_SYS00000004770,TD 3022013548,,,INR,Y,4100000
70201944,N,04/12/18,14,Survival Systems India,,ch no 639321,INR,Y,540589
70202103,N,29/12/18,1467,GSH Facilities Management Services Pvt. Ltd.,,CH NO 003100,INR,N,0
70202145,N,11/06/18,102,DHL Supply Chain India Pvt. Ltd.,,NEFT 180611552GN00004 DHL SUPPLY CHAIN INDIA,INR,Y,4219
70202135,N,31/12/18,34,Amazon Seller Services Pvt. Ltd.,,NEFT 181231621GN00618 AMAZON PAY IND PVT LTD INT,INR,Y,1739.1
70202415,N,27/12/18,_SYS00000004656,ICICI BANK - 032305003478,,Being Fund transfer from ICICI BANK TO Kotak Bank,INR,Y,2000000
70201905,N,27/11/18,53,BEL Optronic Devices Ltd.,,NEFT-SBIN-SBIN618331880595-BEL OPTRON-/ATTN/,INR,Y,18953
70201970,N,16/04/18,488,GE India Industrial Pvt. Ltd. (Division: Wind Energy) (Wind India BID code 285005),,HSBCR22018041604824378,INR,N,0
70201973,N,30/05/18,488,GE India Industrial Pvt. Ltd. (Division: Wind Energy) (Wind India BID code 285005),,Being amount received from GE through UTR NO HSBCR22018053004969751,INR,N,0
70201914,N,04/12/18,244,MetaStar,,NEFT AXIR183382075836 META STAR☺,INR,Y,100000
70201977,N,10/07/18,1,GE India Industrial Pvt. Ltd.,,NEFT HSBCN18191027746 GE INDIA INDUSTRIAL PRIVATE,INR,N,0
70202063,N,21/12/18,SC-01141,Ruchit Enterprise,,INST 629722,INR,Y,99856
70201960,N,30/04/18,194,John Energy Ltd.,,UTR no : YESBR52018043055743180 Being 25% Advance received 95 lac +18% GST,INR,Y,11210755.2
70202144,N,06/06/18,155,Henkel Adhesive Technologies India Pvt. Ltd.,,NEFT 180606989GN00082 HENKEL ADHESIVES TECHNO,INR,Y,16437.3
70201967,N,16/04/18,488,GE India Industrial Pvt. Ltd. (Division: Wind Energy) (Wind India BID code 285005),,UTR NO. HSBCN18107863977,INR,N,0
70202055,N,13/12/18,207759,Al Shirawi Equipment Company LLC,,Being Advance received towards Pi No 20211058 USD 2993.00@70.54,USD,Y,211126.22
70201922,N,06/12/18,34,Amazon Seller Services Pvt. Ltd.,,IMPS from Amazon Sell Ref 834014299021,INR,Y,3098.12
70201980,N,03/09/18,1,GE India Industrial Pvt. Ltd.,,NEFT HSBCN18246607062 GE INDIA INDUSTRIAL PRIVATE,INR,N,0
70202075,N,24/12/18,34,Amazon Seller Services Pvt. Ltd.,,NEFT 181224357GN01933 AMAZON PAY IND PVT LTD INT,INR,Y,4908.86
70202041,N,19/12/18,125,Flipkart Internet Pvt. Ltd.,,NEFT 181219176GN00216 FLIPKART INTERNET PVTLTD196.70,INR,Y,196.7
70202052,N,05/12/18,SC-9062,Arihant Electronics,,NEFT AXIR183392382779 ARIHANT ELECTRONICS☻,INR,Y,24800
70202139,N,05/12/18,155,Henkel Adhesive Technologies India Pvt. Ltd.,,NEFT 181204AQ6GN00013 HENKEL ADHESIVES TECHNO LOG☻,INR,Y,28421.05
70202008,N,17/12/18,128,Galiakotwala Engineering Co. Pvt. Ltd.,,MB PO 40610703 VIVEK Ref 835118698853,INR,Y,4745600
70202047,N,07/12/18,SC-7405,Deepak Corporation,,IMPS from 07122018 16 Ref 834116125680 IMPS from 07122018 16 Ref 834116125680 IMPS from 07122018 16 Ref 834116125680,INR,Y,7670
70202134,N,31/12/18,207976,Crystal Impex Ltd.,,RTGS ORBCR52018123100097801 CRYSTAL IMPEX LTD,INR,Y,2500000
70202097,N,28/12/18,207976,Crystal Impex Ltd.,,RTGS ORBCR52018122800099090 CRYSTAL IMPEX LTD,INR,Y,4000000
70202058,N,20/12/18,1932,Bituflex Shipping And Trading LLP,,RTGS INDBR22018122000620388 BITUFLEX SHIPPING A,INR,Y,1200000
70202011,N,17/12/18,34,Amazon Seller Services Pvt. Ltd.,,NEFT 181217263GN00179 AMAZON PAY IND PVT LTD INT,INR,Y,2235.53
70202131,N,04/06/18,530,Bharti Airtel Ltd.,,being amount received from BHARTI AIRTEL Through UTR NO N149180550075072,INR,N,0
70201945,N,07/12/18,504,Magicbricks Realty Services Ltd.,,NEFT N341180697133924 MAGICBRICKS REALTY SERVICES - Advance Payment,INR,Y,144000
70202092,N,28/12/18,14,Survival Systems India,,ch no 115740,INR,N,0
70202062,N,21/12/18,125,Flipkart Internet Pvt. Ltd.,,Flipkart,INR,Y,467.33
