Inquiry Number,BM #,Description,SO #,Order Date,AR Invoice #,Inquiry Number,AR Invoice Date,Qty,Unit Price,Selling Price (as per SO / AR Invoice),Margin (in %),Tax Type,Tax Rate,Tax Amount,Gross Total Selling
1975,BM0C4H3,"Part #932-Screw Drivers, C.A. Transparent Green Handle, Flat Screw Drivers-Length mm -Least Max. Opening mm -Std. Pkg. 10-Make : Taparia",200162,28-Sep-15,0321/15.16,1975,29-Oct-2015,10,34,340,44%,12.5% VAT,13%,44,384
1975,BM0Z1I1,Allen Key Set Inches Make:-Force,200162,28-Sep-15,0321/15.16,1975,29-Oct-2015,1,962,962,45%,12.5% VAT,13%,125,1087
1975,BM0Z1I0,Allen Key Set Mm Make:-Force,200162,28-Sep-15,0321/15.16,1975,29-Oct-2015,1,962,962,45%,12.5% VAT,13%,125,1087
1975,BM0Z1I3,Screw Driver Set(Insulated) Make :-Gedore,200162,28-Sep-15,0383/15.16,1975,8-Dec-2015,1,7710,7710,46%,12.5% VAT,13%,1002,8712
1975,BM0C8F6,Part # 1-89-190 - SOCKET HEX BIT 1/2 SQ. DR. 10mm Make: Stanley,200162,28-Sep-15,0321/15.16,1975,29-Oct-2015,2,164,328,52%,12.5% VAT,13%,43,371
1975,BM0C8F7,Part # 1-89-191 - SOCKET HEX BIT 1/2 SQ. DR. 12mm Make: Stanley,200162,28-Sep-15,0321/15.16,1975,29-Oct-2015,2,181,362,56%,12.5% VAT,13%,47,409
1975,BM0C8F4,Part # 1-89-188 - SOCKET HEX BIT 1/2 SQ. DR. 6mm Make: Stanley,200162,28-Sep-15,0321/15.16,1975,29-Oct-2015,2,155,310,52%,12.5% VAT,13%,40,350
1975,BM0C7B2,"CRIMPING PLIER, 230mm- 9",200162,28-Sep-15,0321/15.16,1975,29-Oct-2015,3,347,1041,52%,12.5% VAT,13%,135,1176
1975,BM0O4A7,Part # 66-120 - SPARK DETECTING S/D 100-500V Make: Stanley,200162,28-Sep-15,0321/15.16,1975,29-Oct-2015,10,89,890,52%,12.5% VAT,13%,116,1006
1975,BM0C8Y9,"HEX KEY SET-RING, 10PCS, IMPERIAL",200162,28-Sep-15,0321/15.16,1975,29-Oct-2015,3,281,843,52%,12.5% VAT,13%,110,953
1975,BM0C8F1,Part # 1-88-558 - ADAPTER 1/2 SQ. DR. F*3/4 SQ. DR. M Make: Stanley,200162,28-Sep-15,0321/15.16,1975,29-Oct-2015,1,219,219,52%,12.5% VAT,13%,28,247
1975,BM0C7B2,"CRIMPING PLIER, 230mm- 9",200162,28-Sep-15,0321/15.16,1975,29-Oct-2015,2,337,674,49%,12.5% VAT,13%,88,762
1975,BM0C7K2,T-Bar Socket 13 mm,200162,28-Sep-15,0321/15.16,1975,29-Oct-2015,2,551,1102,52%,12.5% VAT,13%,143,1245
1975,BM0F7O3,"Part # J7290-4M - Proto® 3/8"" Drive Hex Bit Impact Socket - 4 mm Make: PROTO",200162,28-Sep-15,0553/15.16,1975,16-Mar-2016,2,2155,4310,50%,12.5% VAT,13%,560,4870
1975,BM0F7O8,"Part # J72907/32 - Proto® 3/8"" Drive Hex Bit Impact Socket - 7/32"" Make: PROTO",200162,28-Sep-15,0553/15.16,1975,16-Mar-2016,3,1445,4335,50%,12.5% VAT,13%,564,4899
1975,BM0F7O8,"Part # J72907/32 - Proto® 3/8"" Drive Hex Bit Impact Socket - 7/32"" Make: PROTO",200162,28-Sep-15,0553/15.16,1975,16-Mar-2016,1,1445,1445,43%,12.5% VAT,13%,188,1633
1975,BM0C7F6,"Part # 84-475-22 - WIRE STRIPPER(CUTTER)-AWG12-22, 150mm-6 Make: Stanley",200162,28-Sep-15,0321/15.16,1975,29-Oct-2015,2,1011,2022,52%,12.5% VAT,13%,263,2285
1975,BM0C9M8,Part # 94-171 - 5PC. EXTRACTORS SET Make: Stanley,200162,28-Sep-15,0321/15.16,1975,29-Oct-2015,1,512,512,17%,12.5% VAT,13%,67,579
1975,BM0C7P6,Part # 70115-S - FEELER GAUGE 25 BALDES - 0.04 TO 1.00mm Make: Stanley,200162,28-Sep-15,0321/15.16,1975,29-Oct-2015,1,517,517,52%,12.5% VAT,13%,67,584
1975,BM0C7R3,"Part # 84-448-23 - PLIER CIRCLIP, BENT INTERNAL, 230mm-9 Make: Stanley",200162,28-Sep-15,0321/15.16,1975,29-Oct-2015,2,628,1256,17%,12.5% VAT,13%,163,1419
1975,BM0C7K0,Part # 93-304-1-22 - T-Bar Socket 10 mm Make: Stanley,200162,28-Sep-15,0321/15.16,1975,29-Oct-2015,2,536,1072,52%,12.5% VAT,13%,139,1211
1975,BM0C7R6,"Part # 84-335-23 - PLIER CIRCLIP, STRAIGHT EXTERNAL,230mm-9 Make: Stanley",200162,28-Sep-15,0321/15.16,1975,29-Oct-2015,1,628,628,52%,12.5% VAT,13%,82,710
1975,BM0C8X4,"Part # 70-943E - COMBINATION SPANNER, 13mm Make: Stanley",200162,28-Sep-15,0321/15.16,1975,29-Oct-2015,3,56,168,60%,12.5% VAT,13%,22,190
1975,BM0C8F5,Part # 1-89-189 - SOCKET HEX BIT 1/2 SQ. DR. 8mm Make: Stanley,200162,28-Sep-15,0321/15.16,1975,29-Oct-2015,2,164,328,52%,12.5% VAT,13%,43,371
1975,BM0O5X6,Part # 94-346 - 4.0mm 2-Way T-hdl Hex Key Make: Stanley,200162,28-Sep-15,0321/15.16,1975,29-Oct-2015,2,339,678,52%,12.5% VAT,13%,88,766
1975,BM0C8E9,Part # 1-86-414 - ADAPTER 1/2 SQ. DR. F*3/8 SQ. DR. M Make: Stanley,200162,28-Sep-15,0321/15.16,1975,29-Oct-2015,2,128,256,52%,12.5% VAT,13%,33,289
1975,BM0C8E9,Part # 1-86-414 - ADAPTER 1/2 SQ. DR. F*3/8 SQ. DR. M Make: Stanley,200162,28-Sep-15,0321/15.16,1975,29-Oct-2015,2,128,256,52%,12.5% VAT,13%,33,289
1975,BM0C7F5,"RETRACTABLE UTILITY KNIFE, 156mm - 6 1/8",200162,28-Sep-15,0321/15.16,1975,29-Oct-2015,4,236,944,52%,12.5% VAT,13%,123,1067
1975,BM0O5X7,Part # 94-348 - 6.0mm 2-Way T-hdl Hex Key Make: Stanley,200162,28-Sep-15,0321/15.16,1975,29-Oct-2015,2,506,1012,52%,12.5% VAT,13%,132,1144
1975,BM0C8X9,"Part # 70-949E - COMBINATION SPANNER, 19mm Make: Stanley",200162,28-Sep-15,0321/15.16,1975,29-Oct-2015,2,107,214,60%,12.5% VAT,13%,28,242
1975,BM0C7Q9,"Part # 70-462 - LONG NOSE PLIER, Sng Clr Sleeve, 152mm-6 Make: Stanley",200162,28-Sep-15,0321/15.16,1975,29-Oct-2015,2,355,710,60%,12.5% VAT,13%,92,802
1975,BM0C8X7,"Part # 70-947E - COMBINATION SPANNER, 17mm Make: Stanley",200162,28-Sep-15,0321/15.16,1975,29-Oct-2015,1,85,85,61%,12.5% VAT,13%,11,96
1975,BM0O3Z4,Part # 500-196-30 - Vernier Caliper (Digital) Make:-Mitutiyo,200162,28-Sep-15,0321/15.16,1975,29-Oct-2015,1,7793,7793,40%,12.5% VAT,13%,1013,8806
1975,BMC6G9G,Digimatic Caliper 0-6in 0-150mm,200162,28-Sep-15,0278/15.16,1975,30-Sep-2015,2,8313,16626,19%,12.5% VAT,13%,2161,18787
1975,BMC6G6Z,Digimatic Caliper 0-12in 0-300mm,200162,28-Sep-15,0278/15.16,1975,30-Sep-2015,2,21063,42126,16%,12.5% VAT,13%,5476,47602
2270,BM1A8U5,"Pick/Hook Set, 4 PC",100000302,28-Sep-15,0303/15.16,2270,21-Oct-2015,1,798,798,35%,,0%,-,798
2236,BM1A8U3,Model #: WS-705 - Neoprene Suit( 5 MM),100000305,29-Sep-15,0286/15.16,2236,9-Oct-2015,2,8698,17396,-8%,12.5% VAT,13%,2261,19657
2236,BM1A8U2,"Model #: IST Brand - Booties - Size :  9-06, 10-08, 11-05, 12-02 and 13-02",100000305,29-Sep-15,0286/15.16,2236,9-Oct-2015,23,2481,57063,-6%,12.5% VAT,13%,7418,64481
2236,BM1A8T9,Model #: R-7 - Diving Regulator 1st stage,100000305,29-Sep-15,0286/15.16,2236,9-Oct-2015,3,8448,25344,-6%,12.5% VAT,13%,3295,28639
2236,BM1A8U0,Model #: GP-15 MINI SPG - Diving  pressure gauge with HP hose,100000305,29-Sep-15,0286/15.16,2236,9-Oct-2015,5,7748,38740,-5%,12.5% VAT,13%,5036,43776
2236,BM1A8U1,Model #: HDN0150 - Diving Hood 5mm,100000305,29-Sep-15,0286/15.16,2236,9-Oct-2015,5,1518,7590,-5%,12.5% VAT,13%,987,8577
2236,BM1A8T8,Model #: 1-VLV-RT - Diving cylinder Neck Valve,100000305,29-Sep-15,0286/15.16,2236,9-Oct-2015,3,5748,17244,-5%,12.5% VAT,13%,2242,19486
2236,BM1A8U4,R8/5 Model Demand valve LP octo rubber hose,100000305,29-Sep-15,0286/15.16,2236,9-Oct-2015,8,1063,8504,-5%,12.5% VAT,13%,1106,9610
2236,BM1A8T7,Model #: WF-7902 - Fins (L/XL),100000305,29-Sep-15,0286/15.16,2236,9-Oct-2015,3,3448,10344,-3%,12.5% VAT,13%,1345,11689
1163,BM1A8U7,991187060876 Face Mask For Clean Room (414004667)(1Case=500Nos),100000770,30-Sep-15,0339/15.16,1163,9-Nov-2015,3500,16.64,58240,84%,5.0% VAT,5%,2912,61152
1163,BM1A8U7,991187060876 Face Mask For Clean Room (414004667)(1Case=500Nos),100000770,30-Sep-15,0455/15.16,1163,19-Jan-2016,4000,16.64,66560,84%,5.0% VAT,5%,3328,69888
2005,BM1A8K1,Pressure Spring (C/S=2.5: ID=18.5: LG=70),200209,30-Sep-15,0322/15.16,2005,29-Oct-2015,10,32,320,13%,5.5% VAT,6%,19,339
2005,BM1A8J9,"SET SCREW CUP POINT, ANSI B18.3 - 3/16-24UNC x 3/8 - 8.8",200209,30-Sep-15,0322/15.16,2005,29-Oct-2015,10,9,90,17%,5.5% VAT,6%,5,95
2005,BM1A8K0,Hex. Jam Nut,200209,30-Sep-15,0322/15.16,2005,29-Oct-2015,10,9,90,17%,5.5% VAT,6%,5,95
2005,BM1A9B2,"Spring Pin 
spnsti-ansi-b18.8.2-(40-50rc)
Dia 3/16’’x Length 3/8’’.
Carbon Steel with Hardness 40-50 HRC",200209,30-Sep-15,0368/15.16,2005,28-Nov-2015,14285,4,57140,44%,12.5% VAT,13%,7428,64568
2014,BM1A8T4,Barrel Stirrer Model IDMD AP / 0.25 with Piston Air Motor,100000328,30-Sep-15,0293/15.16,2014,13-Oct-2015,1,47727,49227,8%,12.5% VAT,13%,6400,55627
1696,BM1A8I7,"Supply of magnetic actuators
Model NO. MXG461.50-30
Cast iron body,PN16,DN50,AC 24 V",100001402,03-Oct-15,0327/15.16,1696,31-Oct-2015,2,51322,102644,11%,12.5% VAT,13%,13344,115988
1696,BM1A8I6,"Supply of magnetic actuators
Model NO. MXG461.40-20
Cast iron body,PN16,DN40,AC 24 V",100001402,03-Oct-15,0327/15.16,1696,31-Oct-2015,2,48679,97358,11%,12.5% VAT,13%,12657,110015
1885,BM1A8H6,"Part # J848A - Proto® Aluminum Pipe Wrench 48""",100000842,05-Oct-15,0281/15.16,1885,5-Oct-2015,1,27182,27458,9%,2.0% VAT,2%,549,28007
1885,BM1A8H5,"Part # J836A - Proto® Aluminum Pipe Wrench 36""",100000842,05-Oct-15,0281/15.16,1885,5-Oct-2015,2,16039,32353,9%,2.0% VAT,2%,647,33000
1885,BM1A8H4,"Part # J824A - Proto® Aluminum Pipe Wrench 24""",100000842,05-Oct-15,0281/15.16,1885,5-Oct-2015,3,7755,23540,9%,2.0% VAT,2%,471,24011
2226,BM1A8S3,ER20 Collect 9.0 to 10 - Single Piece Collet,100000306,05-Oct-15,0296/15.16,2226,13-Oct-2015,5,583,2915,27%,,0%,-,2915
2226,BM1A8S2,"AE 201 Total Hardness Test Kit 2-40, 5-100 mg/l as CaCO3 250",100000306,05-Oct-15,0296/15.16,2226,13-Oct-2015,1,950,950,49%,,0%,-,950
2367,BM0C7F5,"RETRACTABLE UTILITY KNIFE, 156mm - 6 1/8",100000860,05-Oct-15,0291/15.16,2367,10-Oct-2015,11,135,2200,44%,12.5% VAT,13%,286,2486
2018,BM1A8J4,6408.2ZR - FAG Deep Groove Ball Bearing,100000991-2,06-Oct-15,0283/15.16,2018,8-Oct-2015,5,932,4660,28%,5.0% VAT,5%,233,4893
2212,BM1A8V0,503GT001 Series Immersion Suit S1-503GT001-YLNY- MR - Training Suit,100000308,06-Oct-15,0436/15.16,2212,8-Jan-2016,5,52076,260380,-1%,,0%,-,260380
2212,BM1A8V1,503GT001 Series Immersion SuitS1-503GT001-YLNY- LR - Training Suit,100000308,06-Oct-15,0436/15.16,2212,8-Jan-2016,4,52345,209380,0%,,0%,-,209380
2212,BM1A8V2,503GT001 Series Immersion Suit S1-503GT001-YLNY- LT - Training Suit,100000308,06-Oct-15,0436/15.16,2212,8-Jan-2016,3,52794,158382,0%,,0%,-,158382
2212,BM1A8V3,503GT001 Series Immersion Suit S1-503GT001-YLNY- XLT - Training Suit,100000308,06-Oct-15,0436/15.16,2212,8-Jan-2016,3,52794,158382,39%,,0%,-,158382
2212,BM1A8U9,503GT001 Series Immersion Suit S1-503GT001-YLNY- SR - Training Suit,100000308,06-Oct-15,0436/15.16,2212,8-Jan-2016,2,53691,107382,2%,,0%,-,107382
2212,BM1A8V4,503GT001 Series Immersion Suit S1-503GT001-YLNY- 2XLT - Training Suit,100000308,06-Oct-15,0436/15.16,2212,8-Jan-2016,2,53691,107382,39%,,0%,-,107382
2212,BM1A8V5,503GT001 Series Immersion Suit S1-503GT001-YLNY- 3XLXT - Training Suit,100000308,06-Oct-15,0436/15.16,2212,8-Jan-2016,1,56381,56381,7%,,0%,-,56381
2420,BM0Z1F3,Cylindrical Radius End (TCRB B2),100000296,06-Oct-15,0282/15.16,2420,8-Oct-2015,100,419,41900,1%,2.0% VAT,2%,838,42738
2420,BM0Z1F2,Three point Ended (TCRB T2),100000296,06-Oct-15,0282/15.16,2420,8-Oct-2015,100,520,52000,1%,2.0% VAT,2%,1040,53040
1887,BM1A8X3,Canon LV-8235 UST (Lamp part no. LV-LP36) + Moduel,100000335,07-Oct-15,0307/15.16,1887,21-Oct-2015,1,20260,20260,1%,12.5% VAT,13%,2634,22894
1887,BM1A8X4,PROJECTOR LAMP INSTALLATION CHARGE,100000335,07-Oct-15,0307/15.16,1887,21-Oct-2015,1,1579,1579,-2%,12.5% VAT,13%,205,1784
1840,BM1A8G9,"HT-150 Mini Hydraulic Crimper 4-150m
Crimping force 35KN
Crimping range Cu 4-150mm2 
Stroke 9mm 
Material Aluminum alloy 
Length 215mm 
Weight 1.36kg 
Package Plastic box 
Crimping type Hexagon 
Accessories 
Crimping dies: 
4,6,8,10,16,25,35,50,70,95,120,150mm2",100000993-1,12-Oct-15,0292/15.16,1840,12-Oct-2015,1,43471,43471,9%,5.0% VAT,5%,2174,45645
2195,BM1A8S7,M.S GRADE 4.6 ANCHOR FASTNER 16 MM X 150 MM,100000313,13-Oct-15,0319/15.16,2195,29-Oct-2015,150,45,6750,16%,5.0% VAT,5%,338,7088
2195,BM1A8S8,M.S GRADE 4.6 ANCHOR FASTNER 12 MM X 100 MM,100000313,13-Oct-15,0319/15.16,2195,29-Oct-2015,300,20,6000,19%,5.0% VAT,5%,300,6300
2195,BM1A8S9,M.S GRADE 4.6 ANCHOR FASTNER 10 MM X 100 MM,100000313,13-Oct-15,0319/15.16,2195,29-Oct-2015,300,16,4800,19%,5.0% VAT,5%,240,5040
1473,BM1A9K9,VDE 6 PC SET WITH BONUS,100001404,16-Oct-15,0305/15.16,1473,21-Oct-2015,1,1418,1418,8%,2.0% VAT,2%,28,1446
1473,BM1A9K9,VDE 6 PC SET WITH BONUS,100001404,16-Oct-15,0309/15.16,1473,23-Oct-2015,9,1418,12762,14%,2.0% VAT,2%,255,13017
1073,BM1A6P3,Felt Sheet F5 3/4 In Thick 12 x 12 In,100000761,17-Oct-15,0298/15.16,1073,17-Oct-2015,25,2500,62500,-3%,12.5% VAT,13%,8125,70625
1639,BM1A8J3,"WIND SOCK made out of Red and White colour strips from fluorescent parachute cloth 2ft. dia and 6ft. long other end 15” with supported super quality brass/nylon eyelets at equal distance
for tying arrangement with extra P.P. rope. With 1” dia 10ft. long (5ft.+5ft) G.I.Pipe stand with 2ft. dia round ring concealed ball bearing system.(Complete Set)",100000357-1,19-Oct-15,0317/15.16,1639,28-Oct-2015,10,2312.2,24095,16%,2.0% VAT,2%,482,24577
1639,BM1A8J2,"WIND SOCK made out of Red and White colour strips from fluorescent parachute cloth 2ft. dia and 6ft. long other end 15” with supported super quality brass/nylon eyelets at equal distance
for tying arrangement with extra P.P. rope. (Only wind Socks).",100000357-1,19-Oct-15,0317/15.16,1639,28-Oct-2015,30,526.43,18711.9,26%,2.0% VAT,2%,374,19086
2408,BM0Z1H0,ETrex® 10 - GPS hand held,100000297,20-Oct-15,0315/15.16,2408,27-Oct-2015,1,34500,34500,14%,12.5% VAT,13%,4485,38985
1691,BM1A8D4,MANN filter Model No W712,100000828,21-Oct-15,0304/15.16,1691,21-Oct-2015,30,444,13320,21%,2.0% VAT,2%,266,13586
1691,BM1A8D4,MANN filter Model No W712,100000828,21-Oct-15,0201/15.16,1691,21-Aug-2015,70,444,31080,24%,2.0% VAT,2%,622,31702
1831,BM1A8G3,Part # 053.1031.2L0 - 520R2C PUMPHEAD 2.4 WALL,100000994-1,26-Oct-15,0313/15.16,1831,26-Oct-2015,1,80445,80445,23%,12.5% VAT,13%,10458,90903
2550,BM1A9B0,Part No.: 2100-1033_hdw- Description - Spring Pin 3/16 x 1-1/4,100000288,26-Oct-15,0320/15.16,2550,29-Oct-2015,150,10,1500,25%,5.0% VAT,5%,75,1575
2550,BM1A9B1,"Part No.: 3360-1203_hdw-Description- Washer Plate 1/2"" -13 UNC",100000288,26-Oct-15,0320/15.16,2550,29-Oct-2015,100,8,800,33%,5.0% VAT,5%,40,840
2597,BM1A8J2,"WIND SOCK made out of Red and White colour strips from fluorescent parachute cloth 2ft. dia and 6ft. long other end 15” with supported super quality brass/nylon eyelets at equal distance
for tying arrangement with extra P.P. rope. (Only wind Socks).",100000957,26-Oct-15,0318/15.16,2597,28-Oct-2015,50,511.1,28691,19%,2.0% VAT,2%,574,29265
817,BM1A9A9,Neck Brace,100000453,29-Oct-15,0336/15.16,817,6-Nov-2015,3,1765,5295,45%,5.0% VAT,5%,265,5560
1671,BM0Z1G1,"5MM PC-ABS Tray Partitions
Size: 2044 x 150 x 5",100000824,29-Oct-15,0335/15.16,1671,5-Nov-2015,135,1765,238275,2%,2.0% VAT,2%,4766,243041
1671,BM1A9K8,"5MM PC-ABS Tray Partitions
Size: 2044 x 100 x 5",100000824,29-Oct-15,0335/15.16,1671,5-Nov-2015,255,1353,345015,2%,2.0% VAT,2%,6900,351915
1671,BM0Z1G2,"5MM PC-ABS Tray Partitions
Size: 605 x 150 x 5",100000824,29-Oct-15,0335/15.16,1671,5-Nov-2015,245,520,127400,3%,2.0% VAT,2%,2548,129948
1671,BM1A9K7,"5MM PC-ABS Tray Partitions
Size: 605 x 100 x 5",100000824,29-Oct-15,0335/15.16,1671,5-Nov-2015,465,397,184605,3%,2.0% VAT,2%,3692,188297
2616,BM1A3R7,BookBook for iPad Air Rutledge),100000286,29-Oct-15,0363/15.16,2616,26-Nov-2015,12,4547,54564,13%,12.5% VAT,13%,7093,61657
2616,BM1A3R1,"BookBook 13"" (Rutledge)",100000286,29-Oct-15,0363/15.16,2616,26-Nov-2015,12,5112,61344,14%,12.5% VAT,13%,7975,69319
2616,BM1A3R0,BookBook Travel Journal,100000286,29-Oct-15,0363/15.16,2616,26-Nov-2015,6,5125,30750,14%,12.5% VAT,13%,3998,34748
2616,BM1A3Q7,PlugBug World - 10 watt USB Global Travel Charger,100000286,29-Oct-15,0363/15.16,2616,26-Nov-2015,24,2309,55416,15%,5.0% VAT,5%,2771,58187
2616,BM1A3R3,"11"" BookBook MacBook Air w/retail boot - Hardback Leather Sleeve for 11-inch MacBook Air",100000286,29-Oct-15,0363/15.16,2616,26-Nov-2015,12,4136,49632,15%,12.5% VAT,13%,6452,56084
2616,BM1A3R2,"BookBook 15"" (Rutledge)",100000286,29-Oct-15,0363/15.16,2616,26-Nov-2015,12,5190,62280,16%,12.5% VAT,13%,8096,70376
2616,BM1A3R5,"BookBook for 13"" MBP Retina w/retail boot - Hardback Leather Sleeve for 13-inch MBP Retina",100000286,29-Oct-15,0363/15.16,2616,26-Nov-2015,12,4161,49932,16%,12.5% VAT,13%,6491,56423
2616,BM1A3R4,"13"" BookBook MacBook Air w/retail boot - Hardback Leather Sleeve for 13-inch MacBook Air",100000286,29-Oct-15,0363/15.16,2616,26-Nov-2015,12,4198,50376,16%,12.5% VAT,13%,6549,56925
2616,BM1A3R6,"BookBook for 15"" MBP Retina w/retail boot - Hardback Leather Sleeve for 15-inch MBP Retina",100000286,29-Oct-15,0363/15.16,2616,26-Nov-2015,12,4263,51156,18%,12.5% VAT,13%,6650,57806
2616,BM1A3Q9,HoverBar Support Arm for iPad/mini (V3),100000286,29-Oct-15,0363/15.16,2616,26-Nov-2015,9,5711,51399,23%,5.0% VAT,5%,2570,53969
2616,BM1A3Q8,HiRise for MacBook - Adjustable desktop stand for MacBook,100000286,29-Oct-15,0363/15.16,2616,26-Nov-2015,18,4183,75294,27%,5.0% VAT,5%,3765,79059
2616,BM1A3R8,ParcSlope for MacBook,100000286,29-Oct-15,0363/15.16,2616,26-Nov-2015,9,3302,29718,34%,5.0% VAT,5%,1486,31204
1893,BM1A8H9,"Part # 2925B2Ti - IMPACT TOOL, 1"" DRIVE 2061377",100000332,30-Oct-15,0323/15.16,1893,30-Oct-2015,1,78312,78312,15%,12.5% VAT,13%,10181,88493
1893,BM1A8H8,"Part # 2135Ti Max - IMPACT WRENCH 1/2 "" DRIVE . 1072534",100000332,30-Oct-15,0323/15.16,1893,30-Oct-2015,1,26720,26720,16%,12.5% VAT,13%,3474,30194
2636,BM0C7V1,Part # 66-052 - SCREWDRIVER SET PRECISION BI-MATERIAL Make: Stanley,100000284,30-Oct-15,0326/15.16,2636,31-Oct-2015,1,226,226,18%,5.0% VAT,5%,11,237
1197,BM1A6P0,Part No.: S1-7622 - Heliraft-10 Person Training Raft,100000781,02-Nov-15,0331/15.16,1197,2-Nov-2015,1,731308,731308,11%,,0%,-,731308
1197,BM1A6P1,Part No.: S1-7508 - Chemgene (HLD4L),100000781,02-Nov-15,0255/15.16,1197,11-Sep-2015,20,10507,210140,27%,,0%,-,210140
1197,BM1A6O9,Part No.: S1-7353 - Vacuum Gun,100000781,02-Nov-15,0255/15.16,1197,11-Sep-2015,1,58778,58778,86%,,0%,-,58778
2211,BM1A8X6,240 GSM White Airtex Collar T-shirt with Survival Logo Embroidery - Size 46,100000309,02-Nov-15,0360/15.16,2211,25-Nov-2015,8,300,2400,0%,5.0% VAT,5%,120,2520
2211,BM1A8X7,240 GSM White Airtex Collar T-shirt with Survival Logo Embroidery - Size 44,100000309,02-Nov-15,0360/15.16,2211,25-Nov-2015,9,300,2700,0%,5.0% VAT,5%,135,2835
2211,BM1A8X8,240 GSM White Airtex Collar T-shirt with Survival Logo Embroidery - Size 42,100000309,02-Nov-15,0360/15.16,2211,25-Nov-2015,20,300,6000,0%,5.0% VAT,5%,300,6300
2211,BM1A8X9,240 GSM White Airtex Collar T-shirt with Survival Logo Embroidery - Size 40,100000309,02-Nov-15,0360/15.16,2211,25-Nov-2015,18,300,5400,0%,5.0% VAT,5%,270,5670
2211,BM1A8Y0,240 GSM White Airtex Collar T-shirt with Survival Logo Embroidery - Size 38,100000309,02-Nov-15,0360/15.16,2211,25-Nov-2015,15,300,4500,0%,5.0% VAT,5%,225,4725
2211,BM1A8Y1,240 GSM White Airtex Collar T-shirt with Survival Logo Embroidery - Size 36,100000309,02-Nov-15,0360/15.16,2211,25-Nov-2015,10,300,3000,0%,5.0% VAT,5%,150,3150
2211,BM1A8Y2,240 GSM White Airtex Collar T-shirt with Survival Logo Embroidery - Size 32,100000309,02-Nov-15,0360/15.16,2211,25-Nov-2015,6,300,1800,0%,5.0% VAT,5%,90,1890
2643,BM0C7O6,Part # STHT1-43118 - STANLEY CLASSIC BOX LEVEL 12-30CM Make: Stanley,100000875,02-Nov-15,0328/15.16,2643,2-Nov-2015,1,506,571,29%,5.0% VAT,5%,29,600
2644,BM0C7R0,"Part # 70-483 - LONG NOSE PLIER, Dbl Clr SLEEVE, 152mm-6 Make: Stanley",100000876,02-Nov-15,0329/15.16,2644,2-Nov-2015,1,164,229,30%,5.0% VAT,5%,11,240
2644,BM0C7G1,Part # 54-111 - Ball Pein Hammer 340gms-12 Make: Stanley,100000876,02-Nov-15,0329/15.16,2644,2-Nov-2015,1,211,276,35%,5.0% VAT,5%,14,290
2645,BM0C7O6,Part # STHT1-43118 - STANLEY CLASSIC BOX LEVEL 12-30CM Make: Stanley,100000877,02-Nov-15,0330/15.16,2645,2-Nov-2015,1,506,571,29%,5.0% VAT,5%,29,600
2306,BM0Z1F7,Instrument for slot dimension measurement,100000301,03-Nov-15,0333/15.16,2306,3-Nov-2015,1,13376,13376,6%,2.0% VAT,2%,268,13644
2658,BM0O4E0,HYDAC make : FPU-1-250F2.5G2A3K/H,200180,03-Nov-15,0401/15.16,2658,19-Dec-2015,8,19550,156400,4%,12.5% VAT,13%,20332,176732
1851,BM1A8D3,Aerosol Onan Green Spray,100000343,04-Nov-15,0434/15.16,1851,7-Jan-2016,100,182,18200,26%,12.5% VAT,13%,2366,20566
1851,BM1A8D3,Aerosol Onan Green Spray,100000343,04-Nov-15,0367/15.16,1851,28-Nov-2015,100,182,18200,26%,12.5% VAT,13%,2366,20566
2439,BM1A8Z7,"NYLOCUT NUT - 3/8"" X 16 UNC - 2A",100000294,04-Nov-15,0366/15.16,2439,28-Nov-2015,50,18,992.05,19%,12.5% VAT,13%,129,1121
2439,BM1A8Z4,BUTTON HD SOC. CAP SCREW - M6 x 12 Lg,100000294,04-Nov-15,0366/15.16,2439,28-Nov-2015,60,9.9,649.75,18%,12.5% VAT,13%,84,734
2439,BM1A8Z5,HEX SOC. HD.CAP SCREW - 3/8-16NCx3/4Lg,100000294,04-Nov-15,0366/15.16,2439,28-Nov-2015,50,13.5,769.03,23%,12.5% VAT,13%,100,869
2439,BM1A9A0,SET SCREW (GRUB) - 1/4-28 UNF-2B THREADS,100000294,04-Nov-15,0366/15.16,2439,28-Nov-2015,150,13.5,2159.1,18%,12.5% VAT,13%,281,2440
2439,BM1A8Z9,SPRING PIN (SLOTTED) - ..5 X 20 MM LG,100000294,04-Nov-15,0366/15.16,2439,28-Nov-2015,75,4.5,404.52,25%,12.5% VAT,13%,53,457
2439,BM1A8Z2,COMPRESSION SPRING - OD=8: C/S=1: LG-25,100000294,04-Nov-15,0366/15.16,2439,28-Nov-2015,75,28.8,2213.91,34%,12.5% VAT,13%,288,2502
2439,BM1A8Z8,"WASHER - 3/8""",100000294,04-Nov-15,0366/15.16,2439,28-Nov-2015,50,2.7,233.81,59%,12.5% VAT,13%,30,264
2439,BM1A8Z6,"HEX SOC. FLAT HD.CAP SCREW - 1/4-20NCX1"" LG",100000294,04-Nov-15,0366/15.16,2439,28-Nov-2015,50,13.5,768.03,49%,12.5% VAT,13%,100,868
2439,BM1A8Y9,"SOCKET HEAD CAP SCREW - 1/4"" UNC x 2 1/4"" LG",100000294,04-Nov-15,0366/15.16,2439,28-Nov-2015,150,32.4,4968.05,59%,12.5% VAT,13%,646,5614
