Inside Sales Name,Client Order Date,Price Currency,Document Rate,Magento Company Name,Company Alias,Inquiry Number,So #,Order Date,Bm #,Description,Order Qty,Unit Selling Price,Freight,Tax Type,Tax Rate,Tax Amount,Total Selling Price,Total Landed Cost,Unit cost price,Margin,Margin (In %),Kit,AE,sprint_total,sprint_total_with_tax,bible_total,bible_total_with_tax,Abs. Mismatch,Mismatch
Shailender Agarwal,7-Jan-16,INR,1,Cairn India Ltd.,Cairn,2119,200256,7-Jan-16,BM1A3Q3,Bimetal Hole Saw cutter single pc(22 mm),4,351.7075,0,2.0% VAT,2.00%,28.1366,1406.83,1028,257,378.83,26.93%,No,No,1260,1285.2,1406.83,1434.97,149.77,-149.77
Shailender Agarwal,7-Jan-16,INR,1,Cairn India Ltd.,Cairn,2119,200256,7-Jan-16,BM1B0H5,"SAW HND PN:15-218-0,HCK,254MM",6,334.958333333333,0,2.0% VAT,2.00%,40.195,2009.75,1469,244.833333333333,540.75,26.91%,No,No,1800,1836,2009.75,2049.95,213.95,-213.95
Prit Patel,7-Sep-15,INR,1,Survival Systems India,SSI,895,200260,7-Sep-15,BM1A8I0,Model # MP-5-BS - Silicon Mouth Piece - Make IST,30,276.9,0,,0.00%,0,8307,7650,255,657,7.91%,No,No,8250,8250,8307,8307,57,-57
Nisha Patil,6-Sep-16,INR,1,Cairn India Ltd.,Cairn,6087,200318,6-Sep-16,BM9A2Y4,"WIND SOCK made out of Red and White colour strips from fluorescent parachute cloth 2ft. dia and 6ft. long other end 15ÃƒÆ’Ã‚Â¢ÃƒÂ¢Ã¢â‚¬Å¡Ã‚Â¬Ãƒâ€šÃ‚Â_x009d_ with supported super quality brass/nylon eyelets at equal distance
for tying arrangement with extra P.P. rope. (Only wind Socks).",30,573.808666666667,0,2.0% VAT,2.00%,344.2852,17214.26,14727,490.9,2487.26,14.45%,No,No,15333,15639.66,17214.26,17558.55,1918.89,-1918.89
Suvidha Shinde,1-Jul-16,INR,1,John Energy Ltd.,John Energy,4727,200582,1-Jul-16,BM0Z0M7,"10 Orifice Based Gas Custody Transfer Metering Skid with DGMS Approved Flow Computer with Manifold , Needle Valve Tubing ,Fitting and other suitable accessories.",1,1712647.37,0,2.0% VAT,2.00%,34252.9474,1712647.37,607095,607095,1105552.37,64.55%,No,No,1619630.79,1652023.41,1712647.37,1746900.32,94876.9100000001,-94876.9100000001
Pooja Egade,25-Oct-16,INR,1,Hitech Survey System,Hitech Survey,6615,200591,25-Oct-16,BM9C3Z9,"Battery CP-670 ,6 V , 7 Ah.",2,845.23,0,13.5% VAT,14.00%,236.6644,1690.46,1400,700,290.46,17.18%,No,No,1440.46,1642.12,1690.46,1927.12,285,-285
Pooja Egade,25-Oct-16,INR,1,Hitech Survey System,Hitech Survey,6615,200591,25-Oct-16,BM9C4A1,"NPUT : 230VAC, 50HZ ,BATTERY CHARGING OUTPUT : 7.2VDC / 1A",1,1308.82,0,13.5% VAT,14.00%,183.2348,1308.82,993,993,315.82,24.13%,No,No,1058.82,1207.05,1308.82,1492.05,285,-285
Nisha Patil,2-Oct-16,INR,1,Deep Industries Ltd.,Deep Industries,6700,200599,2-Oct-16,BM9B6X2,"Flow Profiler 2"" 600#",1,6200,0,15.0% VAT,15.00%,930,6200,4242,4242,1958,31.58%,No,No,6000,6900,6200,7130,230,-230
Mandakini Bhosale,14-Sep-16,INR,1,Galiakotwala Engineering Co. Pvt. Ltd.,Galiakotwala,6052,200639,1-Oct-16,BM1G0Q7,3mm thickness SS316L 1250 mm width x 6000mm,904,234.828362831858,0,5.0% VAT,5.00%,10614.242,212284.84,197742,218.741150442478,14542.84,6.85%,No,No,186712.16,196047.77,212284.84,222899.08,26851.31,-26851.31
Nisha Patil,14-Sep-16,INR,1,Galiakotwala Engineering Co. Pvt. Ltd.,Galiakotwala,6052,200639,1-Oct-16,BM1G0Q8,6mm thickness SS316L 1250 MM width x 6000MM,1465,224.368293515358,0,5.0% VAT,5.00%,16434.9775,328699.55,306178,208.995221843003,22521.55,6.85%,No,No,289103.1,303558.26,328699.55,345134.53,41576.27,-41576.27
