#,Date,Customer,Due Date,Document Status,Branch,Document Total,Canceled,Document Type,Inside Sales Owner,Order Number,Project,Document Total (FC),Document Total (SC),Tax Amount (SC)
20910222,23-Jan-2019,Covestro India Pvt. Ltd.,22-Feb-2019,Open,Delhi,7375,No,I,Mustafa Kanchwala,,30657,0,7375,1125
20910223,23-Jan-2019,Graziano Trasmissioni India Pvt. Ltd.,22-Feb-2019,Closed,Delhi,5085.8,No,I,Anand Negi,,29845,0,5085.8,775.8
20910224,23-Jan-2019,Covestro India Pvt. Ltd.,22-Feb-2019,Open,Delhi,22189.4,No,I,Supriya Govalkar,,30280,0,22189.4,3269.4
20910225,24-Jan-2019,GlaxoSmithKline Consumer Healthcare Ltd.,23-Feb-2019,Closed,Delhi,9335.2,No,I,Komal Nagar,,30930,0,9335.2,1000.2
20910226,24-Jan-2019,GlaxoSmithKline Consumer Healthcare Ltd.,23-Feb-2019,Closed,Delhi,25870.32,No,I,Komal Nagar,,30750,0,25870.32,3946.32
20910227,24-Jan-2019,Tata Steel BSL Ltd.,23-Feb-2019,Open,Delhi,37710.44,No,I,Komal Nagar,,30203,0,37710.44,5752.44
20910228,28-Jan-2019,Rahul Automobiles,28-Jan-2019,Open,Delhi,2183,No,I,Sandeep Pal,,30832,0,2183,333
20910229,28-Jan-2019,Bennett Coleman and Co. Ltd.,28-Jan-2019,Open,Delhi,54314.22,No,I,Anand Negi,,30746,0,54314.22,8285.22
20910230,28-Jan-2019,Covestro India Pvt. Ltd.,27-Feb-2019,Open,Delhi,10920,No,I,Mustafa Kanchwala,,30899,0,10920,1170
20910231,28-Jan-2019,Covestro India Pvt. Ltd.,27-Feb-2019,Open,Delhi,14165.5,No,I,Mustafa Kanchwala,,31099,0,14165.5,1690.5
20910232,28-Jan-2019,Covestro India Pvt. Ltd.,27-Feb-2019,Open,Delhi,5103,No,I,Mustafa Kanchwala,,30899,0,5103,243
20910233,28-Jan-2019,Graziano Trasmissioni India Pvt. Ltd.,27-Feb-2019,Closed,Delhi,16253.32,No,I,Anand Negi,,30171,0,16253.32,2479.32
20910234,29-Jan-2019,Covestro India Pvt. Ltd.,28-Feb-2019,Closed,Delhi,6216,No,I,Mustafa Kanchwala,,30993,0,6216,666
20910235,30-Jan-2019,GlaxoSmithKline Consumer Healthcare Ltd.,01-Mar-2019,Closed,Delhi,335560.14,No,I,Komal Nagar,,29919,0,335560.14,51187.14
20910236,30-Jan-2019,Bennett Coleman and Co. Ltd.,30-Jan-2019,Closed,Delhi,11062.5,No,I,Anand Negi,,30746,0,11062.5,1687.5
20910237,30-Jan-2019,Tata Steel BSL Ltd.,01-Mar-2019,Open,Delhi,17637.76,No,I,Komal Nagar,,30203,0,17637.76,1889.76
20910238,01-Feb-2019,Graziano Trasmissioni India Pvt. Ltd.,03-Mar-2019,Open,Delhi,59895.36,No,I,Prashant Kumar,,30638,0,59895.36,6417.36
20910239,02-Feb-2019,Bharti Airtel Ltd.,04-Mar-2019,Open,Delhi,2832,No,I,Komal Nagar,,31391,0,2832,432
20910240,02-Feb-2019,Bharti Airtel Ltd.,04-Mar-2019,Closed,Delhi,2832,No,I,Komal Nagar,,31200,0,2832,432
20910241,02-Feb-2019,Bharti Airtel Ltd.,04-Mar-2019,Open,Delhi,2832,No,I,Komal Nagar,,31194,0,2832,432
20910242,02-Feb-2019,Show Plus Expos,02-Feb-2019,Open,Delhi,1888,No,I,Komal Nagar,,31392,0,1888,288
20910243,02-Feb-2019,Bharti Airtel Ltd.,04-Mar-2019,Open,Delhi,2832,No,I,Komal Nagar,,31229,0,2832,432
20910244,02-Feb-2019,Bharti Airtel Ltd.,04-Mar-2019,Open,Delhi,4720,No,I,Komal Nagar,,30611,0,4720,720
20910245,02-Feb-2019,Bharti Airtel Ltd.,04-Mar-2019,Closed,Delhi,2832,No,I,Komal Nagar,,30952,0,2832,432
20910246,02-Feb-2019,Bharti Airtel Ltd.,04-Mar-2019,Open,Delhi,2832,No,I,Komal Nagar,,31186,0,2832,432
20910247,02-Feb-2019,Asahi India Glass Ltd.,04-Mar-2019,Open,Delhi,145588.24,No,I,Komal Nagar,,30703,0,145588.24,31730.24
20910248,04-Feb-2019,Covestro India Pvt. Ltd.,06-Mar-2019,Open,Delhi,14018.4,No,I,Mustafa Kanchwala,,31231,0,14018.4,2138.4
20910249,04-Feb-2019,Graziano Trasmissioni India Pvt. Ltd.,06-Mar-2019,Open,Delhi,91544.4,No,I,Anand Negi,,30639,0,91544.4,13964.4
20910250,06-Feb-2019,Graziano Trasmissioni India Pvt. Ltd.,08-Mar-2019,Closed,Delhi,67968,No,I,Prashant Kumar,,30817,0,67968,10368
20910251,06-Feb-2019,Bharti Airtel Ltd.,08-Mar-2019,Open,Delhi,3776,No,I,Komal Nagar,,31441,0,3776,576
20910252,07-Feb-2019,Covestro India Pvt. Ltd.,09-Mar-2019,Open,Delhi,32249.4,No,I,Mustafa Kanchwala,,30799,0,32249.4,4919.4
20910253,07-Feb-2019,Bharti Airtel Ltd.,09-Mar-2019,Open,Delhi,2832,No,I,Komal Nagar,,31568,0,2832,432
20910254,08-Feb-2019,Covestro India Pvt. Ltd.,10-Mar-2019,Open,Delhi,124608,No,I,Mustafa Kanchwala,,30671,0,124608,19008
20910255,08-Feb-2019,Bennett Coleman and Co. Ltd.,08-Feb-2019,Open,Delhi,8354.4,No,I,Prashant Kumar,,31100,0,8354.4,1274.4
20910256,11-Feb-2019,Covestro India Pvt. Ltd.,11-Feb-2019,Open,Delhi,32649.7,No,I,Saquib Shaikh,,31272,0,32649.7,3779.7
20910257,11-Feb-2019,Graziano Trasmissioni India Pvt. Ltd.,13-Mar-2019,Closed,Delhi,55460,No,I,Komal Nagar,,29608,0,55460,8460
20910258,12-Feb-2019,Covestro India Pvt. Ltd.,12-Feb-2019,Open,Delhi,33320,No,I,Saquib Shaikh,,31425,0,33320,3570
20910259,12-Feb-2019,Covestro India Pvt. Ltd.,14-Mar-2019,Open,Delhi,24543.2,No,I,Komal Nagar,,31506,0,24543.2,2803.2
20910260,13-Feb-2019,Covestro India Pvt. Ltd.,13-Feb-2019,Open,Delhi,11221.8,No,I,Saquib Shaikh,,31428,0,11221.8,1711.8
20910261,13-Feb-2019,Covestro India Pvt. Ltd.,13-Feb-2019,Open,Delhi,28347.14,No,I,Saquib Shaikh,,31427,0,28347.14,4324.14
20910262,14-Feb-2019,Samsung India Electronics Pvt. Ltd.,16-Mar-2019,Closed,Delhi,26719.64,No,I,Komal Nagar,,31469,0,26719.64,4075.88
20910263,15-Feb-2019,Covestro India Pvt. Ltd.,15-Feb-2019,Open,Delhi,10266,No,I,Saquib Shaikh,,31425,0,10266,1566
20910264,15-Feb-2019,Graziano Trasmissioni India Pvt. Ltd.,17-Mar-2019,Closed,Delhi,47714.48,No,I,Prashant Kumar,,30988,0,47714.48,7278.48
20910265,15-Feb-2019,Graziano Trasmissioni India Pvt. Ltd.,17-Mar-2019,Open,Delhi,273890.98,No,I,Komal Nagar,,30883,0,273890.98,41779.98
20910266,15-Feb-2019,Covestro India Pvt. Ltd.,17-Mar-2019,Open,Delhi,27253.1,No,I,Komal Nagar,,31605,0,27253.1,3968.1
20910267,15-Feb-2019,Sparsh Welfare Trust,17-Mar-2019,Open,Delhi,601800,No,I,Komal Nagar,,31758,0,601800,91800
20910268,20-Feb-2019,Magicbricks Realty Services Ltd.,20-Feb-2019,Open,Delhi,67200,No,I,Komal Nagar,,30976,0,67200,0
20910269,20-Feb-2019,Graziano Trasmissioni India Pvt. Ltd.,22-Mar-2019,Closed,Delhi,16337.1,No,I,Anand Negi,,31313,0,16337.1,2492.1
20910270,21-Feb-2019,Dr. Lal PathLabs Ltd.,21-Feb-2019,Closed,Delhi,123254.9,Yes,I,Komal Nagar,,28098,0,123254.9,18639.9
20910271,21-Feb-2019,Dr. Lal PathLabs Ltd.,21-Feb-2019,Open,Delhi,123445.7,No,I,Komal Nagar,,28098,0,123445.7,18830.7
20910272,21-Feb-2019,Henkel Adhesive Technologies India Pvt. Ltd.,21-Feb-2019,Open,Delhi,744903.32,No,I,Komal Nagar,,31668,0,744903.32,113629.32
20910273,21-Feb-2019,Henkel Adhesive Technologies India Pvt. Ltd.,21-Feb-2019,Open,Delhi,19009.33,No,I,Komal Nagar,,31914,0,19009.33,2899.73
20910274,21-Feb-2019,Covestro India Pvt. Ltd.,23-Mar-2019,Open,Delhi,128413.5,No,I,Mustafa Kanchwala,,31352,0,128413.5,19588.5
20910275,25-Feb-2019,Henkel Anand India Pvt. Ltd.,25-Feb-2019,Open,Delhi,10417.44,No,I,Komal Nagar,,30730,0,10417.44,1495.44
20910276,26-Feb-2019,Graziano Trasmissioni India Pvt. Ltd.,28-Mar-2019,Closed,Delhi,17497.04,No,I,Prashant Kumar,,30988,0,17497.04,2669.04
20910277,26-Feb-2019,Covestro India Pvt. Ltd.,26-Feb-2019,Open,Delhi,5664,No,I,Saquib Shaikh,,32077,0,5664,864
20910278,27-Feb-2019,Graziano Trasmissioni India Pvt. Ltd.,29-Mar-2019,Closed,Delhi,16418.52,No,I,Prashant Kumar,,30988,0,16418.52,2504.52
20910279,27-Feb-2019,Graziano Trasmissioni India Pvt. Ltd.,29-Mar-2019,Closed,Delhi,6651.66,No,I,Prashant Kumar,,30988,0,6651.66,1014.66
20910280,27-Feb-2019,Graziano Trasmissioni India Pvt. Ltd.,27-Feb-2019,Open,Delhi,144000,No,I,Komal Nagar,,29572,0,144000,0
20910281,27-Feb-2019,Covestro India Pvt. Ltd.,27-Feb-2019,Open,Delhi,2596,No,I,Saquib Shaikh,,32077,0,2596,396
20910282,28-Feb-2019,Covestro India Pvt. Ltd.,28-Feb-2019,Open,Delhi,4441.5,No,I,Saquib Shaikh,,31422,0,4441.5,211.5
20910283,28-Feb-2019,Graziano Trasmissioni India Pvt. Ltd.,30-Mar-2019,Closed,Delhi,235705,No,I,Komal Nagar,,28246,0,235705,35955
20910284,01-Mar-2019,Jade EServices Pvt. Ltd.,31-Mar-2019,Closed,Delhi,28265.1,Yes,I,Prashant Kumar,,31869,0,28265.1,3485.1
20910285,01-Mar-2019,Midland Credit Management India Pvt. Ltd.,31-Mar-2019,Open,Delhi,28792,No,I,Komal Nagar,,31949,0,28792,4392
20910286,01-Mar-2019,Covestro India Pvt. Ltd.,01-Mar-2019,Closed,Delhi,12203.4,Yes,I,Dipen Trivedi,,32197,0,12203.4,1523.4
20910287,02-Mar-2019,Bharti Airtel Ltd.,01-Apr-2019,Open,Delhi,2832,No,I,Komal Nagar,,31761,0,2832,432
20910288,04-Mar-2019,Bharti Airtel Ltd.,03-Apr-2019,Open,Delhi,2832,No,I,Komal Nagar,,31894,0,2832,432
20910289,04-Mar-2019,Bharti Airtel Ltd.,03-Apr-2019,Open,Delhi,2832,No,I,Komal Nagar,,32238,0,2832,432
20910290,04-Mar-2019,Bharti Airtel Ltd.,03-Apr-2019,Open,Delhi,2832,No,I,Komal Nagar,,31903,0,2832,432
20910291,04-Mar-2019,Covestro India Pvt. Ltd.,04-Mar-2019,Open,Delhi,661.5,No,I,Saquib Shaikh,,31422,0,661.5,31.5
20910292,04-Mar-2019,Bharti Airtel Ltd.,03-Apr-2019,Open,Delhi,2832,No,I,Komal Nagar,,32234,0,2832,432
20910293,04-Mar-2019,Covestro India Pvt. Ltd.,03-Apr-2019,Open,Delhi,10218.2,No,I,Saquib Shaikh,,28837,0,10218.2,1358.2
20910294,05-Mar-2019,Bennett Coleman and Co. Ltd.,05-Mar-2019,Open,Delhi,8519.62,No,I,Prashant Kumar,,30684,0,8519.62,1299.62
20910295,05-Mar-2019,Bennett Coleman and Co. Ltd.,05-Mar-2019,Open,Delhi,27538.32,No,I,Prashant Kumar,,31496,0,27538.32,4200.74
20910296,07-Mar-2019,Covestro India Pvt. Ltd.,06-Apr-2019,Open,Delhi,31860,No,I,Anand Negi,,30278,0,31860,4860
20910297,07-Mar-2019,Covestro India Pvt. Ltd.,06-Apr-2019,Open,Delhi,179.2,No,I,Saquib Shaikh,,30311,0,179.2,19.2
20910298,08-Mar-2019,Jade EServices Pvt. Ltd.,07-Apr-2019,Closed,Delhi,25600,Yes,I,Prashant Kumar,,31869,0,25600,5600
20910299,08-Mar-2019,Jade EServices Pvt. Ltd.,07-Apr-2019,Closed,Delhi,53865.1,No,I,Prashant Kumar,,31869,0,53865.1,9085.1
20910300,08-Mar-2019,Henkel Anand India Pvt. Ltd.,08-Mar-2019,Open,Delhi,7205.08,No,I,Komal Nagar,,31499,0,7205.08,1099.08
20910301,11-Mar-2019,Henkel Anand India Pvt. Ltd.,11-Mar-2019,Open,Delhi,63937.12,No,I,Komal Nagar,,31040,0,63937.12,9753.12
20910302,12-Mar-2019,Jade EServices Pvt. Ltd.,11-Apr-2019,Open,Delhi,38400,No,I,Prashant Kumar,,32262,0,38400,8400
20910303,12-Mar-2019,Henkel Anand India Pvt. Ltd.,12-Mar-2019,Open,Delhi,61662.08,No,I,Komal Nagar,,32411,0,61662.08,9406.08
20910304,12-Mar-2019,Graziano Trasmissioni India Pvt. Ltd.,11-Apr-2019,Open,Delhi,602557.56,No,I,Anand Negi,,31308,0,602557.56,91915.56
20910305,14-Mar-2019,Bharti Airtel Ltd.,13-Apr-2019,Open,Delhi,2832,No,I,Komal Nagar,,32484,0,2832,432
20910306,14-Mar-2019,Bharti Airtel Ltd.,13-Apr-2019,Open,Delhi,2832,No,I,Komal Nagar,,32740,0,2832,432
20910307,14-Mar-2019,Reckitt Benckiser (India) Pvt. Ltd.,13-Apr-2019,Open,Delhi,11800,No,I,Anand Negi,,32602,0,11800,1800
20910308,15-Mar-2019,Henkel Adhesive Technologies India Pvt. Ltd.,15-Mar-2019,Open,Delhi,18974.4,No,I,Komal Nagar,,32181,0,18974.4,2894.4
20910309,18-Mar-2019,Reckitt Benckiser (India) Pvt. Ltd.,17-Apr-2019,Open,Delhi,7560,No,I,Anand Negi,,32571,0,7560,360
20910310,18-Mar-2019,Bennett Coleman and Co. Ltd.,18-Mar-2019,Open,Delhi,42447.77,No,I,Anand Negi,,32283,0,42447.77,6475.09
20910311,19-Mar-2019,Reckitt Benckiser (India) Pvt. Ltd.,18-Apr-2019,Open,Delhi,24393.6,No,I,Anand Negi,,32684,0,24393.6,2613.6
20910312,19-Mar-2019,Covestro India Pvt. Ltd.,19-Mar-2019,Closed,Delhi,2072,No,I,Saquib Shaikh,,32246,0,2072,222
20910313,19-Mar-2019,Covestro India Pvt. Ltd.,19-Mar-2019,Closed,Delhi,1243.2,No,I,Saquib Shaikh,,32344,0,1243.2,133.2
20910314,19-Mar-2019,Bharti Hexacom Ltd,18-Apr-2019,Open,Delhi,2832,No,I,Komal Nagar,,32911,0,2832,432
20910315,19-Mar-2019,Bharti Airtel Ltd.,18-Apr-2019,Open,Delhi,2832,No,I,Prashant Kumar,,32890,0,2832,432
20910316,20-Mar-2019,Bennett Coleman and Co. Ltd.,20-Mar-2019,Open,Delhi,27616.72,No,I,Anand Negi,,32283,0,27616.72,4212.72
20910317,20-Mar-2019,Covestro India Pvt. Ltd.,20-Mar-2019,Closed,Delhi,3115.2,No,I,Saquib Shaikh,,32247,0,3115.2,475.2
20910318,20-Mar-2019,Henkel Anand India Pvt. Ltd.,20-Mar-2019,Open,Delhi,63897,No,I,Komal Nagar,,30919,0,63897,9747
20910319,20-Mar-2019,Covestro India Pvt. Ltd.,19-Apr-2019,Open,Delhi,1475,No,I,Mustafa Kanchwala,,30657,0,1475,225
20910320,22-Mar-2019,Reckitt Benckiser (India) Pvt. Ltd.,21-Apr-2019,Open,Delhi,80598.72,No,I,Anand Negi,,32384,0,80598.72,12294.72
20910321,25-Mar-2019,Covestro India Pvt. Ltd.,25-Mar-2019,Open,Delhi,10859.4,No,I,Dipen Trivedi,,32197,0,10859.4,1379.4
20910322,25-Mar-2019,Covestro India Pvt. Ltd.,24-Apr-2019,Open,Delhi,1859.2,No,I,Dipen Trivedi,,32837,0,1859.2,199.2
20910323,26-Mar-2019,Bennett Coleman and Co. Ltd.,26-Mar-2019,Closed,Delhi,49560,No,I,Komal Nagar,,31307,0,49560,7560
20910324,26-Mar-2019,Covestro India Pvt. Ltd.,25-Apr-2019,Open,Delhi,34957.5,No,I,Saquib Shaikh,,32501,0,34957.5,5332.5
20910325,26-Mar-2019,Bennett Coleman and Co. Ltd.,26-Mar-2019,Closed,Delhi,78222,No,I,Komal Nagar,,31307,0,78222,10122
20910326,27-Mar-2019,Henkel Anand India Pvt. Ltd.,27-Mar-2019,Open,Delhi,225267.9,No,I,Komal Nagar,,32011,0,225267.9,34362.9
20910327,27-Mar-2019,Bharti Airtel Ltd.,26-Apr-2019,Closed,Delhi,2832,Yes,I,Komal Nagar,,32893,0,2832,432
20910328,28-Mar-2019,Magicbricks Realty Services Ltd.,28-Mar-2019,Open,Delhi,105600,No,I,Komal Nagar,,32069,0,105600,0
20910329,28-Mar-2019,GlaxoSmithKline Consumer Healthcare Ltd.,27-Apr-2019,Open,Delhi,20530.82,No,I,Komal Nagar,,31066,0,20530.82,3131.82
20910330,29-Mar-2019,Bharti Airtel Ltd.,28-Apr-2019,Open,Delhi,2832,No,I,Komal Nagar,,32741,0,2832,432
21010001,06-Apr-2018,Bharti Airtel Ltd.,06-Apr-2018,Closed,Delhi,2449.68,No,I,Komal Nagar,,,0,2449.68,373.68
21010002,07-Apr-2018,DHL Supply Chain India Pvt. Ltd.,07-Apr-2018,Open,Delhi,44954.07,No,I,Neha Mundhe,,,0,44954.07,6857.4
21010003,07-Apr-2018,DHL Supply Chain India Pvt. Ltd.,07-Apr-2018,Open,Delhi,116094.28,No,I,Neha Mundhe,,,0,116094.28,17709.3
21010004,10-Apr-2018,MRL Tyres Ltd.,10-Apr-2018,Closed,Delhi,11061.5,No,I,Komal Nagar,,,0,11061.5,1687.34
21010005,11-Apr-2018,Instakart Services Pvt. Ltd.,11-Apr-2018,Open,Delhi,10096.63,No,I,Komal Nagar,,,0,10096.63,1540.16
21010006,12-Apr-2018,Bharti Airtel Ltd.,12-Apr-2018,Closed,Delhi,2449.68,No,I,Komal Nagar,,,0,2449.68,373.68
21010007,12-Apr-2018,Bharti Airtel Ltd.,12-Apr-2018,Closed,Delhi,816.56,No,I,Komal Nagar,,,0,816.56,124.56
21010008,13-Apr-2018,Bharti Airtel Ltd.,13-Apr-2018,Closed,Delhi,816.56,No,I,Komal Nagar,,,0,816.56,124.56
21010009,13-Apr-2018,Bharti Airtel Ltd.,13-Apr-2018,Closed,Delhi,816.56,No,I,Komal Nagar,,,0,816.56,124.56
21010010,13-Apr-2018,Asahi India Glass Ltd.,13-Apr-2018,Closed,Delhi,46592,No,I,Komal Nagar,,,0,46592,10192
21010011,20-Apr-2018,Bharti Airtel Ltd.,20-Apr-2018,Closed,Delhi,2449.68,No,I,Komal Nagar,,,0,2449.68,373.68
21010012,20-Apr-2018,Bharti Airtel Ltd.,20-Apr-2018,Closed,Delhi,12248.4,No,I,Komal Nagar,,,0,12248.4,1868.4
21010013,20-Apr-2018,Bharti Airtel Ltd.,20-Apr-2018,Closed,Delhi,8165.6,No,I,Komal Nagar,,,0,8165.6,1245.6
21010014,21-Apr-2018,Bharti Airtel Ltd.,21-Apr-2018,Open,Delhi,2449.68,No,I,Komal Nagar,,,0,2449.68,373.68
21010015,24-Apr-2018,HSIL Ltd.,24-Apr-2018,Closed,Delhi,8850,No,I,Komal Nagar,,18038,0,8850,1350
21010016,09-May-2018,HSIL Ltd.,09-May-2018,Closed,Delhi,14750,No,I,Komal Nagar,,,0,14750,2250
21010017,16-May-2018,Henkel Anand India Pvt. Ltd.,16-May-2018,Closed,Delhi,10533.23,No,I,Komal Nagar,,,0,10533.23,1606.76
21010018,17-May-2018,Henkel Anand India Pvt. Ltd.,17-May-2018,Closed,Delhi,21999.93,No,I,Komal Nagar,,,0,21999.93,3355.92
21010019,17-May-2018,Henkel Anand India Pvt. Ltd.,17-May-2018,Closed,Delhi,1974.49,No,I,Komal Nagar,,,0,1974.49,301.19
21210001,17-May-2018,Piramal Enterprises Ltd.,17-May-2018,Closed,TamilNadu,3750.4,No,I,Dipali Ghanvat,,,0,3750.4,572.1
21210002,18-May-2018,Piramal Enterprises Ltd.,18-May-2018,Closed,TamilNadu,4060.5,No,I,Dipali Ghanvat,,19937,0,4060.5,619.4
21210003,19-May-2018,Piramal Enterprises Ltd.,19-May-2018,Closed,TamilNadu,79804.61,No,I,Dipali Ghanvat,,,0,79804.61,12173.6
21210004,25-May-2018,Piramal Enterprises Ltd.,25-May-2018,Closed,TamilNadu,5763.12,No,I,Dipali Ghanvat,,20124,0,5763.12,879.12
21210005,25-May-2018,Piramal Enterprises Ltd.,25-May-2018,Closed,TamilNadu,8944.4,No,I,Dipali Ghanvat,,19860,0,8944.4,1364.4
21210006,29-May-2018,Piramal Enterprises Ltd.,29-May-2018,Closed,TamilNadu,24935.18,No,I,Dipali Ghanvat,,19757,0,24935.18,3803.68
21210007,02-Jun-2018,Piramal Enterprises Ltd.,02-Jun-2018,Closed,TamilNadu,5993.58,No,I,Dipali Ghanvat,,20811,0,5993.58,914.28
21210008,05-Jun-2018,Johoku Manufacturing Pvt. Ltd.,05-Jun-2018,Closed,TamilNadu,1793.6,No,I,Sarika Tanawade,,16595,0,1793.6,273.6
21210009,07-Jun-2018,Piramal Enterprises Ltd.,07-Jun-2018,Closed,TamilNadu,8795.33,No,I,Dipali Ghanvat,,20881,0,8795.33,1341.68
21210010,07-Jun-2018,Piramal Enterprises Ltd.,07-Jun-2018,Closed,TamilNadu,244513.7,No,I,Dipali Ghanvat,,20499,0,244513.7,37298.7
21210011,07-Jun-2018,Piramal Enterprises Ltd.,07-Jun-2018,Closed,TamilNadu,1740.8,No,I,Dipali Ghanvat,,19944,0,1740.8,380.8
21210012,11-Jun-2018,Piramal Enterprises Ltd.,11-Jun-2018,Closed,TamilNadu,7824.82,No,I,Puja Pawar,,20102,0,7824.82,1193.62
21210013,15-Jun-2018,Piramal Enterprises Ltd.,15-Jun-2018,Closed,TamilNadu,9403.49,No,I,Dipali Ghanvat,,20947,0,9403.49,1434.44
21210014,27-Jun-2018,Piramal Enterprises Ltd.,27-Jun-2018,Closed,TamilNadu,359888.2,No,I,Dipali Ghanvat,,20763,0,359888.2,54898.2
21210015,28-Jun-2018,Piramal Enterprises Ltd.,28-Jun-2018,Closed,TamilNadu,6663.7,No,I,Puja Pawar,,20931,0,6663.7,1016.5
21210016,29-Jun-2018,Piramal Enterprises Ltd.,29-Jun-2018,Closed,TamilNadu,38808,No,I,Dipali Ghanvat,,21044,0,38808,4158
21210017,30-Jun-2018,Piramal Enterprises Ltd.,30-Jun-2018,Closed,TamilNadu,19404,No,I,Dipali Ghanvat,,20933,0,19404,2079
21210018,05-Jul-2018,Piramal Enterprises Ltd.,05-Jul-2018,Closed,TamilNadu,28320,No,I,Puja Pawar,,21272,0,28320,4320
21210019,05-Jul-2018,Piramal Enterprises Ltd.,05-Jul-2018,Closed,TamilNadu,3345.3,No,I,Dipali Ghanvat,,21264,0,3345.3,510.3
21210020,05-Jul-2018,Piramal Enterprises Ltd.,05-Jul-2018,Closed,TamilNadu,11294.74,No,I,Dipali Ghanvat,,21399,0,11294.74,1722.96
21210021,05-Jul-2018,Piramal Enterprises Ltd.,05-Jul-2018,Closed,TamilNadu,29421.64,No,I,Dipali Ghanvat,,20857,0,29421.64,4488.04
21210022,06-Jul-2018,Piramal Enterprises Ltd.,06-Jul-2018,Closed,TamilNadu,15007.6,No,I,Dipali Ghanvat,,21491,0,15007.6,2289.3
21210023,10-Jul-2018,Piramal Enterprises Ltd.,10-Jul-2018,Closed,TamilNadu,12685,No,I,Dipali Ghanvat,,19845,0,12685,1935
21210024,10-Jul-2018,Piramal Enterprises Ltd.,10-Jul-2018,Closed,TamilNadu,55633.16,No,I,Puja Pawar,,21193,0,55633.16,8020.66
21210025,10-Jul-2018,Piramal Enterprises Ltd.,10-Jul-2018,Closed,TamilNadu,11237.5,No,I,Dipali Ghanvat,,21278,0,11237.5,937.5
21210026,11-Jul-2018,Piramal Enterprises Ltd.,11-Jul-2018,Closed,TamilNadu,140.8,No,I,Dipali Ghanvat,,21077,0,140.8,30.8
21210027,14-Jul-2018,Piramal Enterprises Ltd.,14-Jul-2018,Open,TamilNadu,1298,No,I,Dipali Ghanvat,,19944,0,1298,198
21210028,17-Jul-2018,Piramal Enterprises Ltd.,17-Jul-2018,Closed,TamilNadu,7153.74,No,I,Puja Pawar,,21192,0,7153.74,1091.24
21210029,18-Jul-2018,Piramal Enterprises Ltd.,18-Jul-2018,Closed,TamilNadu,8829.4,No,I,Puja Pawar,,25180,0,8829.4,1346.86
21210030,18-Jul-2018,Piramal Enterprises Ltd.,18-Jul-2018,Closed,TamilNadu,9605.2,No,I,Puja Pawar,,25248,0,9605.2,1465.2
21210031,19-Jul-2018,Piramal Enterprises Ltd.,19-Jul-2018,Closed,TamilNadu,58349.96,No,I,Dipali Ghanvat,,21059,0,58349.96,7609.96
21210032,19-Jul-2018,Piramal Enterprises Ltd.,19-Jul-2018,Closed,TamilNadu,9872.17,No,I,Dipali Ghanvat,,21302,0,9872.17,1505.92
21210033,20-Jul-2018,Piramal Enterprises Ltd.,20-Jul-2018,Closed,TamilNadu,21153,No,I,Puja Pawar,,25342,0,21153,2283
21210034,20-Jul-2018,Piramal Enterprises Ltd.,20-Jul-2018,Closed,TamilNadu,1593,No,I,Puja Pawar,,25397,0,1593,243
21210035,20-Jul-2018,Piramal Enterprises Ltd.,20-Jul-2018,Closed,TamilNadu,112992,No,I,Puja Pawar,,25390,0,112992,24717
21210036,21-Jul-2018,Piramal Enterprises Ltd.,21-Jul-2018,Closed,TamilNadu,1625.34,No,I,Puja Pawar,,21192,0,1625.34,247.94
21210037,24-Jul-2018,Piramal Enterprises Ltd.,24-Jul-2018,Closed,TamilNadu,47160.17,No,I,Dipali Ghanvat,,25001,0,47160.17,7193.92
21210038,26-Jul-2018,Piramal Enterprises Ltd.,26-Jul-2018,Closed,TamilNadu,59740.76,No,I,Puja Pawar,,20980,0,59740.76,6400.8
21210039,27-Jul-2018,Piramal Enterprises Ltd.,27-Jul-2018,Closed,TamilNadu,20590.29,No,I,Puja Pawar,,25589,0,20590.29,2791.58
21210040,27-Jul-2018,Piramal Enterprises Ltd.,27-Jul-2018,Closed,TamilNadu,719.8,No,I,Puja Pawar,,25342,0,719.8,109.8
21210041,27-Jul-2018,Piramal Enterprises Ltd.,27-Jul-2018,Closed,TamilNadu,7422.39,No,I,Puja Pawar,,25603,0,7422.39,1132.24
21210042,31-Jul-2018,Piramal Enterprises Ltd.,31-Jul-2018,Closed,TamilNadu,12613.07,No,I,Puja Pawar,,25221,0,12613.07,1924.04
21210043,31-Jul-2018,Piramal Enterprises Ltd.,31-Jul-2018,Closed,TamilNadu,8329.98,No,I,Puja Pawar,,25724,0,8329.98,1270.68
21210044,01-Aug-2018,Piramal Enterprises Ltd.,01-Aug-2018,Closed,TamilNadu,11101.08,No,I,Puja Pawar,,25786,0,11101.08,1435.08
21210045,01-Aug-2018,Piramal Enterprises Ltd.,01-Aug-2018,Closed,TamilNadu,259.6,No,I,Puja Pawar,,25221,0,259.6,39.6
21210046,01-Aug-2018,Piramal Enterprises Ltd.,01-Aug-2018,Open,TamilNadu,21063,No,I,Puja Pawar,,20860,0,21063,3213
21210047,06-Aug-2018,Piramal Enterprises Ltd.,06-Aug-2018,Open,TamilNadu,53547.36,No,I,Puja Pawar,,25750,0,53547.36,6877.36
21210048,14-Aug-2018,Piramal Enterprises Ltd.,14-Aug-2018,Closed,TamilNadu,259.6,No,I,Puja Pawar,,26167,0,259.6,39.6
