#,Date,Vendor,Remarks,Due Date,Document Total in SC,Purchase Order Status,Document Status,Document Total,Canceled,Branch,Project,Project Code,BPL Name,Tax Amount (SC)
40610827,18-Jan-2019,Tools and Spares Agency,Based On Sales Orders 10610738.,31-Jan-2019,5915.22,Supplier PI / Invoice Awaited,Open,5915.22,No,Gujarat,29459,29459 - offer for the below consumable iteam.,0,902.32
40610828,19-Jan-2019,Action Engineers,Based On Sales Orders 10610742.,21-Jan-2019,5900,Supplier PI / Invoice Awaited,Open,5900,No,Gujarat,30775,30775 - PO 4100177717 for calibration of sound meter,0,900
40610829,19-Jan-2019,Heera Industries,Based On Sales Orders 10610743.,31-Jan-2019,12036,Material Readiness: Delayed,Closed,12036,No,Gujarat,27402,27402-Dry fruits reuired,0,1836
40610830,19-Jan-2019,Minebea Intec India Pvt. Ltd.,Based On Sales Orders 10610740.,25-Jan-2019,24190,Supplier PI Pending Finance Approval,Open,24190,No,Gujarat,30585,30585 - Consumable Items 9/1/2018,0,3690
40610831,19-Jan-2019,Vivek and Co.,,21-Jan-2019,51421.63,Payment to Supplier Delayed,Closed,51421.63,No,Gujarat,,Stock Purchase,0,7843.98
40610832,23-Jan-2019,Shree Jala Enterprise,Based On Sales Orders 10610746.,28-Feb-2019,1947,Supplier PI / Invoice Awaited,Closed,1947,No,Gujarat,30510,30510 - RFQ /0119-08/GE Power/Sanand/Bought out parts,0,297
40610833,23-Jan-2019,Jaguar Surface Coating Equipments,Based On Sales Orders 10610748.,25-Jan-2019,76759,Supplier PI Pending Finance Approval,Closed,76759,No,Gujarat,30866,30866 - Safety Materials,0,11709
40610834,23-Jan-2019,Sarvam Safety Equipment Pvt. Ltd,Based On Sales Orders 10610748.,29-Jan-2019,3209.6,Supplier PI Pending Finance Approval,Closed,3209.6,No,Gujarat,30866,30866 - Safety Materials,0,489.6
40610835,23-Jan-2019,Premier Mill Stores Co. Pvt. Ltd.,Based On Sales Orders 10610748.,25-Jan-2019,7528.4,Supplier PI Pending Finance Approval,Closed,7528.4,Yes,Gujarat,30866,30866 - Safety Materials,0,1148.4
40610836,23-Jan-2019,Alptech Power Solution,Based On Sales Orders 10610748.,31-Mar-2019,596736,Supplier PI Pending Finance Approval,Closed,596736,No,Gujarat,30866,30866 - Safety Materials,0,130536
40610837,23-Jan-2019,Five Star Stationers,Based On Sales Orders 10610650.,25-Jan-2019,778.68,Supplier PI Pending Finance Approval,Closed,778.68,No,Gujarat,29965,29965 - 4101734374 -Supply of Dewinding Kit...,0,83.42
40610838,23-Jan-2019,Flexible Automation Systems Pvt. Ltd.,Based On Sales Orders 10610749.,04-Mar-2019,27848,Supplier PI Pending Finance Approval,Closed,27848,No,Gujarat,30402,30402 - Fwd: RFQ - 1300040179,0,4248
40610839,23-Jan-2019,Beda Flow Systems Pvt. Ltd.,Based On Sales Orders 10610749.,30-Mar-2019,1416,Supplier PI Pending Finance Approval,Closed,1416,No,Gujarat,30402,30402 - Fwd: RFQ - 1300040179,0,216
40610840,23-Jan-2019,Wide Angle Global,Based On Sales Orders 10610750.,23-Apr-2019,171675,Supplier PI Pending Finance Approval,Open,171675,No,Gujarat,30585,30585 - Consumable Items 9/1/2018,0,8175
40610841,23-Jan-2019,Maximator India Pvt. Ltd.,Based On Sales Orders 10610751.,25-Jan-2019,65117.12,Supplier PI / Invoice Awaited,Closed,65117.12,No,Gujarat,28957,28957 - 4101730374 Supply of Hydraulic Pump for Waco Machin,0,9933.12
40610842,23-Jan-2019,Sarvam Safety Equipment Pvt. Ltd,Based On Sales Orders 10610753.,25-Jan-2019,6920.7,Supplier PI Pending Finance Approval,Closed,6920.7,No,Gujarat,30866,30866 - Safety Materials,0,1055.7
40610843,23-Jan-2019,Parker Electronics Pvt.Ltd.,Based On Sales Orders 10610754.,06-Mar-2019,103368,Material Readiness: Delayed,Open,103368,No,Gujarat,31003,31003 - 4101761700 - Supply of double side adhsive tape 3M,0,15768
40610844,24-Jan-2019,Shree Bhavani Parlour & Stationery,Based On Sales Orders 10610650.,03-Jan-2019,380,Supplier PI Pending Finance Approval,Closed,380,No,Gujarat,29965,29965 - 4101734374 -Supply of Dewinding Kit...,0,0
40610845,24-Jan-2019,Shivam Enterprises,Based On Sales Orders 10610756.,30-Jan-2019,25200,Supplier PI Pending Finance Approval,Closed,25200,No,Gujarat,30704,30704 - power glasses of Udyogi make,0,2700
40610846,24-Jan-2019,M/s. Nikhil Traders,Based On Sales Orders 10610755.,05-Feb-2019,27435,Payment to Supplier Delayed,Closed,27435,No,Gujarat,30872,30872 - 4502423250-BULK MRO INDUSTRIAL SUPPLY PVT LTD,0,4185
40610847,25-Jan-2019,Chetan Abrasives Pvt. Ltd.,Based On Sales Orders 10610719.,29-Jan-2019,13717.5,Material Readiness: Delayed,Closed,13717.5,No,Gujarat,30604,30604 - sander disk,0,2092.5
40610848,25-Jan-2019,Suraj Distributors,Based On Sales Orders 10610760.,08-Feb-2019,113893.6,Supplier PI Pending Finance Approval,Closed,113893.6,No,Gujarat,31023,31023 - AC pressure pipe,0,17373.6
40610849,25-Jan-2019,Needs International,Based On Sales Orders 10610758.,07-Feb-2019,42008,Supplier PI Pending Finance Approval,Closed,42008,No,Gujarat,31126,31126 - Micro grinder,0,6408
40610850,25-Jan-2019,Punita Enterprises,Based On Sales Orders 10610752.,28-Jan-2019,1681.08,Supplier PI Pending Finance Approval,Closed,1681.08,No,Gujarat,30946,30946 - v-BELT,0,256.44
40610851,25-Jan-2019,Innovative Engineering Products Pvt. Ltd.,,28-Jan-2019,33071.6,Supplier PI Pending Finance Approval,Closed,33071.6,No,Gujarat,29965,29965 - 4101734374 -Supply of Dewinding Kit...,0,2951.6
40610852,28-Jan-2019,Sintex Prefab and Infra Ltd.,Based On Sales Orders 10610762.,18-Feb-2019,94186.42,Supplier PI / Invoice Awaited,Closed,94186.42,No,Gujarat,31155,31155 - Cabin required,0,14367.42
40610853,28-Jan-2019,Mahesh Barcode Solutions Pvt. Ltd.,Based On Sales Orders 10610763.,04-Feb-2019,169189.99,Supplier PI / Invoice Awaited,Closed,169189.99,No,Gujarat,29218,29218 - RFQ# SCI_SOE_SOU_20181115_100034,0,25808.64
40610854,28-Jan-2019,Qodenext India Pvt. Ltd.,Based On Sales Orders 10610763.,25-Feb-2019,188800,Supplier PI Pending Finance Approval,Closed,188800,No,Gujarat,29218,29218 - RFQ# SCI_SOE_SOU_20181115_100034,0,28800
40610855,28-Jan-2019,Sato Argox India Pvt. Ltd.,Based On Sales Orders 10610763.,04-Feb-2019,217120,Supplier PI / Invoice Awaited,Closed,217120,No,Gujarat,29218,29218 - RFQ# SCI_SOE_SOU_20181115_100034,0,33120
40610856,28-Jan-2019,S P Traders,Based On Sales Orders 10610764.,04-Feb-2019,182224.08,Supplier PI / Invoice Awaited,Closed,182224.08,No,Gujarat,30275,30275 - 4101734374 -Supply of Dewinding Kit,0,27654.78
40610857,28-Jan-2019,Orizon Technology Pvt. Ltd.,Based On Sales Orders 10610766.,11-Feb-2019,136856.4,Material Readiness: Delayed,Closed,136856.4,No,Gujarat,31044,31044 - 4502429960 BULK MRO INDUSTRIAL SUPPLY PVT LTD,0,20876.4
40610858,29-Jan-2019,Bas Corporation,Based On Sales Orders 10610770.,11-Feb-2019,2950,Supplier PI / Invoice Awaited,Closed,2950,No,Gujarat,30998,30998 - OFFER FOR CHOP REMOVER,0,450
40610859,29-Jan-2019,Amazon.in,Based On Sales Orders 10610767.,11-Feb-2019,4602,Supplier PI / Invoice Awaited,Closed,4602,Yes,Gujarat,31208,31208 - Re: SB# 857598,0,702
40610860,29-Jan-2019,Genuine Power,Based On Sales Orders 10610767.,11-Feb-2019,1888,Supplier PI Pending Finance Approval,Closed,1888,No,Gujarat,31208,31208 - Re: SB# 857598,0,288
40610861,29-Jan-2019,A S Enterprise,,10-Apr-2019,517608,Material Readiness: Delayed,Open,517608,No,Gujarat,30824,30824 - Fwd: SB# 0000847288_ Safety Items.,0,55458
40610862,30-Jan-2019,Ravi Transmission Products,Based On Sales Orders 10610774.,04-Feb-2019,144296.89,Supplier PI Pending Finance Approval,Closed,144296.89,No,Gujarat,31007,31007 - RE: pls- Zulkarnain (accofeeds.com) <-_Zulkarnain@a,0,22011.39
40610863,30-Jan-2019,Tirth Enterprise,Based On Sales Orders 10610773.,06-Feb-2019,3469.2,Material Readiness: Delayed,Closed,3469.2,No,Gujarat,31230,31230 - Taflon Tape Required,0,529.2
40610864,30-Jan-2019,Vivek Trading Co.,Based On Sales Orders 10610773.,06-Feb-2019,14868,Material Readiness: Delayed,Closed,14868,No,Gujarat,31230,31230 - Taflon Tape Required,0,2268
40610865,30-Jan-2019,Jaguar Surface Coating Equipments,Based On Sales Orders 10610772.,06-Feb-2019,8269.44,Supplier PI Pending Finance Approval,Closed,8269.44,No,Gujarat,30866,30866 - Safety Materials,0,1261.44
40610866,30-Jan-2019,Shreenathji Welding And Safety Pvt. Ltd.,Based On Sales Orders 10610776.,11-Mar-2019,27187.2,Material Readiness: Delayed,Open,27187.2,No,Gujarat,30501,30501 - Ansell hand gloves,0,4147.2
40610867,30-Jan-2019,Innovative Engineering Products Pvt. Ltd.,Based On Sales Orders 10610777.,08-Feb-2019,2212.5,Material Readiness: Delayed,Closed,2212.5,No,Gujarat,31303,31303 - 3M,0,337.5
40610868,31-Jan-2019,Innovative Engineering Products Pvt. Ltd.,Based On Sales Orders 10610779.,02-Feb-2019,10767.5,Supplier PO Created,Closed,10767.5,No,Gujarat,31236,31236 - Ear Plug Required,0,1642.5
40610869,31-Jan-2019,Avin Enterprise,Based On Sales Orders 10610779.,02-Feb-2019,1830.18,Supplier PO Created,Closed,1830.18,No,Gujarat,31236,31236 - Ear Plug Required,0,279.18
40610870,31-Jan-2019,Harish Duplicators,Based On Sales Orders 10610780.,04-Feb-2019,1600,Supplier PI Pending Finance Approval,Closed,1600,No,Gujarat,31312,31312 - RUBBER STAMP,0,0
40610871,31-Jan-2019,Rajvir International,Based On Sales Orders 10610778.,03-Feb-2018,4106.4,Supplier PI Pending Finance Approval,Open,4106.4,No,Gujarat,30298,30298 - PO_4101571658_PPEs for Plant_BulkMRO,0,626.4
40610872,31-Jan-2019,Chetan Abrasives Pvt. Ltd.,Based On Sales Orders 10610719.,04-Feb-2019,99562.5,Material Readiness: Delayed,Open,99562.5,No,Gujarat,30604,30604 - sander disk,0,15187.5
40610873,01-Feb-2019,Valisons and Co.,Based On Sales Orders 10610781.,01-Feb-2019,624.46,Supplier PO Created,Closed,624.46,Yes,Gujarat,29778,29778 - Fwd: Required quotation for tools,0,95.26
40610874,01-Feb-2019,Indtools Sales and Services,Based On Sales Orders 10610783.,30-Apr-2019,82090.24,Supplier PI Pending Finance Approval,Open,82090.24,No,Gujarat,30984,30984 - Hydraulic pump,0,12522.24
40610875,02-Feb-2019,United Instrument Services,Based On Sales Orders 10610785.,11-Mar-2019,2360,Material Readiness: Delayed,Closed,2360,No,Gujarat,31348,31348 - Orifice Plate Inquiry,0,360
40610876,02-Feb-2019,R-Tech Machine Tools,Based On Sales Orders 10610784.,12-Feb-2019,41772,Material Readiness: Delayed,Closed,41772,No,Gujarat,30539,30539 - Band saw blade Bipico make 5365 mm,0,6372
40610877,02-Feb-2019,Rajvir International,,05-Feb-2019,3186,Supplier PI Pending Finance Approval,Closed,3186,No,Gujarat,,30837 - 4101571658 - Leg guard,0,486
40610878,04-Feb-2019,Jyoti Trading Corporation,Based On Sales Orders 10610789.,18-Feb-2019,266243.4,Material Readiness: Delayed,Open,266243.4,No,Gujarat,31191,31191 - Norton Sander Belt,0,40613.4
40610879,04-Feb-2019,S. A. Electronic,,18-Feb-2019,48911,Supplier PI / Invoice Awaited,Closed,48911,Yes,Gujarat,28126,28216-Fwd: New PO # 4591506872 of 1706579 - 5 ltr. Jerry can wt 250 gm. in Natural,0,7461
40610880,04-Feb-2019,S. A. Electronic,,18-Feb-2019,48911,Supplier PI Pending Finance Approval,Closed,48911,No,Gujarat,28126,28126-Silicon Oil filled pressure gauge with inductive alarm sensor,0,7461
40610881,05-Feb-2019,S P Traders,Based On Sales Orders 10610791.,05-Feb-2019,295193.52,Payment to Supplier Delayed,Closed,295193.52,No,Gujarat,29965,29965 - 4101734374 -Supply of Dewinding Kit...,0,45029.52
40610882,05-Feb-2019,Multimode Equipments Pvt. Ltd.,Based On Sales Orders 10610790.,28-Feb-2019,117566,Supplier PI Pending Finance Approval,Closed,117566,No,Gujarat,30786,30786 - Fwd: Pls share quotation for L& T make Gate Valve,0,17933.8
40610883,06-Feb-2019,Kirti Freeze Corporation,Based On Sales Orders 10610793.,20-Feb-2019,61636.12,Material Readiness: Delayed,Closed,61636.12,No,Gujarat,28862,28862 - Gases ARC,0,9402.12
40610884,06-Feb-2019,S. B. Enterprises,,06-Feb-2019,737.5,Supplier PI Pending Finance Approval,Open,737.5,No,Gujarat,31208,31208 - Re: SB# 857598,0,112.5
40610885,06-Feb-2019,Vishw Automation,Based On Sales Orders 10610794.,21-Feb-2019,20563.2,Material Readiness: Delayed,Closed,20563.2,No,Gujarat,31213,31213 - RE: Fwd: 4502432660-BULK MRO INDUSTRIAL SUPPLY PVT,0,2203.2
40610886,06-Feb-2019,Vivek and Co.,,07-Feb-2019,16116.34,Supplier PI Pending Finance Approval,Closed,16116.34,No,Gujarat,,Stock Purchase,0,2458.44
40610887,06-Feb-2019,M. P. Enterprise,Based On Sales Orders 10610797.,08-Mar-2019,285560,Material Readiness: Delayed,Open,285560,No,Gujarat,31047,31047 - Industrial Fan,0,43560
40610888,06-Feb-2019,Airson Enterprises,,07-Feb-2019,26830.24,Supplier PI Pending Finance Approval,Closed,26830.24,Yes,Gujarat,,Stock Purchase,0,4228.34
40610889,07-Feb-2019,Innovative Engineering Products Pvt. Ltd.,Based On Sales Orders 10610775.,11-Feb-2019,15750,Material Readiness: Delayed,Closed,15750,No,Gujarat,18700,18700-PO_4101571658_PPEs for Plant_BulkMRO,0,750
40610890,07-Feb-2019,Rajvir International,Based On Sales Orders 10610799.,11-Feb-2019,2053.2,Supplier PI Pending Finance Approval,Closed,2053.2,No,Gujarat,30298,30298 - PO_4101571658_PPEs for Plant_BulkMRO,0,313.2
40610891,07-Feb-2019,Industrial Fasteners,,11-Feb-2019,165215.57,Supplier PI Pending Finance Approval,Closed,165215.57,No,Gujarat,,Stock Purchase,0,25202.37
40610892,07-Feb-2019,Machtech Engineering Solutions LLP,Based On Sales Orders 10610800.,27-Mar-2019,32686,Payment to Supplier Delayed,Closed,32686,No,Gujarat,30961,30961 - Fwd: FW: RE: Reminder:- 04 : Enquiry for Ethernet t,0,4986
40610893,07-Feb-2019,Kirti Freeze Corporation,Based On Sales Orders 10610801.,20-Feb-2019,132615.96,Material Readiness: Delayed,Closed,132615.96,No,Gujarat,31549,31549 - 4520031108,0,20229.56
40610894,08-Feb-2019,Industrial Bearing Corporation,Based On Sales Orders 10610802.,14-Feb-2019,6682.1,Supplier PI / Invoice Awaited,Closed,6682.1,No,Gujarat,30822,30822 - Fwd: Bearing NBI # 2210E TVP2 # 3 Nos,0,1019.3
40610895,08-Feb-2019,Global Marketing,,11-Feb-2019,594.86,Supplier PI / Invoice Awaited,Closed,594.86,No,Gujarat,29778,29778 - Fwd: Required quotation for tools,0,90.74
40610896,08-Feb-2019,Bright Instruments,Based On Sales Orders 10610804.,22-Mar-2019,70717.4,Supplier PI / Invoice Awaited,Closed,70717.4,No,Gujarat,30494,30494 - Fwd: very urgent - import Inquiry,0,10787.4
40610897,08-Feb-2019,Inca Carbon Products (India) LLP,Based On Sales Orders 10610806.,11-Feb-2019,387904.94,Supplier PI Pending Finance Approval,Closed,387904.94,No,Gujarat,31388,31388 - In Carbons,0,59171.94
40610898,08-Feb-2019,Premier Mill Stores Co. Pvt. Ltd.,,11-Feb-2019,7528.4,Supplier PI / Invoice Awaited,Closed,7528.4,No,Gujarat,30866,30866 - Safety Materials,0,1148.4
40610899,11-Feb-2019,Retail Detailz (India) Pvt. Ltd.,Based On Sales Orders 10610808.,18-Feb-2019,23744,Payment to Supplier Delayed,Closed,23744,No,Gujarat,31005,31005 - Handling Trollies,0,2544
40610900,12-Feb-2019,Kirti Freeze Corporation,Based On Sales Orders 10610809.,18-Feb-2019,47874.96,Material Readiness: Delayed,Closed,47874.96,No,Gujarat,31681,31681 - 4520031159,0,7302.96
40610901,12-Feb-2019,Luthra Engg Works,Based On Sales Orders 10610810.,28-Feb-2019,2891,Supplier PI Pending Finance Approval,Closed,2891,No,Gujarat,30633,30633 - Magnetic sweeper & vibration pad,0,441
40610902,12-Feb-2019,Airson Enterprises,Based On Sales Orders 10610798.,13-Feb-2019,26831.5,Supplier PI / Invoice Awaited,Open,26831.5,No,Gujarat,30091,30091 - 4101734374 -Supply of Dewinding Kit,0,4228.54
40610903,13-Feb-2019,Spirax - Sarco India Pvt. Ltd.,Based On Sales Orders 10610812.,10-Apr-2019,34964.58,Supplier PI Pending Finance Approval,Open,34964.58,No,Gujarat,30939,30939 - Water Filter-NTPC Ramagundam,0,5333.58
40610904,13-Feb-2019,Mufaddal Traders,Based On Sales Orders 10610813.,15-Feb-2019,5792.76,Supplier PI / Invoice Awaited,Closed,5792.76,Yes,Gujarat,31166,31166 - Fwd: RFQ# 0000859064 _ Hand tools,0,883.64
40610905,13-Feb-2019,Spectra Connectronics LLP,Based On Sales Orders 10610813.,15-Feb-2019,5868.85,Supplier PI Pending Finance Approval,Closed,5868.85,No,Gujarat,31166,31166 - Fwd: RFQ# 0000859064 _ Hand tools,0,895.25
40610906,13-Feb-2019,Stanley Black and Decker India Pvt. Ltd.,Based On Sales Orders 10610813.,15-Feb-2019,69879.13,Supplier PO Created,Closed,69879.13,Yes,Gujarat,31166,31166 - Fwd: RFQ# 0000859064 _ Hand tools,0,10659.53
40610907,13-Feb-2019,Valisons and Co.,Based On Sales Orders 10610813.,15-Feb-2019,19865.02,Supplier PO Created,Closed,19865.02,No,Gujarat,31166,31166 - Fwd: RFQ# 0000859064 _ Hand tools,0,3030.26
40610908,14-Feb-2019,Innovative Engineering Products Pvt. Ltd.,Based On Sales Orders 10610815.,20-Feb-2019,7758.5,Material Readiness: Delayed,Closed,7758.5,No,Gujarat,31746,31746 - SAFETY ITEMS,0,1183.5
40610909,14-Feb-2019,Shreenathji Welding And Safety Pvt. Ltd.,Based On Sales Orders 10610815.,20-Feb-2019,8732,Material Readiness: Delayed,Closed,8732,No,Gujarat,31746,31746 - SAFETY ITEMS,0,1332
40610910,14-Feb-2019,Spirax - Sarco India Pvt. Ltd.,Based On Sales Orders 10610816.,12-Apr-2019,54162,Supplier PI Pending Finance Approval,Open,54162,No,Gujarat,31790,31790 - Water Filter-NTPC Ramagundam,0,8262
40610911,14-Feb-2019,Variety Plywood,,14-May-2019,793314,Supplier PI Pending Finance Approval,Open,793314,No,Gujarat,,27244-FQ for Chemicals,0,121014
40610912,14-Feb-2019,Flow & Fluid Control Centre,Based On Sales Orders 10610817.,25-Feb-2019,114306.6,Supplier PI Pending Finance Approval,Open,114306.6,No,Gujarat,30942,30942 - LP Hood Valve,0,17436.6
40610913,14-Feb-2019,New Kamlesh Engineering Works,Based On Sales Orders 10610818.,18-Feb-2019,25063.2,Supplier PI Pending Finance Approval,Closed,25063.2,No,Gujarat,30649,30649 - STIHL KG770 manual sweeping machine,0,3823.2
40610914,15-Feb-2019,Hilton Automation,Based On Sales Orders 10610814.,15-Feb-2019,4602,Supplier PI Pending Finance Approval,Closed,4602,No,Gujarat,31384,31384 - Nelamangala - CS1J reed switch : QTY# 10,0,702
40610915,15-Feb-2019,Vijaylakshmi Print Solutions,,15-Feb-2019,30709.5,Supplier PI Pending Finance Approval,Closed,30709.5,No,Gujarat,,29763 - Stationary required,0,4684.5
40610916,15-Feb-2019,Vijaylakshmi Print Solutions,,15-Feb-2019,48970,Supplier PI Pending Finance Approval,Open,48970,No,Gujarat,,29763 - Stationary required,0,7470
40610917,15-Feb-2019,Vijaylaxshmi Print Solutions,,15-Feb-2019,102955,Supplier PI Pending Finance Approval,Closed,102955,No,Gujarat,,29763 - Stationary required,0,15705
40610918,15-Feb-2019,Vijaylaxshmi Print Solutions,,15-Feb-2019,48970,Supplier PI Pending Finance Approval,Closed,48970,No,Gujarat,,29763 - Stationary required,0,7470
40610919,15-Feb-2019,Vijaylakshmi Print Solutions,,15-Feb-2019,29411.5,Supplier PI Pending Finance Approval,Closed,29411.5,No,Gujarat,,29763 - Stationary required,0,4486.5
40610920,15-Feb-2019,Vijaylaxshmi Print Solutions,,15-Feb-2019,48970,Supplier PI Pending Finance Approval,Closed,48970,No,Gujarat,,29763 - Stationary required,0,7470
40610921,15-Feb-2019,Vijaylaxshmi Print Solutions,,15-Feb-2019,34633,Supplier PI Pending Finance Approval,Closed,34633,No,Gujarat,,29763 - Stationary required,0,5283
40610922,15-Feb-2019,Vijaylaxshmi Print Solutions,,15-Feb-2019,48970,Supplier PI Pending Finance Approval,Closed,48970,No,Gujarat,,29763 - Stationary required,0,7470
40610923,15-Feb-2019,Vijaylakshmi Print Solutions,,15-Feb-2019,29411.5,Supplier PI Pending Finance Approval,Closed,29411.5,No,Gujarat,,29763 - Stationary required,0,4486.5
40610924,15-Feb-2019,Varun Cement Pipe Industries,Based On Sales Orders 10610819.,18-Feb-2019,127440,Supplier PI Pending Finance Approval,Closed,127440,No,Gujarat,31788,31788 - 4520031185 - RCC HUME PIPE,0,19440
40610925,15-Feb-2019,Premier Consultancy Venture,,15-Feb-2019,236000,Supplier PI / Invoice Awaited,Open,236000,No,Gujarat,,Stock Purchase,0,36000
40610926,16-Feb-2019,Shreenathji Welding And Safety Pvt. Ltd.,Based On Sales Orders 10610820.,18-Feb-2019,16339.68,Supplier PO Created,Closed,16339.68,No,Gujarat,31809,31809 - filter & Cartridge & mask,0,1750.68
40610927,23-Nov-2018,RBL Technologies,,23-Nov-2018,7965,Supplier PO Created,Open,7965,No,Gujarat,,29013 -  4101717558- MRO Items & Serivce,0,1215
40610928,18-Feb-2019,Firefly Firepumps Pvt. Ltd.,Based On Sales Orders 10610822.,26-Mar-2019,9681.9,Supplier PI Pending Finance Approval,Closed,9681.9,No,Gujarat,31474,31474 - Bearing,0,1476.9
40610929,18-Feb-2019,Heera Industries,Based On Sales Orders 10610827.,28-Feb-2019,16048,Material Readiness: Delayed,Closed,16048,No,Gujarat,31339,31339 - RFQ - 3395,0,2448
40610930,18-Feb-2019,Honeywell International India Pvt. Ltd.,Based On Sales Orders 10610823.,20-Feb-2019,2975.96,Supplier PI / Invoice Awaited,Closed,2975.96,Yes,Gujarat,31576,31576 - RFP_20127561,0,453.96
40610931,18-Feb-2019,Power Line,Based On Sales Orders 10610821.,21-Feb-2019,12096,Supplier PI Pending Finance Approval,Closed,12096,No,Gujarat,31862,31862 - Fwd: eP SB # 887652,0,1296
40610932,20-Feb-2019,General Engineering Company,Based On Sales Orders 10610828.,30-Jan-2019,413,Supplier PI / Invoice Awaited,Closed,413,No,Gujarat,30333,30333 - 4850002828 - HHS M20 X 150 & NYLOCK NUT M8,0,63
40610933,20-Feb-2019,Vardex Tooling Pvt. Ltd.,Based On Sales Orders 10610830.,26-Mar-2019,231988,Supplier PI Pending Finance Approval,Closed,231988,No,Gujarat,31502,31502 - Tools need,0,35388
40610934,20-Feb-2019,Jyoti Trading Corporation,Based On Sales Orders 10610830.,26-Mar-2019,49914,Material Readiness: Delayed,Closed,49914,No,Gujarat,31502,31502 - Tools need,0,7614
40610935,20-Feb-2019,Geeta Enterprises,Based On Sales Orders 10610830.,26-Mar-2019,1770,Supplier PI / Invoice Awaited,Closed,1770,No,Gujarat,31502,31502 - Tools need,0,270
40610936,20-Feb-2019,CP Grat-Ex Manufacturing Company,Based On Sales Orders 10610830.,26-Mar-2019,63071,Payment to Supplier Delayed,Closed,63071,No,Gujarat,31502,31502 - Tools need,0,9621
40610937,20-Feb-2019,Bosch Ltd.,Based On Sales Orders 10610830.,26-Mar-2019,227240.86,Supplier PI / Invoice Awaited,Closed,227240.86,Yes,Gujarat,31502,31502 - Tools need,0,34663.86
40610938,20-Feb-2019,MITools India,Based On Sales Orders 10610829.,08-Mar-2019,899.86,Supplier PI / Invoice Awaited,Closed,899.86,No,Gujarat,31569,31569 - Kennedy make tools,0,137.26
40610939,20-Feb-2019,Kiran Diamond Tools,Based On Sales Orders 10610829.,08-Mar-2019,9180.44,Material Readiness: Delayed,Closed,9180.44,No,Gujarat,31569,31569 - Kennedy make tools,0,1400.44
40610940,20-Feb-2019,Lokhandwala Cement Products,Based On Sales Orders 10610832.,26-Mar-2019,127568.91,Supplier PI / Invoice Awaited,Closed,127568.91,No,Gujarat,31571,31571 - Man Hole Cover,0,19459.66
40610941,20-Feb-2019,Vijaylaxshmi Print Solutions,,20-Feb-2019,7788,Supplier PI / Invoice Awaited,Closed,7788,No,Gujarat,,29763 - Stationary required,0,1188
40610942,20-Feb-2019,Vivek and Co.,Based On Sales Orders 10610826.,20-Feb-2019,21457.72,Supplier PI / Invoice Awaited,Closed,21457.72,No,Gujarat,31254,31254 - 4850002922,0,3273.22
40610943,21-Feb-2019,Vivek and Co.,Based On Sales Orders 10610835.,25-Mar-2019,3674.52,Supplier PI / Invoice Awaited,Closed,3674.52,No,Gujarat,31940,31940 - PO FOR HT BOLT & F 22 GAS,0,560.52
40610944,21-Feb-2019,Kirti Freeze Corporation,Based On Sales Orders 10610834.,25-Feb-2019,66307.98,Material Readiness: Delayed,Closed,66307.98,No,Gujarat,31938,31938 - PO FOR HT BOLT & F 22 GAS,0,10114.78
40610945,21-Feb-2019,Zeal International,Based On Sales Orders 10610833.,04-Mar-2019,3540,Supplier PI Pending Finance Approval,Closed,3540,No,Gujarat,31804,31804 - CRACK SCALE,0,540
40610946,22-Feb-2019,Radical Ventures,Based On Sales Orders 10610836.,28-Feb-2019,8198.64,Supplier PI / Invoice Awaited,Closed,8198.64,No,Gujarat,32018,32018 - Quotation request _ABB Chennai ( Internal ref#88959,0,1250.64
40610947,22-Feb-2019,Bpl Medical Technologies Pvt. Ltd.,,22-Feb-2019,425600,Supplier PI Pending Finance Approval,Closed,425600,No,Gujarat,,32090 - X_Ray Machine,0,45600
40610948,25-Feb-2019,Heera Industries,Based On Sales Orders 10610839.,10-Mar-2019,22715,Material Readiness: Delayed,Closed,22715,No,Gujarat,32060,32060 - 4520031267,0,3465
40610949,25-Feb-2019,Tirth Enterprise,Based On Sales Orders 10610840.,28-Feb-2019,5782,Material Readiness: Delayed,Closed,5782,No,Gujarat,32065,32065 - 30024151,0,882
40610950,25-Feb-2019,Vardhman Distributors,Based On Sales Orders 10610840.,28-Feb-2019,7080,Supplier PI Pending Finance Approval,Closed,7080,No,Gujarat,32065,32065 - 30024151,0,1080
40610951,25-Feb-2019,Global Marketing,,25-Feb-2019,53695.42,Supplier PI Pending Finance Approval,Open,53695.42,No,Gujarat,31166,31166 - Fwd: RFQ# 0000859064 _ Hand tools,0,8190.82
40610952,25-Feb-2019,Vivek Trading Co.,Based On Sales Orders 10610840.,28-Feb-2019,14868,Material Readiness: Delayed,Closed,14868,No,Gujarat,32065,32065 - 30024151,0,2268
40610953,25-Feb-2019,Brisk Electronics Pvt. Ltd.,Based On Sales Orders 10610842.,18-Mar-2019,6844,Supplier PI / Invoice Awaited,Closed,6844,No,Gujarat,32008,"32008 - Compact INS 630, 4 pole, Make: Schneider Electric",0,1044
40610954,26-Feb-2019,Patel Associates,Based On Sales Orders 10610847.,02-Mar-2019,26815.5,Supplier PI Pending Finance Approval,Closed,26815.5,No,Gujarat,31960,31960 - OFFER-ERNICRCOMO-1 -PATEL ASSOCIATES,0,4090.5
