HSN Desc,HSN Description
75022020,UNWROUGHT NICKEL - NICKEL ALLOYS :MONEL METAL INCLUDING `K MONEL
75022030,UNWROUGHT NICKEL - NICKEL ALLOYS :NICKEL ALLOYS CONTAINING MORE THAN 40% BY WEIGHT OF NICKEL
75022040,UNWROUGHT NICKEL - NICKEL ALLOYS :NICKEL ALLOYS CONTAINING MORE THAN 10 % BUT NOT MORE THAN 40 % BY WEIGHT OF NICKEL
75022090,UNWROUGHT NICKEL - NICKEL ALLOYS :OTHER
7503,NICKEL WASTE AND SCRAP
750300,NICKEL WASTE AND SCRAP
75030010,"NICKEL WASTE AND SCRAP - NICKEL WASTE AND SCRAP : NICKEL SCRAP, NAMELY THE FOLLOWING : NEW NICKEL SCRAP COVERED BY ISRI CODE WORD `AROMA; OLD NICKEL SCRAP COVERED BY ISRI CODE WORD `BURLY; NEW CUPRO NICKEL CLIPS AND SOLIDS COVERED BY ISRI CODE WORD `DANDY"
75030090,NICKEL WASTE AND SCRAP - NICKEL WASTE AND SCRAP : OTHER
7504,NICKEL POWDERS AND FLAKES
75040000,NICKEL POWDERS AND FLAKES
7505,"NICKEL BARS, RODS, PROFILES AND WIRE - BARS, RODS AND PROFILES"
750511,"OF NICKEL, NOT ALLOYED"
75051110,"NICKEL BARS, RODS, PROFILES AND WIRE - BARS, RODS AND PROFILES : OF NICKEL, NOT ALLOYED : HOLLOW BARS"
75051120,"NICKEL BARS, RODS, PROFILES AND WIRE - BARS, RODS AND PROFILES : OF NICKEL, NOT ALLOYED : OTHER BARS; RODS AND PROFILES"
750512,OF NICKEL ALLOYS
75051210,"NICKEL BARS, RODS, PROFILES AND WIRE - BARS, RODS AND PROFILES : OF NICKEL ALLOYS : HOLLOW BARS"
75051220,"NICKEL BARS, RODS, PROFILES AND WIRE - BARS, RODS AND PROFILES : OF NICKEL ALLOYS : OTHER BARS; RODS AND PROFILES"
75052100,"NICKEL BARS, RODS, PROFILES AND WIRE - WIRE : OF NICKEL, NOT ALLOYED"
75052200,"NICKEL BARS, RODS, PROFILES AND WIRE - WIRE : OF NICKEL ALLOYS"
7506,"NICKEL PLATES, SHEETS, STRIP AND FOIL"
75061000,"NICKEL PLATES, SHEETS, STRIP AND FOIL - OF NICKEL, NOT ALLOYED"
75062000,"NICKEL PLATES, SHEETS, STRIP AND FOIL - OF NICKEL ALLOYS"
7507,"NICKEL TUBES, PIPES AND TUBE OR PIPE FITTINGS (FOR EXAMPLE, COUPLINGS, ELBOWS, SLEEVES) - TUBES AND PIPES"
75071100,"NICKEL TUBES, PIPES AND TUBE OR PIPE FITTINGS (FOR EXAMPLE, COUPLINGS, ELBOWS, SLEEVES) - TUBES AND PIPES : OF NICKEL, NOT ALLOYED"
75071200,"NICKEL TUBES, PIPES AND TUBE OR PIPE FITTINGS (FOR EXAMPLE, COUPLINGS, ELBOWS, SLEEVES) - TUBES AND PIPES : OF NICKEL ALLOYS"
75072000,"NICKEL TUBES, PIPES AND TUBE OR PIPE FITTINGS (FOR EXAMPLE, COUPLINGS, ELBOWS, SLEEVES) - TUBE OR PIPE FITTINGS"
7508,OTHER ARTICLES OF NICKEL
75081000,"OTHER ARTICLES OF NICKEL - CLOTH, GRILL AND NETTING, OF NICKEL WIRE"
750890,OTHER
75089010,OTHER ARTICLES OF NICKEL - OTHER : ELECTROPLATING ANODES OF NICKEL
75089020,OTHER ARTICLES OF NICKEL - OTHER : BLANKS ORDINARILY USED FOR MANUFACTURING TUBES AND PIPES OF NICKEL
75089030,OTHER ARTICLES OF NICKEL - OTHER : NICKEL SCREEN
75089090,OTHER ARTICLES OF NICKEL - OTHER : OTHER ARTICLES OF NICKEL AND NICKEL ALLOY
7601,UNWROUGHT ALUMINIUM
760110,"ALUMINIUM, NOT ALLOYED"
76011010,"UNWROUGHT ALUMINIUM - ALUMINIUM, NOT ALLOYED : INGOTS"
76011020,"UNWROUGHT ALUMINIUM - ALUMINIUM, NOT ALLOYED : BILLETS"
76011030,"UNWROUGHT ALUMINIUM - ALUMINIUM, NOT ALLOYED : WIRE BARS"
76011040,"UNWROUGHT ALUMINIUM - ALUMINIUM, NOT ALLOYED : WIRE RODS"
76011090,"UNWROUGHT ALUMINIUM - ALUMINIUM, NOT ALLOYED : OTHER"
760120,ALUMINIUM ALLOYS
76012010,UNWROUGHT ALUMINIUM - ALUMINIUM ALLOYS : INGOTS
76012020,UNWROUGHT ALUMINIUM - ALUMINIUM ALLOYS : BILLETS
76012030,UNWROUGHT ALUMINIUM - ALUMINIUM ALLOYS : WIRE BARS
76012040,UNWROUGHT ALUMINIUM - ALUMINIUM ALLOYS : WIRE RODS
76012090,UNWROUGHT ALUMINIUM - ALUMINIUM ALLOYS : OTHER
7602,ALUMINIUM WASTE AND SCRAP
760200,ALUMINIUM WASTE AND SCRAP
76020010,"ALUMINIUM WASTE AND SCRAP - ALUMINIUM WASTE AND SCRAP : ALUMINIUM SCRAP, NAMELY THE FOLLOWING : CLEAN ALUMINIUM LITHOGRAPHIC SHEETS (ISRI) NEW, CLEAN ALUMINIUM LITHOGRAPHIC SHEETS (ISRI)MIXED LOW COPPER ALUMINIUM CLIPPINGS AND SOLIDS (ISRI) CLEAN MIXED OL"
76020090,ALUMINIUM WASTE AND SCRAP - ALUMINIUM WASTE AND SCRAP : OTHER WASTE AND SCRAP
7603,ALUMINIUM POWDERS AND FLAKES
760310,POWDERS OF NON-LAMELLAR STRUCTURE
76031010,ALUMINIUM POWDERS AND FLAKES - POWDERS OF NON-LAMELLAR STRUCTURE : ALUMINIUM POWDER FOR THERMIT PROCESS
76031090,ALUMINIUM POWDERS AND FLAKES - POWDERS OF NON-LAMELLAR STRUCTURE : OTHER
76032000,ALUMINIUM POWDERS AND FLAKES - POWDERS OF LAMELLAR STRUCTURE; FLAKES
7604,"ALUMINIUM BARS, RODS AND PROFILES"
760410,"OF ALUMINIUM, NOT ALLOYED"
76041010,"ALUMINIUM BARS, RODS AND PROFILES - OF ALUMINIUM, NOT ALLOYED : WIRE RODS"
76041020,"ALUMINIUM BARS, RODS AND PROFILES - OF ALUMINIUM, NOT ALLOYED : BARS AND RODS, OTHER THAN WIRE RODS"
76041031,"ALUMINIUM BARS, RODS AND PROFILES - OF ALUMINIUM, NOT ALLOYED : PROFILES : HOLLOW"
76041039,"ALUMINIUM BARS, RODS AND PROFILES - OF ALUMINIUM, NOT ALLOYED : PROFILES : OTHER"
76042100,"ALUMINIUM BARS, RODS AND PROFILES - OF ALUMINIUM ALLOYS : HOLLOW PROFILES"
760429,OTHER
76042910,"ALUMINIUM BARS, RODS AND PROFILES - OF ALUMINIUM ALLOYS : OTHER : HARD DRAWN BARE ALUMINIUM CONDUCTORS STEEL RE-INFORCED (A.C.S.R.)"
76042920,"ALUMINIUM BARS, RODS AND PROFILES - OF ALUMINIUM ALLOYS : OTHER : WIRE RODS"
76042930,"ALUMINIUM BARS, RODS AND PROFILES - OF ALUMINIUM ALLOYS : OTHER : BARS AND RODS, OTHER THAN WIRE RODS"
76042990,"ALUMINIUM BARS, RODS AND PROFILES - OF ALUMINIUM ALLOYS : OTHER : OTHER"
7605,ALUMINIUM WIRE
76051100,"ALUMINIUM WIRE - OF ALUMINIUM, NOT ALLOYED : OF WHICH THE MAXIMUM CROSS-SECTIONAL DIMENSION EXCEEDS 7 MM"
760519,OTHER
76051910,"ALUMINIUM WIRE - OF ALUMINIUM, NOT ALLOYED : OTHER : OF WHICH THE MAXIMUM CROSS-SECTIONAL DIMENSION EXCEEDS 6 MM BUT DOES NOT EXCEED 7 MM"
76051991,"ALUMINIUM WIRE - OF ALUMINIUM, NOT ALLOYED : OTHER : OTHER : HARD DRAWN BARE-SOLID"
76051999,"ALUMINIUM WIRE - OF ALUMINIUM, NOT ALLOYED : OTHER : OTHER : OTHER"
76052100,ALUMINIUM WIRE - OF ALUMINIUM ALLOYS : OF WHICH THE MAXIMUM CROSS-SECTIONAL DIMENSION EXCEEDS 7 MM
760529,OTHER
76052910,ALUMINIUM WIRE - OF ALUMINIUM ALLOYS : OTHER : OF WHICH THE MAXIMUM CROSS-SECTIONAL DIMENSION EXCEEDS 6 MM BUT DOES NOT EXCEED 7 MM
76052990,ALUMINIUM WIRE - OF ALUMINIUM ALLOYS : OTHER : OTHER
7606,"ALUMINIUM PLATES, SHEETS AND STRIP, OF A THICKNESS EXCEEDING 0.2 MM"
760611,"OF ALUMINIUM, NOT ALLOYED"
76061110,"ALUMINIUM PLATES, SHEETS AND STRIP, OF A THICKNESS EXCEEDING 0.2 MM - RECTANGULAR (INCLUDING SQUARE) : OF ALUMINIUM, NOT ALLOYED : ELECTROLYTIC PLATES OR SHEETS"
76061190,"ALUMINIUM PLATES, SHEETS AND STRIP, OF A THICKNESS EXCEEDING 0.2 MM - RECTANGULAR (INCLUDING SQUARE) : OF ALUMINIUM, NOT ALLOYED : OTHER"
76061200,"ALUMINIUM PLATES, SHEETS AND STRIP, OF A THICKNESS EXCEEDING 0.2 MM - RECTANGULAR (INCLUDING SQUARE) : OF ALUMINIUM ALLOYS"
760691,"OF ALUMINIUM, NOT ALLOYED"
76069110,"ALUMINIUM PLATES, SHEETS AND STRIP, OF A THICKNESS EXCEEDING 0.2 MM - OTHER : OF ALUMINIUM, NOT ALLOYED : CIRCLES"
76069120,"ALUMINIUM PLATES, SHEETS AND STRIP, OF A THICKNESS EXCEEDING 0.2 MM - OTHER : OF ALUMINIUM, NOT ALLOYED : ELECTROLYTIC PLATES OR SHEETS"
76069190,"ALUMINIUM PLATES, SHEETS AND STRIP, OF A THICKNESS EXCEEDING 0.2 MM - OTHER : OF ALUMINIUM, NOT ALLOYED : OTHER"
760692,OF ALUMINIUM ALLOYS
76069210,"ALUMINIUM PLATES, SHEETS AND STRIP, OF A THICKNESS EXCEEDING 0.2 MM - OTHER : OF ALUMINIUM ALLOYS : CIRCLES"
76069290,"ALUMINIUM PLATES, SHEETS AND STRIP, OF A THICKNESS EXCEEDING 0.2 MM - OTHER : OF ALUMINIUM ALLOYS : OTHER"
7607,"ALUMINIUM FOIL (WHETHER OR NOT PRINTED OR BACKED WITH PAPER, PAPERBOARD, PLASTICS OR SIMILAR BACKING MATERIALS) OF A THICKNESS (EXCLUDING ANY BACKING) NOT EXCEEDING 0.2 MM - NOT BACKED"
760711,ROLLED BUT NOT FURTHER WORKED
76071110,"ALUMINIUM FOIL (WHETHER OR NOT PRINTED OR BACKED WITH PAPER, PAPERBOARD, PLASTICS OR SIMILAR BACKING MATERIALS) OF A THICKNESS (EXCLUDING ANY BACKING) NOT EXCEEDING 0.2 MM - NOT BACKED : ROLLED BUT NOT FURTHER WORKED : ORDINARILY USED FOR TEA CHEST LINING"
76071190,"ALUMINIUM FOIL (WHETHER OR NOT PRINTED OR BACKED WITH PAPER, PAPERBOARD, PLASTICS OR SIMILAR BACKING MATERIALS) OF A THICKNESS (EXCLUDING ANY BACKING) NOT EXCEEDING 0.2 MM - NOT BACKED : ROLLED BUT NOT FURTHER WORKED : OTHER"
760719,OTHER
76071910,"ALUMINIUM FOIL (WHETHER OR NOT PRINTED OR BACKED WITH PAPER, PAPERBOARD, PLASTICS OR SIMILAR BACKING MATERIALS) OF A THICKNESS (EXCLUDING ANY BACKING) NOT EXCEEDING 0.2 MM - NOT BACKED : OTHER : ORDINARILY USED FOR TEA CHEST LINING"
76071991,"ALUMINIUM FOIL (WHETHER OR NOT PRINTED OR BACKED WITH PAPER, PAPERBOARD, PLASTICS OR SIMILAR BACKING MATERIALS) OF A THICKNESS (EXCLUDING ANY BACKING) NOT EXCEEDING 0.2 MM - NOT BACKED : OTHER : OTHER : PLAIN"
76071992,"ALUMINIUM FOIL (WHETHER OR NOT PRINTED OR BACKED WITH PAPER, PAPERBOARD, PLASTICS OR SIMILAR BACKING MATERIALS) OF A THICKNESS (EXCLUDING ANY BACKING) NOT EXCEEDING 0.2 MM - NOT BACKED : OTHER : OTHER : EMBOSSED"
76071993,"ALUMINIUM FOIL (WHETHER OR NOT PRINTED OR BACKED WITH PAPER, PAPERBOARD, PLASTICS OR SIMILAR BACKING MATERIALS) OF A THICKNESS (EXCLUDING ANY BACKING) NOT EXCEEDING 0.2 MM - NOT BACKED : OTHER : OTHER : PERFORATED OR CUT-TO-SHAPE"
76071994,"ALUMINIUM FOIL (WHETHER OR NOT PRINTED OR BACKED WITH PAPER, PAPERBOARD, PLASTICS OR SIMILAR BACKING MATERIALS) OF A THICKNESS (EXCLUDING ANY BACKING) NOT EXCEEDING 0.2 MM - NOT BACKED : OTHER : OTHER : COATED"
76071995,"ALUMINIUM FOIL (WHETHER OR NOT PRINTED OR BACKED WITH PAPER, PAPERBOARD, PLASTICS OR SIMILAR BACKING MATERIALS) OF A THICKNESS (EXCLUDING ANY BACKING) NOT EXCEEDING 0.2 MM - NOT BACKED : OTHER : OTHER : PRINTED"
76071999,"ALUMINIUM FOIL (WHETHER OR NOT PRINTED OR BACKED WITH PAPER, PAPERBOARD, PLASTICS OR SIMILAR BACKING MATERIALS) OF A THICKNESS (EXCLUDING ANY BACKING) NOT EXCEEDING 0.2 MM - NOT BACKED : OTHER : OTHER : OTHER"
760720,BACKED
76072010,"ALUMINIUM FOIL (WHETHER OR NOT PRINTED OR BACKED WITH PAPER, PAPERBOARD, PLASTICS OR SIMILAR BACKING MATERIALS) OF A THICKNESS (EXCLUDING ANY BACKING) NOT EXCEEDING 0.2 MM - BACKED : ORDINARILY USED FOR TEA CHEST LINING"
76072090,"ALUMINIUM FOIL (WHETHER OR NOT PRINTED OR BACKED WITH PAPER, PAPERBOARD, PLASTICS OR SIMILAR BACKING MATERIALS) OF A THICKNESS (EXCLUDING ANY BACKING) NOT EXCEEDING 0.2 MM - BACKED : OTHER"
7608,ALUMINIUM TUBES AND PIPES
76081000,"ALUMINIUM TUBES AND PIPE - OF ALUMINIUM, NOT ALLOYED"
76082000,ALUMINIUM TUBES AND PIPE - OF ALUMINIUM ALLOYS
7609,"ALUMINIUM TUBE OR PIPE FITTINGS (FOR EXAMPLE, COUPLINGS, ELBOWS, SLEEVES)"
76090000,"ALUMINIUM TUBE OR PIPE FITTINGS (FOR EXAMPLE, COUPLINGS, ELBOWS, SLEEVES)"
7610,"ALUMINIUM STRUCTURES (EXCLUDING PREFABRICATED BUILDINGS OF HEADING 9406) AND PARTS OF STRUCTURES (FOR EXAMPLE, BRIDGES AND BRIDGE-SECTIONS, TOWERS, LATTICE MASTS, ROOFS, ROOFING FRAMEWORKS, DOORS AND WINDOWS AND THEIR FRAMES AND THRESHOLDS FOR DOORS, BALU"
76101000,"ALUMINIUM STRUCTURES (EXCLUDING PREFABRICATED BUILDINGS OF HEADING 9406) AND PARTS OF STRUCTURES (FOR EXAMPLE, BRIDGES AND BRIDGE-SECTIONS, TOWERS, LATTICE MASTS, ROOFS, ROOFING FRAMEWORKS, DOORS AND WINDOWS AND THEIR FRAMES AND THRESHOLDS FOR DOORS, BALU"
761090,OTHER
76109010,"ALUMINIUM STRUCTURES (EXCLUDING PREFABRICATED BUILDINGS OF HEADING 9406) AND PARTS OF STRUCTURES (FOR EXAMPLE, BRIDGES AND BRIDGE-SECTIONS, TOWERS, LATTICE MASTS, ROOFS, ROOFING FRAMEWORKS, DOORS AND WINDOWS AND THEIR FRAMES AND THRESHOLDS FOR DOORS, BALU"
76109020,"ALUMINIUM STRUCTURES (EXCLUDING PREFABRICATED BUILDINGS OF HEADING 9406) AND PARTS OF STRUCTURES (FOR EXAMPLE, BRIDGES AND BRIDGE-SECTIONS, TOWERS, LATTICE MASTS, ROOFS, ROOFING FRAMEWORKS, DOORS AND WINDOWS AND THEIR FRAMES AND THRESHOLDS FOR DOORS, BALU"
76109030,"ALUMINIUM STRUCTURES (EXCLUDING PREFABRICATED BUILDINGS OF HEADING 9406) AND PARTS OF STRUCTURES (FOR EXAMPLE, BRIDGES AND BRIDGE-SECTIONS, TOWERS, LATTICE MASTS, ROOFS, ROOFING FRAMEWORKS, DOORS AND WINDOWS AND THEIR FRAMES AND THRESHOLDS FOR DOORS, BALU"
76109090,"ALUMINIUM STRUCTURES (EXCLUDING PREFABRICATED BUILDINGS OF HEADING 9406) AND PARTS OF STRUCTURES (FOR EXAMPLE, BRIDGES AND BRIDGE-SECTIONS, TOWERS, LATTICE MASTS, ROOFS, ROOFING FRAMEWORKS, DOORS AND WINDOWS AND THEIR FRAMES AND THRESHOLDS FOR DOORS, BALU"
7611,"ALUMINIUM RESERVOIRS, TANKS, VATS AND SIMILAR CONTAINERS, FOR ANY MATERIAL (OTHER THAN COMPRESSED OR LIQUEFIED GAS), OF A CAPACITY EXCEEDING 300 L, WHETHER OR NOT LINED OR HEAT-INSULATED, BUT NOT FITTED WITH MECHANICAL OR THERMAL EQUIPMENT"
76110000,"ALUMINIUM RESERVOIRS, TANKS, VATS AND SIMILAR CONTAINERS, FOR ANY MATERIAL (OTHER THAN COMPRESSED OR LIQUEFIED GAS), OF A CAPACITY EXCEEDING 300 L, WHETHER OR NOT LINED OR HEAT-INSULATED, BUT NOT FITTED WITH MECHANICAL OR THERMAL EQUIPMENT"
7612,"ALUMINIUM CASKS, DRUMS, CANS, BOXES AND SIMILAR CONTAINERS (INCLUDING RIGID OR COLLAPSIBLE TUBULAR CONTAINERS), FOR ANY MATERIAL (OTHER THAN COMPRESSED OR LIQUEFIED GAS), OF A CAPACITY NOT EXCEEDING 300 L, WHETHER OR NOT LINED OR HEAT-INSULATED, BUT NOT"
761210,COLLAPSIBLE TUBULAR CONTAINERS
76121010,"ALUMINIUM CASKS, DRUMS, CANS, BOXES AND SIMILAR CONTAINERS (INCLUDING RIGID OR COLLAPSIBLE TUBULAR CONTAINERS), FOR ANY MATERIAL (OTHER THAN COMPRESSED OR LIQUEFIED GAS), OF A CAPACITY NOT EXCEEDING 300 L, WHETHER OR NOT LINED OR HEAT-INSULATED, BUT NOT F"
76121020,"ALUMINIUM CASKS, DRUMS, CANS, BOXES AND SIMILAR CONTAINERS (INCLUDING RIGID OR COLLAPSIBLE TUBULAR CONTAINERS), FOR ANY MATERIAL (OTHER THAN COMPRESSED OR LIQUEFIED GAS), OF A CAPACITY NOT EXCEEDING 300 L, WHETHER OR NOT LINED OR HEAT-INSULATED, BUT NOT F"
76121030,"ALUMINIUM CASKS, DRUMS, CANS, BOXES AND SIMILAR CONTAINERS (INCLUDING RIGID OR COLLAPSIBLE TUBULAR CONTAINERS), FOR ANY MATERIAL (OTHER THAN COMPRESSED OR LIQUEFIED GAS), OF A CAPACITY NOT EXCEEDING 300 L, WHETHER OR NOT LINED OR HEAT-INSULATED, BUT NOT F"
76121090,"ALUMINIUM CASKS, DRUMS, CANS, BOXES AND SIMILAR CONTAINERS (INCLUDING RIGID OR COLLAPSIBLE TUBULAR CONTAINERS), FOR ANY MATERIAL (OTHER THAN COMPRESSED OR LIQUEFIED GAS), OF A CAPACITY NOT EXCEEDING 300 L, WHETHER OR NOT LINED OR HEAT-INSULATED, BUT NOT F"
761290,OTHER
76129010,"ALUMINIUM CASKS, DRUMS, CANS, BOXES AND SIMILAR CONTAINERS (INCLUDING RIGID OR COLLAPSIBLE TUBULAR CONTAINERS), FOR ANY MATERIAL (OTHER THAN COMPRESSED OR LIQUEFIED GAS), OF A CAPACITY NOT EXCEEDING 300 L, WHETHER OR NOT LINED OR HEAT-INSULATED, BUT NOT F"
76129020,"ALUMINIUM CASKS, DRUMS, CANS, BOXES AND SIMILAR CONTAINERS (INCLUDING RIGID OR COLLAPSIBLE TUBULAR CONTAINERS), FOR ANY MATERIAL (OTHER THAN COMPRESSED OR LIQUEFIED GAS), OF A CAPACITY NOT EXCEEDING 300 L, WHETHER OR NOT LINED OR HEAT-INSULATED, BUT NOT F"
76129030,"ALUMINIUM CASKS, DRUMS, CANS, BOXES AND SIMILAR CONTAINERS (INCLUDING RIGID OR COLLAPSIBLE TUBULAR CONTAINERS), FOR ANY MATERIAL (OTHER THAN COMPRESSED OR LIQUEFIED GAS), OF A CAPACITY NOT EXCEEDING 300 L, WHETHER OR NOT LINED OR HEAT-INSULATED, BUT NOT F"
76129090,"ALUMINIUM CASKS, DRUMS, CANS, BOXES AND SIMILAR CONTAINERS (INCLUDING RIGID OR COLLAPSIBLE TUBULAR CONTAINERS), FOR ANY MATERIAL (OTHER THAN COMPRESSED OR LIQUEFIED GAS), OF A CAPACITY NOT EXCEEDING 300 L, WHETHER OR NOT LINED OR HEAT-INSULATED, BUT NOT F"
7613,ALUMINIUM CONTAINERS FOR COMPRESSED OR LIQUEFIED GAS
761300,ALUMINIUM CONTAINERS FOR COMPRESSED OR LIQUEFIED GAS
76130011,ALUMINIUM CONTAINERS FOR COMPRESSED OR LIQUEFIED GAS - ALUMINIUM CONTAINERS FOR COMPRESSED OR LIQUEFIED GAS : LOW PRESSURE CYLINDERS : PLAIN
76130012,ALUMINIUM CONTAINERS FOR COMPRESSED OR LIQUEFIED GAS - ALUMINIUM CONTAINERS FOR COMPRESSED OR LIQUEFIED GAS : LOW PRESSURE CYLINDERS : LACQUERED
76130013,ALUMINIUM CONTAINERS FOR COMPRESSED OR LIQUEFIED GAS - ALUMINIUM CONTAINERS FOR COMPRESSED OR LIQUEFIED GAS : LOW PRESSURE CYLINDERS : PRINTED
76130019,ALUMINIUM CONTAINERS FOR COMPRESSED OR LIQUEFIED GAS - ALUMINIUM CONTAINERS FOR COMPRESSED OR LIQUEFIED GAS : LOW PRESSURE CYLINDERS : OTHER
76130021,ALUMINIUM CONTAINERS FOR COMPRESSED OR LIQUEFIED GAS - ALUMINIUM CONTAINERS FOR COMPRESSED OR LIQUEFIED GAS : HIGH PRESSURE CYLINDERS : PLAIN
76130022,ALUMINIUM CONTAINERS FOR COMPRESSED OR LIQUEFIED GAS - ALUMINIUM CONTAINERS FOR COMPRESSED OR LIQUEFIED GAS : HIGH PRESSURE CYLINDERS : LACQUERED
76130023,ALUMINIUM CONTAINERS FOR COMPRESSED OR LIQUEFIED GAS - ALUMINIUM CONTAINERS FOR COMPRESSED OR LIQUEFIED GAS : HIGH PRESSURE CYLINDERS : PRINTED
76130029,ALUMINIUM CONTAINERS FOR COMPRESSED OR LIQUEFIED GAS - ALUMINIUM CONTAINERS FOR COMPRESSED OR LIQUEFIED GAS : HIGH PRESSURE CYLINDERS : OTHER
76130091,ALUMINIUM CONTAINERS FOR COMPRESSED OR LIQUEFIED GAS - ALUMINIUM CONTAINERS FOR COMPRESSED OR LIQUEFIED GAS : OTHER : PLAIN
76130092,ALUMINIUM CONTAINERS FOR COMPRESSED OR LIQUEFIED GAS - ALUMINIUM CONTAINERS FOR COMPRESSED OR LIQUEFIED GAS : OTHER : LACQUERED
76130093,ALUMINIUM CONTAINERS FOR COMPRESSED OR LIQUEFIED GAS - ALUMINIUM CONTAINERS FOR COMPRESSED OR LIQUEFIED GAS : OTHER : PRINTED
76130099,ALUMINIUM CONTAINERS FOR COMPRESSED OR LIQUEFIED GAS - ALUMINIUM CONTAINERS FOR COMPRESSED OR LIQUEFIED GAS : OTHER : OTHER
7614,"STRANDED WIRE, CABLES, PLAITED BANDS AND THE LIKE, OF ALUMINIUM, NOT ELECTRICALLY INSULATED"
76141000,"STRANDED WIRE, CABLES, PLAITED BANDS AND THE LIKE, OF ALUMINIUM, NOT ELECTRICALLY INSULATED - WITH STEEL CORE"
76149000,"STRANDED WIRE, CABLES, PLAITED BANDS AND THE LIKE, OF ALUMINIUM, NOT ELECTRICALLY INSULATED - OTHER"
7615,"TABLE, KITCHEN OR OTHER HOUSEHOLD ARTICLES AND PARTS THEREOF, OF ALUMINIUM; POT SCOURERS AND SCOURING OR POLISHING PADS, GLOVES AND THE LIKE, OF ALUMINIUM; SANITARY WARE AND PARTS THEREOF, OF ALUMINIUM"
761510,"TABLE, KITCHEN OR OTHER HOUSEHOLD ARTICLES AND PARTS THEREOF; POT SCOURERS AND SCOURING OR POLISHING PADS, GLOVES AND THE LIKE"
76151011,PRESSURE COOKERS
76151012,SOLAR COLLECTORS
76151021,NON-STICK
76151029,OTHER
76151030,"OTHER TABLE,KITCHEN OR HOUSEHOLD ARTICLES"
76151040,"POT SCOURERS AND SCOURING OR POLISHING PADS, GLOVES AND THE LIKE"
76151090,PARTS
76151100,"TABLE, KITCHEN OR OTHER HOUSEHOLD ARTICLES AND PARTS THEREOF, OF ALUMINIUM; POT SCOURERS AND SCOURING OR POLISHING PADS, GLOVES AND THE LIKE, OF ALUMINIUM; SANITARY WARE AND PARTS THEREOF, OF ALUMINIUM - TABLE, KITCHEN OR OTHER HOUSEHOLD ARTICLES AND PART"
761519,OTHER
761520,SANITARY WARE AND PARTS THEREOF
76152010,"TABLE, KITCHEN OR OTHER HOUSEHOLD ARTICLES AND PARTS THEREOF, OF ALUMINIUM; POT SCOURERS AND SCOURING OR POLISHING PADS, GLOVES AND THE LIKE, OF ALUMINIUM; SANITARY WARE AND PARTS THEREOF, OF ALUMINIUM- SANITARY WARE AND PARTS THEREOF : SANITARY WARE OF A"
76152020,"TABLE, KITCHEN OR OTHER HOUSEHOLD ARTICLES AND PARTS THEREOF, OF ALUMINIUM; POT SCOURERS AND SCOURING OR POLISHING PADS, GLOVES AND THE LIKE, OF ALUMINIUM; SANITARY WARE AND PARTS THEREOF, OF ALUMINIUM- SANITARY WARE AND PARTS THEREOF : PARTS"
76152090,"TABLE, KITCHEN OR OTHER HOUSEHOLD ARTICLES AND PARTS THEREOF, OF ALUMINIUM; POT SCOURERS AND SCOURING OR POLISHING PADS, GLOVES AND THE LIKE, OF ALUMINIUM; SANITARY WARE AND PARTS THEREOF, OF ALUMINIUM- SANITARY WARE AND PARTS THEREOF : OTHER"
7616,OTHER ARTICLES OF ALUMINIUM
76161000,"OTHER ARTICLES OF ALUMINIUM - NAILS, TACKS, STAPLES (OTHER THAN THOSE OF HEADING 8305), SCREWS, BOLTS, NUTS, SCREW HOOKS, RIVETS, COTTERS, COTTER-PMILAR ARTICLES"
76169100,"OTHER ARTICLES OF ALUMINIUM - OTHER : CLOTH, GRILL, NETTING AND FENCING, OF ALUMINIUM WIRE"
761699,OTHER
76169910,OTHER ARTICLES OF ALUMINIUM - OTHER : OTHER : EXPANDED METAL OF ALUMINIUM AND ALUMINIUM ALLOYS
76169920,OTHER ARTICLES OF ALUMINIUM - OTHER : OTHER :CHAINS
76169930,OTHER ARTICLES OF ALUMINIUM - OTHER : OTHER : BOBBINS
76169990,OTHER ARTICLES OF ALUMINIUM - OTHER : OTHER : OTHER
7801,UNWROUGHT LEAD
78011000,UNWROUGHT LEAD : REFINED LEAD
78019100,UNWROUGHT LEAD - OTHER: CONTAINING BY WEIGHT ANTIMONY AS THE PRINCIPAL OTHER ELEMENT
780199,OTHER
78019910,UNWROUGHT LEAD - OTHER: OTHER: PIG LEAD
78019920,UNWROUGHT LEAD - OTHER: OTHER: UNREFINED LEAD
78019930,UNWROUGHT LEAD - OTHER: OTHER: UNREFINED LEAD ALLOYS
78019990,UNWROUGHT LEAD - OTHER: OTHER: OTHER
7802,LEAD WASTE AND SCRAP
780200,LEAD WASTE AND SCRAP
78020010,"LEAD WASTE AND SCRAP - LEAD WASTE AND SCRAP: LEAD SCRAP, NAMELY THE FOLLOWING: SCRAP LEAD-SOFT COVERED BY ISRI CODE WORD `RACKS; MIXED HARD OR SOFT SCRAP LEAD COVERED BY ISRI CODE WORD `RADIO; LEAD COVERED COPPER CABLE COVERED BY ISRI CODE WORD `RELAY; WH"
78020090,LEAD WASTE AND SCRAP - LEAD WASTE AND SCRAP: OTHER
7803,OMITTED
78030011,"LEAD BARS, RODS, PROFILES AND WIRE - LEAD BARS, RODS, PROFILES AND WIRE: BARS AND RODS: HOLLOW BARS"
