#,Date,Customer,Remarks,Due Date,Branch,Document Total (FC),Document Total (SC),Document Status,Canceled,Document Total,Project,Inside Sales Owner,Cancelation Date,Original Ref. No.,Tax Amount (SC)
10210407,18-Jun-2018,Godrej and Boyce Manufacturing Co. Ltd.,Based On Sales Quotations 877.,08-Aug-2018,Maharashtra,0,49560,Closed,Yes,49560,20686,Kartik Pai,07-Sep-2018,,7560
10210406,18-Jun-2018,Nhava Sheva (India) Gateway Terminal Pvt. Ltd.,Based On Sales Quotations 922.,30-Jun-2018,Maharashtra,0,9722.72,Closed,No,9722.72,21210,Mayur Salunke,30-Jul-2018,,734.62
10210405,18-Jun-2018,Stanley Engineered Fastening India Pvt. Ltd.,Based On Sales Quotations 794.,02-Jul-2018,Maharashtra,0,14407.8,Closed,No,14407.8,21045,Sandeep Pal,01-Aug-2018,,2197.8
10210404,16-Jun-2018,GAIL India Ltd.,Based On Sales Quotations 223.,05-Jun-2018,Maharashtra,0,109534.68,Closed,No,109534.68,18616,Rajani Kyatham,05-Jul-2018,,16708.68
10210403,16-Jun-2018,Henkel Adhesive Technologies India Pvt. Ltd.,Based On Sales Quotations 871.,18-Jun-2018,Maharashtra,0,30096.58,Closed,No,30096.58,21150,Neha Mundhe,18-Jul-2018,,6415.58
10210402,14-Jun-2018,Cummins India Ltd.,Based On Sales Quotations 549.,08-Jun-2018,Maharashtra,0,25783,Closed,No,25783,19913,Poonam Mohite,08-Jul-2018,,3933
10210401,31-May-2018,Trident Computer Resources Inc.,Based On Sales Quotations 912.,31-May-2018,Maharashtra,"3,481.00",232078.26,Closed,No,232078.26,,Rajani Ong,30-Jun-2018,,35401.76
10210400,15-Jun-2018,Henkel Adhesive Technologies India Pvt. Ltd.,Based On Sales Quotations 900.,18-Jun-2018,Maharashtra,0,103338.8,Closed,No,103338.8,21171,Rajani Kyatham,18-Jul-2018,,4920.9
10210399,15-Jun-2018,GE Diesel Locomotive Pvt. Ltd.,Based On Sales Quotations 908.,08-Jul-2018,Maharashtra,0,1717461.68,Open,No,1717461.68,20029,Swati Bhosale,07-Aug-2018,,261985.68
10210398,15-Jun-2018,Beckman Coulter India Pvt. Ltd.,Based On Sales Quotations 770.,19-Jun-2018,Maharashtra,0,2950,Closed,No,2950,20944,Puja Pawar,19-Jul-2018,,450
10210397,15-Jun-2018,Henkel Adhesive Technologies India Pvt. Ltd.,Based On Sales Quotations 906.,13-Jun-2018,Maharashtra,0,23128,Closed,No,23128,20493,Sheeba Shaikh,13-Jul-2018,,3528
10210396,15-Jun-2018,Piramal Enterprises Ltd.,Based On Sales Quotations 892.,18-Jun-2018,Maharashtra,0,15519.64,Closed,No,15519.64,21176,Puja Pawar,18-Jul-2018,,2367.4
10210395,14-Jun-2018,Survival Systems India,Based On Sales Quotations 868.,28-Jun-2018,Maharashtra,0,26172.16,Closed,No,26172.16,21093,Sarika Tanawade,28-Jul-2018,,2804.16
10210394,15-Jun-2018,Henkel Adhesive Technologies India Pvt. Ltd.,Based On Sales Quotations 454.,13-Jun-2018,Maharashtra,0,23128,Closed,Yes,23128,20493,Sheeba Shaikh,13-Jul-2018,,3528
10210393,15-Jun-2018,Adino Telecom Ltd.,Based On Sales Quotations 847.,22-Jun-2018,Maharashtra,0,1870.3,Closed,No,1870.3,20892,Sheeba Shaikh,22-Jul-2018,,285.3
10210392,15-Jun-2018,GAIL India Ltd.,Based On Sales Quotations 203.,12-Jul-2018,Maharashtra,0,305602.3,Closed,No,305602.3,10649,Rajani Ong,11-Aug-2018,,46617.3
10210391,14-Jun-2018,Cummins Technologies India Pvt. Ltd.,Based On Sales Quotations 862.,25-Jun-2018,Maharashtra,0,29869.07,Closed,No,29869.07,17532,Sajida Sayyed,25-Jul-2018,,4855.74
10210390,14-Jun-2018,ZF India Pvt. Ltd.,Based On Sales Quotations 884.,31-Aug-2018,Maharashtra,0,98560,Closed,No,98560,21172,Pravin Shinde,30-Sep-2018,,10560
10210389,14-Jun-2018,McNally Bharat Engineering Co. Ltd.,Based On Sales Quotations 342.,14-Jun-2018,Maharashtra,0,3920769.26,Open,No,3920769.26,8681,Swati Bhosale,14-Jul-2018,,630337.26
10210388,14-Jun-2018,Applied Materials India Pvt. Ltd.,Based On Sales Quotations 867.,14-Jun-2018,Maharashtra,0,4271.6,Closed,No,4271.6,21156,Swati Bhosale,14-Jul-2018,,651.6
10210387,14-Jun-2018,Applied Materials India Pvt. Ltd.,Based On Sales Quotations 733.,21-Jun-2018,Maharashtra,0,54466.31,Closed,No,54466.31,20939,Swati Bhosale,21-Jul-2018,,8308.42
10210386,13-Jun-2018,Godrej and Boyce Manufacturing Co. Ltd.,Based On Sales Quotations 853.,27-Jun-2018,Maharashtra,0,10480.76,Closed,No,10480.76,19441,Kartik Pai,27-Jul-2018,,1598.76
10210385,14-Jun-2018,Andhra Electronics Ltd.,Based On Sales Quotations 390.,13-Jun-2018,Maharashtra,0,16520,Closed,No,16520,19839,Sarika Tanawade,13-Jul-2018,,2520
10210384,14-Jun-2018,Henkel Adhesive Technologies India Pvt. Ltd.,Based On Sales Quotations 688.,20-Jun-2018,Maharashtra,0,167684.2,Closed,No,167684.2,20492,Rajani Kyatham,20-Jul-2018,,25578.94
10210383,13-Jun-2018,Henkel Adhesive Technologies India Pvt. Ltd.,Based On Sales Quotations 756.,18-Jun-2018,Maharashtra,0,4956,Closed,Yes,4956,21022,Neha Mundhe,18-Jul-2018,,756
10210382,13-Jun-2018,Bharat Mumbai Container Terminals Pvt. Ltd.,Based On Sales Quotations 810.,13-Jun-2018,Maharashtra,0,7219.24,Closed,No,7219.24,21040,Puja Pawar,13-Jul-2018,,1101.24
10210381,13-Jun-2018,Piramal Enterprises Ltd.,Based On Sales Quotations 769.,13-Jun-2018,Maharashtra,0,557845,Closed,Yes,557845,20965,Puja Pawar,13-Jul-2018,,85095
10210380,13-Jun-2018,Cummins Technologies India Pvt. Ltd.,Based On Sales Quotations 305.,10-Aug-2018,Maharashtra,0,19234,Closed,No,19234,19715,Sajida Sayyed,09-Sep-2018,,2934
10210379,12-Jun-2018,Husco Hydraulics Pvt. Ltd.,Based On Sales Quotations 528.,20-Jun-2018,Maharashtra,0,3600.93,Closed,No,3600.93,20827,Pravin Shinde,20-Jul-2018,,385.82
10210378,13-Jun-2018,Cummins Technologies India Pvt. Ltd.,Based On Sales Quotations 504.,18-Jun-2018,Maharashtra,0,40055.55,Closed,Yes,40055.55,20647,Sajida Sayyed,18-Jul-2018,,0
10210377,13-Jun-2018,Applied Materials India Pvt. Ltd.,Based On Sales Quotations 849.,14-Jun-2018,Maharashtra,0,38223.48,Closed,Yes,38223.48,21122,Swati Bhosale,14-Jul-2018,,5856.12
10210376,13-Jun-2018,Henkel Adhesive Technologies India Pvt. Ltd.,Based On Sales Quotations 365.,11-Apr-2018,Maharashtra,0,10557.89,Closed,No,10557.89,18759,Rajani Kyatham,11-May-2018,,1610.52
10210375,13-Jun-2018,Henkel Adhesive Technologies India Pvt. Ltd.,Based On Sales Quotations 846.,20-Jun-2018,Maharashtra,0,21140.44,Closed,No,21140.44,21005,Rajani Kyatham,20-Jul-2018,,3224.82
10210374,11-Jun-2018,Duroshox Pvt. Ltd.,Based On Sales Quotations 790.,20-Jun-2018,Maharashtra,0,5687.6,Closed,No,5687.6,21054,Pravin Shinde,20-Jul-2018,,867.6
10210373,13-Jun-2018,Henkel Adhesive Technologies India Pvt. Ltd.,Based On Sales Quotations 4.,11-Apr-2018,Maharashtra,0,10557.89,Closed,Yes,10557.89,18759,Rajani Kyatham,11-May-2018,,1610.52
10210372,13-Jun-2018,Henkel Adhesive Technologies India Pvt. Ltd.,Based On Sales Quotations 831.,27-Jun-2018,Maharashtra,0,38033.24,Closed,No,38033.24,21003,Sheeba Shaikh,27-Jul-2018,,5801.68
10210371,12-Jun-2018,Duroshox Pvt. Ltd.,Based On Sales Quotations 215.,26-Jun-2018,Maharashtra,0,3245,Closed,No,3245,19810,Dipali Ghanvat,26-Jul-2018,,495
10210370,12-Jun-2018,Applied Materials India Pvt. Ltd.,Based On Sales Quotations 719.,19-Jun-2018,Maharashtra,0,11166.02,Closed,No,11166.02,20948,Swati Bhosale,19-Jul-2018,,2442.56
10210369,12-Jun-2018,Piramal Enterprises Ltd.,Based On Sales Quotations 800.,14-Jun-2018,Maharashtra,0,3276.8,Closed,No,3276.8,21066,Puja Pawar,14-Jul-2018,,716.8
10210368,12-Jun-2018,Bharat Mumbai Container Terminals Pvt. Ltd.,Based On Sales Quotations 810.,13-Jun-2018,Maharashtra,0,7251.24,Closed,Yes,7251.24,21040,Puja Pawar,13-Jul-2018,,1133.24
10210367,12-Jun-2018,Piramal Enterprises Ltd.,Based On Sales Quotations 822.,15-Jun-2018,Maharashtra,0,2711.28,Closed,No,2711.28,21097,Puja Pawar,15-Jul-2018,,413.58
10210366,12-Jun-2018,Applied Materials India Pvt. Ltd.,Based On Sales Quotations 823.,13-Jun-2018,Maharashtra,0,12800,Closed,Yes,12800,21050,Swati Bhosale,13-Jul-2018,,2800
10210365,11-Jun-2018,Henkel Adhesive Technologies India Pvt. Ltd.,Based On Sales Quotations 550.,04-Jun-2018,Maharashtra,0,5703.32,Closed,No,5703.32,20745,Nisha Patil,04-Jul-2018,,817.32
10210364,11-Jun-2018,Henkel Adhesive Technologies India Pvt. Ltd.,Based On Sales Quotations 788.,14-Jun-2018,Maharashtra,0,2508.68,Closed,No,2508.68,21048,Nisha Patil,14-Jul-2018,,382.68
10210363,11-Jun-2018,Duroshox Pvt. Ltd.,Based On Sales Quotations 787.,16-Jun-2018,Maharashtra,0,5487,Closed,No,5487,20734,Husna Khan,16-Jul-2018,,837
10210362,11-Jun-2018,Godrej and Boyce Manufacturing Co. Ltd.,Based On Sales Quotations 772.,30-Jun-2018,Maharashtra,0,3103.4,Closed,No,3103.4,20924,Kartik Pai,30-Jul-2018,,473.4
10210361,11-Jun-2018,Cummins Technologies India Pvt. Ltd.,Based On Sales Quotations 786.,16-Jun-2018,Maharashtra,0,7103.2,Closed,No,7103.2,20910,Husna Khan,16-Jul-2018,,0
10210360,11-Jun-2018,Henkel Adhesive Technologies India Pvt. Ltd.,Based On Sales Quotations 739.,12-Jun-2018,Maharashtra,0,83190,Closed,No,83190,20886,Nisha Patil,12-Jul-2018,,12690
10210359,11-Jun-2018,Henkel Adhesive Technologies India Pvt. Ltd.,Based On Sales Quotations 539.,04-Jun-2018,Maharashtra,0,590,Closed,No,590,20807,Nisha Patil,04-Jul-2018,,90
10210358,11-Jun-2018,Piramal Enterprises Ltd.,Based On Sales Quotations 779.,12-Jun-2018,Maharashtra,0,81903.56,Closed,No,81903.56,21046,Dipali Ghanvat,12-Jul-2018,,12493.76
10210357,08-Jun-2018,Applied Materials India Pvt. Ltd.,Based On Sales Quotations 764.,23-May-2018,Maharashtra,0,281864.24,Closed,No,281864.24,18626,Dipali Ghanvat,22-Jun-2018,,42996.24
10210356,11-Jun-2018,Piramal Enterprises Ltd.,Based On Sales Quotations 773.,09-Jun-2018,Maharashtra,0,368293.45,Closed,No,368293.45,20989,Dipali Ghanvat,09-Jul-2018,,56180.35
10210355,08-Jun-2018,Beckman Coulter India Pvt. Ltd.,Based On Sales Quotations 526.,13-Jun-2018,Maharashtra,0,36580,Closed,No,36580,20635,Puja Pawar,13-Jul-2018,,5580
10210354,08-Jun-2018,Cummins India Ltd.,Based On Sales Quotations 388.,15-Jun-2018,Maharashtra,0,38940,Closed,No,38940,20158,Dipali Ghanvat,15-Jul-2018,,5940
10210353,08-Jun-2018,Nhava Sheva (India) Gateway Terminal Pvt. Ltd.,Based On Sales Quotations 748.,20-Jun-2018,Maharashtra,0,8809.72,Closed,No,8809.72,20121,Rahul Sonawane,20-Jul-2018,,1343.86
10210352,07-Jun-2018,Henkel Adhesive Technologies India Pvt. Ltd.,Based On Sales Quotations 454.,13-Jun-2018,Maharashtra,0,23128,Closed,Yes,23128,20493,Sheeba Shaikh,13-Jul-2018,,3528
10210351,08-Jun-2018,GE Diesel Locomotive Pvt. Ltd.,Based On Sales Quotations 758.,29-Jun-2018,Maharashtra,0,1548129.32,Closed,No,1548129.32,20813,Swati Bhosale,29-Jul-2018,,236155.32
10210350,01-Jun-2018,Henkel Adhesive Technologies India Pvt. Ltd.,Based On Sales Quotations 730.,08-Jun-2018,Maharashtra,0,37969.18,Closed,No,37969.18,19907,Rajani Kyatham,08-Jul-2018,,2359
10210349,07-Jun-2018,Cummins Generator Technologies India Pvt. Ltd.,Based On Sales Quotations 470.,18-Jun-2018,Maharashtra,0,51077.9,Closed,No,51077.9,20708,Sajida Sayyed,18-Jul-2018,,7791.54
10210348,07-Jun-2018,Henkel Adhesive Technologies India Pvt. Ltd.,Based On Sales Quotations 752.,13-Jun-2018,Maharashtra,0,13254.05,Closed,No,13254.05,20984,Rajani Kyatham,13-Jul-2018,,1242.52
10210347,07-Jun-2018,Piramal Enterprises Ltd.,Based On Sales Quotations 750.,08-Jun-2018,Maharashtra,0,177192.32,Closed,No,177192.32,20990,Dipali Ghanvat,08-Jul-2018,,27029.34
10210346,07-Jun-2018,Nhava Sheva (India) Gateway Terminal Pvt. Ltd.,Based On Sales Quotations 748.,20-Jun-2018,Maharashtra,0,20298.2,Closed,Yes,20298.2,20121,Rahul Sonawane,20-Jul-2018,,3096.34
10210345,07-Jun-2018,Henkel Adhesive Technologies India Pvt. Ltd.,Based On Sales Quotations 742.,21-Jun-2018,Maharashtra,0,226800,Closed,No,226800,20995,Swati Bhosale,21-Jul-2018,,24300
10210344,07-Jun-2018,Cummins Technologies India Pvt. Ltd.,Based On Sales Quotations 394.,12-Jun-2018,Maharashtra,0,19415.5,Closed,No,19415.5,20168,Sajida Sayyed,12-Jul-2018,,2961.7
10210343,07-Jun-2018,Piramal Enterprises Ltd.,Based On Sales Quotations 731.,08-Jun-2018,Maharashtra,0,108980.31,Closed,No,108980.31,19752,Dipali Ghanvat,08-Jul-2018,,16624.11
10210342,07-Jun-2018,Applied Materials India Pvt. Ltd.,Based On Sales Quotations 720.,03-Jul-2018,Maharashtra,0,17894.25,Closed,No,17894.25,20880,Supriya Govalkar,02-Aug-2018,,2729.63
10210341,07-Jun-2018,Henkel Adhesive Technologies India Pvt. Ltd.,Based On Sales Quotations 588.,14-Jun-2018,Maharashtra,0,9464.82,Closed,No,9464.82,20838,Rajani Kyatham,14-Jul-2018,,1443.8
10210340,06-Jun-2018,Cummins Technologies India Pvt. Ltd.,Based On Sales Quotations 735.,11-Jun-2018,Maharashtra,0,15399,Closed,No,15399,19531,Poonam Mohite,11-Jul-2018,,2349
10210339,06-Jun-2018,John Energy Ltd.,Based On Sales Quotations 713.,11-Jun-2018,Maharashtra,0,3890519,Closed,No,3890519,20943,Rajani Ong,11-Jul-2018,,593469
10210338,06-Jun-2018,GE India Industrial Pvt. Ltd.,Based On Sales Quotations 477.,11-Jun-2018,Maharashtra,0,460200,Closed,No,460200,20680,Neha Mundhe,11-Jul-2018,,70200
10210337,05-Jun-2018,Cummins Technologies India Pvt. Ltd.,Based On Sales Quotations 706.,12-Jun-2018,Maharashtra,0,27237.24,Closed,No,27237.24,19903,Poonam Mohite,12-Jul-2018,,4154.84
10210336,06-Jun-2018,Applied Materials India Pvt. Ltd.,Based On Sales Quotations 726.,08-Jun-2018,Maharashtra,0,31052.88,Closed,No,31052.88,20972,Swati Bhosale,08-Jul-2018,,4736.88
10210335,05-Jun-2018,GE Diesel Locomotive Pvt. Ltd.,Based On Sales Quotations 340.,20-Jun-2018,Maharashtra,0,480660.11,Closed,No,480660.11,18668,Neha Mundhe,20-Jul-2018,,71320.26
10210334,05-Jun-2018,Henkel Adhesive Technologies India Pvt. Ltd.,Based On Sales Quotations 611.,18-Jun-2018,Maharashtra,0,111510,Closed,No,111510,20903,Neha Mundhe,18-Jul-2018,,17010
10210333,05-Jun-2018,Survival Systems India,Based On Sales Quotations 250.,12-Jun-2018,Maharashtra,0,16948.16,Open,No,16948.16,20002,Sarika Tanawade,12-Jul-2018,,1815.88
10210332,05-Jun-2018,Cummins Technologies India Pvt. Ltd.,Based On Sales Quotations 642.,14-Jun-2018,Maharashtra,0,2832,Closed,No,2832,20007,Sarika Tanawade,14-Jul-2018,,432
10210331,05-Jun-2018,Cummins Technologies India Pvt. Ltd.,Based On Sales Quotations 710.,08-Jun-2018,Maharashtra,0,2037.9,Closed,No,2037.9,19391,Sarika Tanawade,08-Jul-2018,,310.86
10210330,05-Jun-2018,Piramal Enterprises Ltd.,Based On Sales Quotations 648.,06-Jun-2018,Maharashtra,0,37442.53,Closed,No,37442.53,20784,Dipali Ghanvat,06-Jul-2018,,5711.57
10210329,05-Jun-2018,Cummins Technologies India Pvt. Ltd.,Based On Sales Quotations 703.,08-Jun-2018,Maharashtra,0,19676.5,Closed,No,19676.5,19316,Poonam Mohite,08-Jul-2018,,3001.5
10210328,05-Jun-2018,Galiakotwala Engineering Co. Pvt. Ltd.,Based On Sales Quotations 339.,26-Apr-2018,Maharashtra,0,7165576.25,Closed,No,7165576.25,15029,Rajani Kyatham,26-May-2018,,1093054.01
10210327,04-Jun-2018,Galiakotwala Engineering Co. Pvt. Ltd.,Based On Sales Quotations 59.,04-Jun-2018,Maharashtra,0,8000603.9,Closed,Yes,8000603.9,15029,Rajani Kyatham,04-Jul-2018,,1220431.1
10210326,05-Jun-2018,Stanley Engineered Fastening India Pvt. Ltd.,Based On Sales Quotations 534.,18-Jun-2018,Maharashtra,0,34224.78,Closed,No,34224.78,20707,Sandeep Pal,18-Jul-2018,,0
10210325,05-Jun-2018,Stanley Engineered Fastening India Pvt. Ltd.,Based On Sales Quotations 543.,19-Jun-2018,Maharashtra,0,8855.9,Closed,No,8855.9,20721,Sandeep Pal,19-Jul-2018,,1350.9
10210324,04-Jun-2018,Cummins Generator Technologies India Pvt. Ltd.,Based On Sales Quotations 330.,16-Aug-2018,Maharashtra,0,159890,Closed,No,159890,20067,Poonam Mohite,15-Sep-2018,,24390
10210323,04-Jun-2018,Applied Materials India Pvt. Ltd.,Based On Sales Quotations 612.,04-Jul-2018,Maharashtra,0,552457.36,Closed,No,552457.36,20879,Swati Bhosale,03-Aug-2018,,84273.15
10210322,04-Jun-2018,South West Pinnacle Exploration Pvt. Ltd.,Based On Sales Quotations 680.,06-Jun-2018,Maharashtra,0,17700,Closed,No,17700,20826,Rajani Kyatham,06-Jul-2018,,2700
10210321,04-Jun-2018,Compass India Support Services Pvt. Ltd.,Based On Sales Quotations 644.,06-Jun-2018,Maharashtra,0,22312.5,Closed,No,22312.5,20919,Puja Pawar,06-Jul-2018,,1062.5
10210320,04-Jun-2018,VVF India Ltd.,Based On Sales Quotations 389.,08-Jun-2018,Maharashtra,0,14160,Closed,No,14160,20495,Sajida Sayyed,08-Jul-2018,,2160
10210319,04-Jun-2018,Henkel Adhesive Technologies India Pvt. Ltd.,Based On Sales Quotations 539.,04-Jun-2018,Maharashtra,0,590,Closed,Yes,590,20807,Nisha Patil,04-Jul-2018,,90
10210318,04-Jun-2018,Godrej and Boyce Manufacturing Co. Ltd.,Based On Sales Quotations 614.,18-Jun-2018,Maharashtra,0,18408,Closed,No,18408,20905,Sandeep Pal,18-Jul-2018,,2808
10210317,04-Jun-2018,Bharat Mumbai Container Terminals Pvt. Ltd.,Based On Sales Quotations 619.,08-Jun-2018,Maharashtra,0,8821.68,Closed,No,8821.68,20906,Puja Pawar,08-Jul-2018,,1345.68
10210316,02-Jun-2018,Cummins Technologies India Pvt. Ltd.,Based On Sales Quotations 597.,05-Jun-2018,Maharashtra,0,3776,Closed,No,3776,19636,Sajida Sayyed,05-Jul-2018,,576
10210315,02-Jun-2018,ZF India Pvt. Ltd.,Based On Sales Quotations 440.,31-Aug-2018,Maharashtra,0,30537.22,Closed,Yes,30537.22,20197,Pravin Shinde,30-Sep-2018,,4658.22
10210314,01-Jun-2018,GE Diesel Locomotive Pvt. Ltd.,Based On Sales Quotations 320.,04-Jun-2018,Maharashtra,0,299717,Closed,No,299717,18684,Neha Mundhe,04-Jul-2018,,45267
10210313,01-Jun-2018,GE Diesel Locomotive Pvt. Ltd.,Based On Sales Quotations 566.,15-Jun-2018,Maharashtra,0,15137.06,Closed,No,15137.06,19254,Swati Bhosale,15-Jul-2018,,1854.06
10210312,01-Jun-2018,GE Diesel Locomotive Pvt. Ltd.,Based On Sales Quotations 562.,14-Jun-2018,Maharashtra,0,70800,Open,No,70800,19826,Swati Bhosale,14-Jul-2018,,10800
10210311,01-Jun-2018,"INS Garuda, Indian Navy",Based On Sales Quotations 564.,25-Jun-2018,Maharashtra,0,51550.59,Closed,No,51550.59,19556,Sarika Tanawade,25-Jul-2018,,7863.65
10210310,01-Jun-2018,Johnson Matthey Chemicals India Pvt. Ltd.,Based On Sales Quotations 519.,14-Jun-2018,Maharashtra,0,78845.46,Closed,No,78845.46,20714,Sheeba Shaikh,14-Jul-2018,,12027.28
10210309,01-Jun-2018,IEC-TSL Ingenious Energy LLP,Based On Sales Quotations 561.,08-Jun-2018,Maharashtra,0,1989473.68,Closed,No,1989473.68,20854,Rajani Kyatham,08-Jul-2018,,94736.84
10210308,01-Jun-2018,Applied Materials India Pvt. Ltd.,Based On Sales Quotations 286.,04-Jun-2018,Maharashtra,0,73897.5,Closed,No,73897.5,19802,Neha Mundhe,04-Jul-2018,,11272.5
10210307,01-Jun-2018,Applied Materials India Pvt. Ltd.,Based On Sales Quotations 199.,06-Jun-2018,Maharashtra,0,20494.74,Closed,No,20494.74,19702,Supriya Govalkar,06-Jul-2018,,3126.32
10210306,31-May-2018,J S Equipments,Based On Sales Quotations 552.,07-Jun-2018,Maharashtra,0,5047534.59,Closed,No,5047534.59,20839,Rajani Kyatham,07-Jul-2018,,769962.9
10210305,01-Jun-2018,Henkel Adhesive Technologies India Pvt. Ltd.,Based On Sales Quotations 415.,21-Jun-2018,Maharashtra,0,15772.66,Closed,No,15772.66,20601,Nisha Patil,21-Jul-2018,,2406
10210304,01-Jun-2018,Beckman Coulter India Pvt. Ltd.,Based On Sales Quotations 439.,13-Jun-2018,Maharashtra,0,46020,Closed,No,46020,20161,Puja Pawar,13-Jul-2018,,7020
10210303,31-May-2018,Henkel Adhesive Technologies India Pvt. Ltd.,Based On Sales Quotations 538.,14-May-2018,Maharashtra,0,49370.38,Closed,No,49370.38,19788,Suvidha Shinde,13-Jun-2018,,7531.08
10210302,31-May-2018,Cummins Technologies India Pvt. Ltd.,Based On Sales Quotations 313.,16-Feb-2018,Maharashtra,0,88500,Open,No,88500,16997,Sandeep Pal,18-Mar-2018,,13500
10210301,01-Jun-2018,GE Diesel Locomotive Pvt. Ltd.,Based On Sales Quotations 557.,25-Jun-2018,Maharashtra,0,49117.5,Closed,No,49117.5,20627,Supriya Govalkar,25-Jul-2018,,7492.5
10210300,31-May-2018,Cummins Technologies India Pvt. Ltd.,Based On Sales Quotations 541.,08-Jun-2018,Maharashtra,0,34560,Closed,No,34560,19754,Sajida Sayyed,08-Jul-2018,,7560
10210299,31-May-2018,Husco Hydraulics Pvt. Ltd.,Based On Sales Quotations 533.,05-Jun-2018,Maharashtra,0,3245,Closed,No,3245,20685,Pravin Shinde,05-Jul-2018,,495
10210298,31-May-2018,Cummins India Ltd.,Based On Sales Quotations 549.,08-Jun-2018,Maharashtra,0,25783,Closed,Yes,25783,19913,Poonam Mohite,08-Jul-2018,,3933
10210297,31-May-2018,GE Diesel Locomotive Pvt. Ltd.,Based On Sales Quotations 548.,29-Jun-2018,Maharashtra,0,1548129.32,Closed,Yes,1548129.32,20813,Swati Bhosale,29-Jul-2018,,236155.32
10210296,28-May-2018,JSC OGCC KazstroyService,Based On Sales Quotations 554.,28-May-2018,Maharashtra,"23,520.00",1589994.34,Closed,No,1589994.34,,Rajani Kyatham,27-Jun-2018,,0
10210295,31-May-2018,JSC OGCC KazstroyService,Based On Sales Quotations 319.,31-May-2018,Maharashtra,"22,500.00",1772325,Open,No,1772325,,Supriya Govalkar,30-Jun-2018,,0
10210294,31-May-2018,JSC OGCC KazstroyService,Based On Sales Quotations 551.,31-May-2018,Maharashtra,"27,000.00",2126790,Closed,Yes,2126790,,Neha Mundhe,30-Jun-2018,,0
10210293,31-May-2018,Henkel Adhesive Technologies India Pvt. Ltd.,Based On Sales Quotations 85.,14-May-2018,Maharashtra,0,49370.38,Open,No,49370.38,19788,Suvidha Shinde,13-Jun-2018,,7531.08
10210292,31-May-2018,Henkel Adhesive Technologies India Pvt. Ltd.,Based On Sales Quotations 537.,14-May-2018,Maharashtra,0,508782.11,Closed,Yes,508782.11,19523,Suvidha Shinde,13-Jun-2018,,77610.82
10210291,31-May-2018,Vako Seals Pvt. Ltd.,Based On Sales Quotations 510.,31-May-2018,Maharashtra,0,4956,Closed,No,4956,20717,Dipali Ghanvat,30-Jun-2018,,756
10210290,31-May-2018,Henkel Adhesive Technologies India Pvt. Ltd.,Based On Sales Quotations 404.,29-Jun-2018,Maharashtra,0,782526.31,Closed,No,782526.31,19691,Suvidha Shinde,29-Jul-2018,,119368.42
10210289,31-May-2018,"INS Garuda, Indian Navy",Based On Sales Quotations 471.,20-Jul-2018,Maharashtra,0,55826.28,Closed,No,55826.28,19570,Sarika Tanawade,19-Aug-2018,,8515.87
10210288,31-May-2018,Cummins Technologies India Pvt. Ltd.,Based On Sales Quotations 518.,04-Jun-2018,Maharashtra,0,56243.4,Closed,No,56243.4,20145,Sajida Sayyed,04-Jul-2018,,8579.5
10210287,31-May-2018,Cummins Technologies India Pvt. Ltd.,Based On Sales Quotations 515.,24-May-2018,Maharashtra,0,89166.26,Closed,No,89166.26,19456,Sajida Sayyed,23-Jun-2018,,19505.12
10210286,31-May-2018,Cummins Technologies India Pvt. Ltd.,Based On Sales Quotations 289.,07-Jun-2018,Maharashtra,0,28910,Closed,No,28910,19899,Poonam Mohite,07-Jul-2018,,4410
10210285,31-May-2018,Cummins Technologies India Pvt. Ltd.,Based On Sales Quotations 514.,04-Jul-2018,Maharashtra,0,10178.55,Closed,No,10178.55,19350,Sarika Tanawade,03-Aug-2018,,1552.66
10210284,30-May-2018,GE Diesel Locomotive Pvt. Ltd.,Based On Sales Quotations 309.,04-Jun-2018,Maharashtra,0,299717,Closed,Yes,299717,18684,Neha Mundhe,04-Jul-2018,,45267
10210283,30-May-2018,Henkel Adhesive Technologies India Pvt. Ltd.,Based On Sales Quotations 469.,06-Jun-2018,Maharashtra,0,39816.92,Closed,No,39816.92,20712,Rajani Kyatham,06-Jul-2018,,6073.76
10210282,30-May-2018,Henkel Adhesive Technologies India Pvt. Ltd.,Based On Sales Quotations 450.,11-Jun-2018,Maharashtra,0,198736.78,Closed,No,198736.78,20271,Rajani Kyatham,11-Jul-2018,,30315.78
10210281,30-May-2018,Piramal Enterprises Ltd.,Based On Sales Quotations 502.,02-Jun-2018,Maharashtra,0,8940.28,Closed,No,8940.28,20758,Puja Pawar,02-Jul-2018,,1363.78
10210280,29-May-2018,Hyosung T and D India Pvt. Ltd.,Based On Sales Quotations 475.,05-Jun-2018,Maharashtra,0,23010,Closed,No,23010,20706,Sarika Tanawade,05-Jul-2018,,3510
10210279,29-May-2018,Cummins India Ltd.,Based On Sales Quotations 307.,22-Jun-2018,Maharashtra,0,72688,Closed,No,72688,20086,Poonam Mohite,22-Jul-2018,,11088
10210278,29-May-2018,Henkel Adhesive Technologies India Pvt. Ltd.,Based On Sales Quotations 452.,30-May-2018,Maharashtra,0,6237.96,Closed,No,6237.96,20583,Sheeba Shaikh,29-Jun-2018,,951.56
10210277,29-May-2018,Nhava Sheva International Container Terminal Pvt. Ltd.,Based On Sales Quotations 459.,31-May-2018,Maharashtra,0,7117.76,Closed,No,7117.76,19840,Puja Pawar,30-Jun-2018,,1085.76
